time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s)
0.095745,0.0842,0.6627,0.8538,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.097039,0.1538,0.6393,0.7592,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.097508,0.1763,0.6779,0.6356,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.097948,0.1564,0.6676,0.7556,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.109395,0.1564,0.6676,0.7556,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.129237,0.1564,0.6676,0.7556,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.150123,0.1317,0.6482,0.9416,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.151342,0.1538,0.61,1.0074,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.152177,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,-0.4177,0.3617,0.0023,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.179209,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.181115,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-21.45,-42.1688,-23.8875,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.188829,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.189865,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.190698,0.1912,0.6122,0.8933,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.21683,0.1801,0.6393,0.7474,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.217963,0.08,0.679,0.7652,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.218832,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7953,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.220425,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7914,-20.7188,-42.15,-24.5063,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.248202,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.149,0.2978,-0.2048,847.7914,-20.6625,-42.5438,-24.45,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.249541,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7914,-20.6625,-42.5438,-24.45,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.258856,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7914,-20.6625,-42.5438,-24.45,117.2434,-36.5423,9.8922,43.82106655,-111.7874284,0
0.259836,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7914,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.26068,0.0169,0.6741,0.827,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7812,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.28345,0.0505,0.6555,0.8141,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7812,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.284662,0.072,0.6492,0.7518,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7812,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.285476,0.0729,0.6474,0.7477,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7812,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.286227,0.0819,0.6381,0.7541,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7812,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.301206,0.0819,0.6381,0.7541,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7741,-20.6625,-42.5438,-24.45,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.307063,0.0819,0.6381,0.7541,-0.0465,-0.0569,-0.2575,0.1502,0.1061,-0.1061,847.7741,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.317875,0.0819,0.6381,0.7541,-0.0465,-0.0569,-0.2575,0.1647,0.2084,-0.0182,847.7741,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.329661,0.0819,0.6381,0.7541,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7741,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.340925,0.0819,0.6381,0.7541,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.34972,0.0628,0.6467,0.7025,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.350562,0.0546,0.6527,0.6936,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.35132,0.0591,0.6588,0.7091,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.2313,-42.75,-24.2438,115.6337,-37.8746,9.264,43.82106655,-111.7874284,0
0.368006,0.0591,0.6588,0.7091,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.2313,-42.75,-24.2438,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.369192,0.0591,0.6588,0.7091,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.380679,0.0591,0.6588,0.7091,-0.4244,-0.0563,-0.2976,0.1647,0.2084,-0.0182,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.388168,0.0591,0.6588,0.7091,-0.4244,-0.0563,-0.2976,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.397585,0.0591,0.6588,0.7091,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.417095,0.0818,0.6541,0.7562,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.418053,0.0901,0.6389,0.7916,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.418865,0.0906,0.6437,0.7804,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.41965,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7673,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.422236,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7678,-20.1188,-42.9938,-24.0375,115.6698,-38.8806,7.1816,43.82106655,-111.7874284,0
0.428342,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7678,-20.1188,-42.9938,-24.0375,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.429203,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,-0.0914,0.138,0.0163,847.7678,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.457328,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,0.0354,0.2447,-0.1709,847.7678,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.461874,0.0761,0.6462,0.7733,-0.2081,-0.053,-0.7462,0.0354,0.2447,-0.1709,847.7739,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.466958,0.0761,0.6462,0.7733,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.483351,0.0596,0.654,0.7693,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.484315,0.0333,0.6694,0.7758,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.485276,0.0107,0.6829,0.7887,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.8,-43.05,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.488244,0.0107,0.6829,0.7887,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.5563,-43.0875,-23.8875,114.8395,-39.3811,6.1973,43.82106655,-111.7874284,0
0.489319,0.0107,0.6829,0.7887,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7739,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.502163,0.0107,0.6829,0.7887,0.1598,-0.0653,-0.1709,0.0354,0.2447,-0.1709,847.7851,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.526113,0.0107,0.6829,0.7887,0.1598,-0.0653,-0.1709,0.1668,0.2043,-0.1882,847.7851,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.536272,0.0107,0.6829,0.7887,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.7851,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.541803,0.0107,0.6829,0.7887,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.551244,-0.02,0.6914,0.807,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.552139,-0.0549,0.7002,0.7646,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.553523,-0.0382,0.707,0.7084,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.5563,-43.0875,-23.8875,116.0873,-39.7081,4.9445,43.82106655,-111.7874284,0
0.554893,-0.0382,0.707,0.7084,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.5563,-43.0875,-23.8875,116.8579,-40.4471,3.6914,43.82106655,-111.7874284,0
0.556127,-0.0382,0.707,0.7084,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.78,-19.35,-43.2563,-23.8688,116.8579,-40.4471,3.6914,43.82106655,-111.7874284,0
0.582188,-0.0382,0.707,0.7084,0.0045,-0.0406,-0.0252,0.1668,0.2043,-0.1882,847.767,-19.35,-43.2563,-23.8688,116.8579,-40.4471,3.6914,43.82106655,-111.7874284,0
0.596472,-0.0382,0.707,0.7084,0.0045,-0.0406,-0.0252,0.0584,0.1767,-0.0719,847.767,-19.35,-43.2563,-23.8688,116.8579,-40.4471,3.6914,43.82106655,-111.7874284,0
0.606429,-0.0382,0.707,0.7084,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-19.35,-43.2563,-23.8688,116.8579,-40.4471,3.6914,43.82106655,-111.7874284,0
0.611478,-0.0382,0.707,0.7084,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-19.35,-43.2563,-23.8688,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.612916,-0.0382,0.707,0.7084,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.617259,-0.0102,0.6983,0.6812,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.618689,0.0059,0.6768,0.6856,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.620104,-0.0012,0.6688,0.6923,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.621671,-0.0253,0.6571,0.7132,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.767,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.622955,-0.0253,0.6571,0.7132,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.7619,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.661635,-0.0253,0.6571,0.7132,-0.5633,0.2624,-0.0995,0.0584,0.1767,-0.0719,847.7536,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.665958,-0.0253,0.6571,0.7132,-0.5633,0.2624,-0.0995,0.0357,0.3076,-0.1772,847.7536,-18.7875,-43.5188,-23.925,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.670949,-0.0253,0.6571,0.7132,-0.5633,0.2624,-0.0995,0.0357,0.3076,-0.1772,847.7536,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.676578,-0.0253,0.6571,0.7132,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7536,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.683812,-0.0348,0.657,0.6773,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7536,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.685243,-0.0532,0.6638,0.6191,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7536,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.686446,-0.0477,0.6527,0.5644,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7536,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.701149,-0.0477,0.6527,0.5644,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7331,-18.1125,-43.8188,-23.8125,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.735479,-0.0477,0.6527,0.5644,-0.0455,0.0546,-0.7142,0.0357,0.3076,-0.1772,847.7331,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.738405,-0.0477,0.6527,0.5644,-0.0455,0.0546,-0.7142,-0.2533,0.3862,-0.1955,847.7331,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.741658,-0.0477,0.6527,0.5644,-0.0455,0.0546,-0.7142,-0.2533,0.3862,-0.1955,847.736,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.745617,-0.0477,0.6527,0.5644,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.736,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.750235,-0.0222,0.6357,0.5938,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.736,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.751642,-0.0595,0.6227,0.6771,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.736,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.752983,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.736,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.781439,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.7448,-17.2688,-43.8938,-23.8313,116.8254,-40.8778,1.9145,43.82106655,-111.7874284,0
0.791188,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.7448,-17.2688,-43.8938,-23.8313,119.8322,-41.3799,0.0045,43.82106655,-111.7874284,0
0.792715,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.7448,-16.65,-43.9688,-24.0938,119.8322,-41.3799,0.0045,43.82106655,-111.7874284,0
0.793984,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.2533,0.3862,-0.1955,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.80487,-0.0699,0.6078,0.7185,-0.1125,0.0023,-1.2503,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.815682,-0.0699,0.6078,0.7185,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.817261,-0.0664,0.6122,0.7445,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.818482,-0.0666,0.5992,0.7819,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.819678,-0.0709,0.5941,0.7978,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.82112,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7448,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.822424,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7585,-16.65,-43.9688,-24.0938,123.8108,-40.797,-2.3724,43.82106655,-111.7874284,0
0.85018,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7585,-16.65,-43.9688,-24.0938,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.851259,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7585,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.860795,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.3474,0.2814,-0.2721,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.874613,-0.0814,0.5975,0.7705,0.048,-0.1479,-0.8855,-0.4049,0.148,-0.2894,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.884022,-0.0853,0.6014,0.7376,0.048,-0.1479,-0.8855,-0.4049,0.148,-0.2894,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.884608,-0.0993,0.6114,0.7368,0.048,-0.1479,-0.8855,-0.4049,0.148,-0.2894,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.885054,-0.1385,0.629,0.7845,0.048,-0.1479,-0.8855,-0.4049,0.148,-0.2894,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.885497,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.4049,0.148,-0.2894,847.7609,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.901298,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.4049,0.148,-0.2894,847.7639,-15.6563,-43.9313,-24.4688,125.9598,-39.7091,-4.3362,43.82106655,-111.7874284,0
0.909133,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.4049,0.148,-0.2894,847.7639,-15.6563,-43.9313,-24.4688,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.909596,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.4049,0.148,-0.2894,847.7639,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.940673,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.4049,0.148,-0.2894,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.9432,-0.1385,0.629,0.7845,0.047,-0.1125,-0.0234,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.950148,-0.1419,0.6382,0.8267,0.047,-0.1125,-0.0234,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.951187,-0.1311,0.6393,0.841,0.047,-0.1125,-0.0234,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.951847,-0.1389,0.6414,0.8607,0.047,-0.1125,-0.0234,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.953957,-0.1389,0.6414,0.8607,-0.324,0.3383,-0.373,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,128.2852,-37.847,-5.5975,43.82106655,-111.7874284,0
0.969359,-0.1389,0.6414,0.8607,-0.324,0.3383,-0.373,-0.5511,-0.0228,-0.1181,847.768,-14.925,-43.95,-24.8063,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
0.970097,-0.1389,0.6414,0.8607,-0.324,0.3383,-0.373,-0.5511,-0.0228,-0.1181,847.768,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
0.980521,-0.1389,0.6414,0.8607,-0.324,0.3383,-0.373,-0.5511,-0.0228,-0.1181,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.012877,-0.1389,0.6414,0.8607,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.016332,-0.1303,0.6238,0.8923,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.017605,-0.0935,0.6122,0.8825,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.018783,-0.0792,0.6149,0.8957,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.019971,-0.093,0.6171,0.9471,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7797,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.021304,-0.093,0.6171,0.9471,-0.324,0.3383,-0.373,-0.6302,-0.4119,-0.0321,847.7787,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.022664,-0.093,0.6171,0.9471,-0.6727,0.768,0.2869,-0.6302,-0.4119,-0.0321,847.7787,-14.25,-43.9313,-25.1625,129.3151,-35.914,-5.7185,43.82106655,-111.7874284,0
1.028273,-0.093,0.6171,0.9471,-0.6727,0.768,0.2869,-0.6302,-0.4119,-0.0321,847.7787,-14.25,-43.9313,-25.1625,129.0589,-33.7581,-4.496,43.82106655,-111.7874284,0
1.028969,-0.093,0.6171,0.9471,-0.6727,0.768,0.2869,-0.6302,-0.4119,-0.0321,847.7787,-13.5563,-43.6125,-25.725,129.0589,-33.7581,-4.496,43.82106655,-111.7874284,0
1.060631,-0.093,0.6171,0.9471,-0.6727,0.768,0.2869,-0.6302,-0.4119,-0.0321,847.799,-13.5563,-43.6125,-25.725,129.0589,-33.7581,-4.496,43.82106655,-111.7874284,0
