"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.153325829E1,4.163159072E-1,1.687360257E-1,1.175290346E-4
1.154328129E1,4.349634089E-1,1.889732391E-1,-2.309667724E-1
1.155330529E1,3.493566634E-1,1.223313528E-1,-2.179450232E-1
1.156332829E1,2.613475163E-1,-8.674753726E-2,-1.146843642E-2
1.157335129E1,1.752064084E-1,-2.500175858E-1,1.853356862E-1
1.158337429E1,1.061358811E-1,-3.216763830E-1,2.263808012E-1
1.159339729E1,5.774702869E-2,-3.281428188E-1,2.004831907E-1
1.160342129E1,4.004407167E-2,-2.982617927E-1,1.899093783E-1
1.161344429E1,1.233557850E-2,-3.305039245E-1,2.535545665E-1
1.162346729E1,-7.044659637E-2,-3.763414174E-1,3.516565195E-1
1.163349029E1,-7.750498965E-2,-3.512825900E-1,2.684059095E-1
1.164351429E1,-1.033143072E-1,-2.704454184E-1,2.004425526E-3
1.165353729E1,-5.154094018E-2,-2.355544978E-1,-1.570898339E-1
1.166356029E1,-4.902970724E-2,-2.418203741E-1,-1.877748522E-1
1.167358329E1,-8.152582750E-2,-2.558402431E-1,-1.870179302E-1
1.168360629E1,-3.773931853E-2,-2.165720969E-1,-1.939980438E-1
1.169363029E1,1.265454412E-2,-2.378746730E-1,-8.224284232E-2
1.170365329E1,-9.024592638E-3,-2.355398798E-1,1.003382206E-3
1.171367629E1,4.838994876E-2,-2.422910750E-1,3.476052761E-2
1.172369929E1,8.508926690E-2,-2.091841400E-1,-2.418934643E-2
1.173372329E1,4.490237698E-2,-1.227611232E-1,-1.940252334E-1
1.174374629E1,5.584178656E-2,-6.144780457E-2,-3.378988981E-1
1.175376929E1,4.979298815E-2,-8.232294917E-2,-4.986844647E-1
1.176379229E1,-4.889785253E-2,-1.440964437E-1,-5.254673436E-1
1.177381529E1,-1.643212317E-1,-2.510121971E-1,-3.995384914E-1
1.178383929E1,-2.507750925E-1,-3.080740052E-1,-3.116495776E-1
1.179386229E1,-3.017096034E-1,-2.779555821E-1,-2.308936822E-1
1.180388529E1,-2.955523391E-1,-1.813209879E-1,-2.024604267E-1
1.181390829E1,-3.040534598E-1,-1.478035784E-1,-1.512581134E-1
1.182393229E1,-4.225640957E-1,-2.287261194E-1,-4.029316306E-3
1.183395529E1,-5.068814570E-1,-3.490700036E-1,9.647057980E-2
1.184397829E1,-5.511706073E-1,-4.305872065E-1,3.319990575E-2
1.185400129E1,-6.138508587E-1,-4.752470702E-1,-2.286173612E-2
1.186402529E1,-6.535645627E-1,-4.424091071E-1,-1.501234612E-1
1.187404829E1,-6.196735892E-1,-3.698153400E-1,-3.056439024E-1
1.188407129E1,-5.082872739E-1,-2.621745318E-1,-3.007310718E-1
1.189409429E1,-3.706590933E-1,-1.349473053E-1,-3.124447989E-1
1.190411729E1,-2.680670634E-1,4.674439609E-2,-3.749135274E-1
1.191414129E1,-1.533861344E-1,1.615924823E-1,-4.322413838E-1
1.192416429E1,-1.180636163E-1,2.158458728E-1,-4.786793858E-1
1.193418729E1,-6.604408152E-2,2.698542649E-1,-6.238175109E-1
1.194421029E1,-5.921533763E-2,2.655045211E-1,-7.243758792E-1
1.195423429E1,-6.330553807E-2,2.160014087E-1,-6.917030999E-1
1.196425729E1,-4.972384483E-2,1.491753352E-1,-6.185816216E-1
1.197428029E1,-3.048277773E-2,1.418908739E-1,-5.874753115E-1
1.198430329E1,2.944613948E-2,1.822004092E-1,-5.858600181E-1
1.199432629E1,1.079685447E-1,2.158721852E-1,-5.654561591E-1
1.200435029E1,1.261145744E-1,2.374279457E-1,-4.880369774E-1
1.201437329E1,9.085045539E-2,2.217001051E-1,-3.721170965E-1
1.202439629E1,5.994485088E-2,1.829932916E-1,-3.236001170E-1
1.203441929E1,4.044285178E-2,1.753299308E-1,-3.340964538E-1
1.204444329E1,3.363179572E-2,1.138382721E-1,-2.675691730E-1
1.205446629E1,6.683732942E-3,2.862621367E-2,-1.163581297E-1
1.206448929E1,-7.677065246E-2,-6.580573440E-2,-2.813592464E-2
1.207451229E1,-1.066413729E-1,-7.001748383E-2,-1.538110077E-2
1.208453529E1,-5.534374997E-2,-2.240126789E-2,-7.727680206E-3
1.209455929E1,2.504450172E-2,8.271705151E-2,5.572279572E-2
1.210458229E1,9.556528464E-2,2.027557111E-1,7.887893915E-3
1.211460529E1,1.302211471E-1,2.869298887E-1,-1.443303323E-1
1.212462829E1,1.131009382E-1,3.437268180E-1,-3.126640695E-1
1.213465229E1,1.756412950E-1,3.484110224E-1,-4.627357829E-1
1.214467529E1,2.987826334E-1,2.757535207E-1,-7.433629578E-1
1.215469829E1,3.031145431E-1,2.592292893E-1,-1.120493165E0
1.216472129E1,2.771556100E-1,2.342499840E-1,-1.342901952E0
1.217474529E1,2.839367721E-1,2.115323818E-1,-1.534778334E0
1.218476829E1,3.727080307E-1,2.815159518E-1,-1.844806771E0
1.219479129E1,4.798251477E-1,3.644633836E-1,-1.982011979E0
1.220481429E1,5.497333617E-1,3.993361777E-1,-1.991205556E0
1.221483729E1,3.992321704E-1,3.420334643E-1,-1.850638199E0
1.222486129E1,2.467110584E-1,1.875535351E-1,-1.734525945E0
1.223488429E1,1.628870559E-1,6.290902376E-2,-1.640122941E0
1.224490729E1,-7.500837475E-2,-6.649804473E-2,-1.539628599E0
1.225493029E1,-2.852666482E-1,-2.581422919E-1,-1.382406326E0
1.226495429E1,-4.174482206E-1,-4.309222519E-1,-1.182802264E0
1.227497729E1,-5.713735414E-1,-5.081265485E-1,-9.938980222E-1
1.228500029E1,-4.835378373E-1,-3.873751134E-1,-8.589454544E-1
1.229502329E1,-2.537013316E-1,-2.128234470E-1,-6.805211771E-1
1.230504729E1,-3.158928289E-1,-6.514090598E-2,-4.758595660E-1
1.231507029E1,-5.189447746E-1,3.160478532E-2,-1.953893888E-1
1.232509329E1,-5.465195858E-1,2.990558445E-2,2.530818191E-1
1.233511629E1,-5.360931232E-1,2.032258272E-2,4.616777292E-1
1.234513929E1,-5.084481454E-1,5.516964912E-2,4.311327517E-1
1.235516329E1,-4.955411477E-1,6.089699686E-2,2.969868073E-1
1.236518629E1,-4.762564458E-1,5.139877975E-2,2.342034987E-1
1.237520929E1,-2.768468770E-1,1.417780226E-1,2.509908548E-1
1.238523229E1,-1.971491084E-2,2.774486285E-1,1.115213129E-1
1.239525583E1,9.115458369E-2,4.563903844E-1,-9.261404872E-3
1.240527883E1,2.717223041E-1,5.158407801E-1,1.471150687E-1
1.241530183E1,4.579594848E-1,4.943540168E-1,2.799354494E-1
1.242532483E1,4.952071986E-1,4.714264995E-1,2.508832660E-1
1.243534783E1,4.917075670E-1,4.570698309E-1,1.209514099E-1
1.244537183E1,5.232975150E-1,4.328383845E-1,-8.866454691E-2
1.245539483E1,5.817485484E-1,4.236138171E-1,-3.472556126E-1
1.246541783E1,7.381653678E-1,3.738832480E-1,-5.422941685E-1
1.247544083E1,9.431579313E-1,3.495956683E-1,-6.642974925E-1
1.248546483E1,1.023790012E0,2.849570382E-1,-6.999644847E-1
1.249548783E1,9.556293114E-1,1.063631916E-1,-5.103883977E-1
1.250551083E1,7.061876763E-1,-1.719695359E-1,-1.691111246E-1
1.251553383E1,4.126175433E-1,-4.754072839E-1,-1.285978138E-1
1.252555683E1,1.897984274E-1,-8.199065191E-1,-2.551708831E-1
1.253558083E1,-2.156438515E-1,-1.192294049E0,-5.518455952E-1
1.254560383E1,-5.688139227E-1,-1.495589710E0,-1.199151956E0
1.255562683E1,-7.863129495E-1,-1.711865938E0,-1.694705822E0
1.256564983E1,-1.121357968E0,-1.920457170E0,-1.849307665E0
1.257567383E1,-1.569415193E0,-1.993638582E0,-1.771290606E0
1.258569683E1,-1.849072169E0,-1.981202139E0,-1.417939563E0
1.259571983E1,-1.684626245E0,-1.900462031E0,-8.260158361E-1
1.260574283E1,-1.336661219E0,-1.719863759E0,-1.338000816E-1
1.261576683E1,-9.786417595E-1,-1.459388428E0,3.578074980E-1
1.262578983E1,-6.611518367E-1,-1.136774737E0,5.036942129E-1
1.263581283E1,-5.084517999E-1,-7.730481023E-1,3.508322082E-1
1.264583583E1,-4.720040582E-1,-4.919917417E-1,1.135475193E-1
1.265585883E1,-4.318506436E-1,-3.796427554E-1,-7.961875811E-2
1.266588283E1,-4.760902387E-1,-4.071240842E-1,-2.638076591E-1
1.267590583E1,-4.961122745E-1,-3.841445267E-1,-2.888238019E-1
1.268592883E1,-2.298562400E-1,-2.470325822E-1,-2.297729172E-1
1.269595183E1,2.765578052E-1,-2.374378860E-2,-4.406175202E-1
1.270597583E1,5.532009798E-1,2.963672948E-1,-6.153808558E-1
1.271599883E1,6.464038432E-1,5.367089081E-1,-6.052026075E-1
1.272602183E1,6.807245140E-1,6.206240541E-1,-4.198185356E-1
1.273604483E1,6.522066200E-1,5.013075256E-1,-2.034594235E-1
1.274606783E1,6.062621230E-1,3.378603065E-1,-1.848962680E-1
1.275609183E1,5.118275437E-1,2.249242598E-1,-4.159545493E-1
1.276611483E1,4.323375705E-1,1.118969965E-1,-5.835877901E-1
1.277613783E1,3.305170807E-1,-6.944211781E-2,-8.303864837E-1
1.278616083E1,3.382944623E-1,-2.194997978E-1,-1.024592250E0
1.279618483E1,3.428585064E-1,-3.376170623E-1,-1.189469844E0
1.280620783E1,4.355431603E-1,-3.709514540E-1,-1.436670388E0
1.281623083E1,5.081008208E-1,-3.176067209E-1,-1.707880476E0
1.282625383E1,3.952077511E-1,-2.713575840E-1,-1.897546610E0
1.283627783E1,1.792613062E-1,-3.049890143E-1,-1.849439958E0
1.284630083E1,1.870734787E-1,-4.755482018E-1,-1.799810985E0
1.285632383E1,4.161928234E-1,-6.264092892E-1,-1.612240054E0
1.286634683E1,5.620285213E-1,-5.579436564E-1,-1.490271667E0
1.287636983E1,6.658049047E-1,-2.712312841E-1,-1.375540525E0
1.288639383E1,6.887315449E-1,3.743679821E-2,-9.978809993E-1
1.289641683E1,8.513146918E-1,3.102480000E-1,-6.097512297E-1
1.290643983E1,9.958866602E-1,4.855522031E-1,-3.001007420E-1
1.291646283E1,9.614218555E-1,5.397219783E-1,2.468804084E-2
1.292648683E1,9.892015386E-1,4.809516138E-1,2.700312893E-1
1.293650983E1,1.017341556E0,4.654348576E-1,4.031001766E-1
1.294653283E1,1.000952395E0,4.664019871E-1,4.748465359E-1
1.295655583E1,1.111242577E0,5.541289330E-1,4.946254738E-1
1.296657983E1,1.029801973E0,6.890347230E-1,5.096539143E-1
1.297660283E1,1.017309689E0,8.387298757E-1,5.281720463E-1
1.298662583E1,9.461461508E-1,8.619672954E-1,5.682213074E-1
1.299664883E1,8.070759737E-1,8.117256796E-1,6.197580814E-1
1.300667183E1,6.604114330E-1,7.164394534E-1,6.922764194E-1
1.301669583E1,4.900054425E-1,5.613034666E-1,9.060108626E-1
1.302671883E1,5.116917421E-1,4.234442478E-1,9.336323784E-1
1.303674183E1,5.468590897E-1,4.190605903E-1,5.445874465E-1
1.304676483E1,5.095050296E-1,5.199010867E-1,2.196494865E-1
1.305678883E1,4.599425679E-1,5.966469616E-1,1.811712992E-1
1.306681183E1,3.853993392E-1,6.640992719E-1,2.120761728E-1
1.307683483E1,2.665540963E-1,7.312966436E-1,3.114917028E-1
1.308685783E1,2.085016237E-1,7.473180145E-1,4.673351661E-1
1.309688183E1,1.309255904E-1,7.625184363E-1,5.653042046E-1
1.310690483E1,1.020388833E-1,7.689579749E-1,5.637510379E-1
1.311692783E1,8.376428783E-2,7.011203331E-1,3.850507721E-1
1.312695083E1,2.637196586E-1,7.033329195E-1,4.386639655E-2
1.313697383E1,3.878219868E-1,8.995719087E-1,-2.020306929E-1
1.314699783E1,3.018309331E-1,1.099073060E0,-2.124042016E-1
1.315702083E1,4.028933313E-1,1.229389955E0,1.642669988E-1
1.316704383E1,4.454479051E-1,1.407838790E0,5.455300907E-1
1.317706683E1,2.602933364E-1,1.404641533E0,7.538177063E-1
1.318709083E1,3.040028813E-1,1.493870044E0,9.547749601E-1
1.319711383E1,5.428847373E-3,1.280541397E0,1.378240185E0
1.320713683E1,-1.197518536E-1,1.002314504E0,1.727837023E0
1.321715983E1,2.885533682E-1,6.590314901E-1,1.766954164E0
1.322718383E1,-1.656922576E-1,6.930371422E-1,1.385545696E0
1.323720683E1,-4.183217946E-1,8.146299917E-1,7.271398580E-1
1.324722983E1,-1.921283966E-1,7.895208782E-1,5.726739987E-1
1.325725283E1,-1.456765075E-1,7.834783655E-1,6.572141755E-1
1.326727583E1,-5.691401973E-2,7.374221867E-1,6.182401443E-1
1.327729983E1,-9.942386225E-2,6.808936447E-1,7.274778271E-1
1.328732283E1,-1.741366602E-1,6.386393255E-1,8.277072895E-1
1.329734583E1,-3.760636747E-2,4.919964194E-1,7.722137046E-1
1.330736883E1,-2.113417625E-2,4.530586410E-1,9.722013438E-1
1.331739283E1,-1.681488191E-1,5.126867920E-1,1.105340105E0
1.332741583E1,-3.369463867E-1,5.389799666E-1,9.523857147E-1
1.333743883E1,-2.765645295E-1,4.905895793E-1,1.008650547E0
1.334746183E1,-5.836105943E-2,4.751207703E-1,1.230645937E0
1.335748583E1,-3.894771874E-2,6.242271084E-1,7.382811427E-1
1.336750883E1,-1.775448561E-2,4.916210282E-1,3.287842584E-1
1.337753183E1,2.054623872E-2,3.941046739E-1,3.399080014E-1
1.338755483E1,-1.653808933E-1,4.033941454E-1,7.160968065E-2
1.339757758E1,-1.777223191E-1,3.201151764E-1,-8.434023857E-2
1.340760158E1,5.426157653E-2,3.755777711E-1,-3.551361244E-2
1.341762458E1,3.910071114E-1,6.091027004E-1,9.924252547E-2
1.342764758E1,-1.361699581E-1,6.279032528E-1,5.445255025E-1
1.343767058E1,3.384593537E-1,4.895709944E-1,7.987450071E-1
1.344769458E1,2.047481498E-1,3.357289964E-1,9.563192097E-1
1.345771758E1,-1.811552194E-1,1.843931150E-1,6.377078640E-1
1.346774058E1,-3.499611193E-1,-3.810747385E-2,3.714782882E-1
1.347776358E1,-2.859750384E-1,-4.704353964E-1,2.505285593E-1
1.348778758E1,-3.660003242E-1,-6.826887399E-1,-3.160412751E-2
1.349781058E1,-4.663645649E-1,-5.896987152E-1,-1.803806826E-1
1.350783358E1,-3.205975717E-1,-4.815135312E-1,-2.069820055E-1
1.351785658E1,-7.250313520E-2,-2.760610843E-1,-5.610527672E-2
1.352787958E1,1.018412474E-1,-6.089056492E-2,2.288050568E-1
1.353790358E1,1.878865340E-1,1.592851710E-1,2.703284740E-1
1.354792658E1,3.381678700E-1,3.234650463E-1,1.153972129E-1
1.355794958E1,3.166764289E-1,3.323732793E-1,4.709464431E-2
1.356797258E1,7.318141222E-2,1.399770802E-1,1.174273662E-1
1.357799658E1,-1.595073652E-1,-6.170917511E-2,2.173059225E-1
1.358801958E1,-9.287278801E-2,-2.052173889E-1,2.326362256E-1
1.359804258E1,-9.114873648E-2,-3.358465254E-1,1.869868668E-1
1.360806558E1,-1.601464659E-1,-2.714955783E-1,1.041669774E-1
1.361808858E1,-6.063153327E-2,-2.638368952E-1,4.876343966E-2
1.362811258E1,-5.262494087E-5,-2.361222625E-1,-8.701248921E-2
1.363813558E1,2.363560049E-1,-9.718130887E-2,-4.529392116E-1
1.364815858E1,2.025478426E-1,2.337646651E-1,-5.552352262E-1
1.365818158E1,9.973683447E-1,1.356137710E0,-9.606601095E-1
1.366820558E1,1.008319595E0,1.922591988E0,-1.063220272E0
1.367822858E1,7.894102196E-1,1.459904153E0,-3.720021256E-1
1.368825158E1,3.543786907E-1,1.123052491E0,4.367846704E-1
1.369827458E1,-3.765899241E-1,-2.449913192E-1,7.352265573E-1
1.370829858E1,-8.964220136E-2,-4.261784059E-1,1.050233679E0
1.371832158E1,-4.287744235E-1,-3.857063180E-1,7.839082090E-1
1.372834458E1,-1.625286216E-1,2.404889631E-1,2.680387775E-1
1.373836758E1,1.005224079E-2,4.455239189E-1,-1.600265249E-1
1.374839158E1,-1.260051584E-1,2.828824461E-1,-3.488121414E-1
1.375841458E1,3.807706833E-3,2.028592068E-1,-3.945233345E-1
1.376843758E1,-8.617845699E-2,2.094712383E-1,-3.583991631E-1
1.377846058E1,1.902315599E-1,1.908197898E-1,-4.677632920E-1
1.378848358E1,2.110537872E-1,2.270678490E-1,-6.970629501E-1
1.379850758E1,4.214468390E-2,1.269576699E-1,-7.760610994E-1
1.380853058E1,-3.881410986E-2,-9.288886786E-3,-5.981502807E-1
1.381855358E1,4.309456408E-2,-1.914261460E-2,-3.495476481E-1
1.382857658E1,-9.229508311E-2,3.758707166E-2,-2.901388407E-2
1.383860058E1,-4.920373499E-2,1.127313942E-1,1.274237660E-1
1.384862358E1,2.826435873E-1,4.329126441E-1,6.968477726E-2
1.385864658E1,5.386931607E-1,4.493620312E-1,-3.461770937E-2
1.386866958E1,5.471090582E-1,3.350577360E-1,-1.833452209E-1
1.387869358E1,3.472143897E-1,1.772185814E-1,-3.718033203E-1
1.388871658E1,2.914027163E-1,1.594371986E-1,-4.688344288E-1
1.389873958E1,6.019319674E-1,-1.241322953E-1,-5.601235715E-1
1.390876258E1,5.618311778E-1,-4.462893194E-1,-6.845427458E-1
1.391878558E1,2.813960838E-1,-6.870642114E-1,-8.540442451E-1
1.392880958E1,-3.776336521E-2,-5.664273816E-1,-1.090327891E0
1.393883258E1,-1.944880405E-1,-5.149917644E-1,-1.304085650E0
1.394885558E1,-1.800778699E-1,-5.451300681E-1,-1.168243282E0
1.395887858E1,-4.389212430E-2,-6.252462780E-1,-5.292361665E-1
1.396890258E1,-2.188753152E-1,-6.928172868E-1,1.091745329E-1
1.397892558E1,-2.248593557E-1,-6.604242969E-1,6.730589604E-1
1.398894858E1,-1.632101145E-1,-4.401754707E-1,1.078918804E0
1.399897158E1,-3.184022346E-1,-1.053913844E-1,1.365003258E0
1.400899558E1,-3.456286249E-1,1.345426780E-1,1.293958418E0
1.401901858E1,4.202510834E-2,5.104508168E-1,8.311256448E-1
1.402904158E1,2.139811957E-1,8.841785288E-1,2.865766438E-1
1.403906458E1,2.008954194E-1,1.018603678E0,-2.797132552E-1
1.404908758E1,1.481582120E-1,1.084043961E0,-6.097301797E-1
1.405911158E1,7.819042951E-2,8.754047817E-1,-4.601547853E-1
1.406913458E1,-1.086134925E-1,4.064598405E-1,-1.791154182E-1
1.407915758E1,-3.415501919E-1,-1.252590537E-2,7.538581252E-2
1.408918058E1,-4.866383234E-1,-2.535165596E-1,3.030004859E-1
1.409920458E1,-3.086239359E-1,-3.922014052E-1,3.497899055E-1
1.410922758E1,-3.355854473E-1,-2.924134076E-1,2.838611969E-1
1.411925058E1,-3.015385723E-1,-5.001684880E-1,3.036763144E-1
1.412927358E1,-3.920663345E-1,-5.928439325E-1,1.973728009E-1
1.413929758E1,-3.246245492E-1,-5.797432458E-1,2.053776026E-2
1.414932058E1,-9.003308773E-2,-5.501779693E-1,-1.017883301E-2
1.415934358E1,-6.674538195E-2,-5.342103928E-1,6.760788281E-2
1.416936658E1,-1.126381311E-1,-3.428672773E-1,2.387418882E-1
1.417939058E1,7.235695481E-2,-2.424770164E-1,5.839918327E-1
1.418941358E1,7.805389702E-2,-2.014506125E-1,7.650263071E-1
1.419943658E1,5.189403892E-3,-1.776770031E-1,8.660088909E-1
1.420945958E1,-1.158391893E-2,-1.782903761E-1,9.047654057E-1
1.421948258E1,-4.419033229E-3,-1.494302738E-1,8.651295427E-1
1.422950658E1,8.973751098E-2,6.357911468E-2,7.546684762E-1
1.423952958E1,2.787505111E-1,2.115902692E-1,3.633612565E-1
1.424955258E1,1.603087261E-1,2.112587321E-1,-1.299532715E-1
1.425957558E1,-8.489192337E-2,1.171197295E-1,-4.826268411E-1
1.426959958E1,-1.957732585E-1,-8.066818714E-3,-2.850073242E-1
1.427962258E1,-2.326700664E-1,-4.641168952E-2,4.081707358E-2
1.428964558E1,-1.124062890E-1,1.133646476E-1,2.824329413E-2
1.429966858E1,-1.880356380E-1,2.864925170E-1,-2.532776278E-2
1.430969258E1,-4.074866116E-1,2.800108784E-1,9.926269837E-3
1.431971558E1,-4.430265731E-1,2.647245026E-1,-7.563958168E-2
1.432973858E1,-4.092106631E-1,3.846567428E-1,-1.832306520E-1
1.433976158E1,-3.159773943E-1,3.479175174E-1,-3.624887788E-1
1.434978458E1,-2.909565738E-1,3.313751596E-1,-5.391307883E-1
1.435980858E1,-5.265786070E-1,1.557949680E-1,-4.125655031E-1
1.436983158E1,-5.226960558E-1,-9.411912203E-2,-2.497440092E-1
1.437985458E1,-6.576152945E-1,-1.713152325E-1,-3.112228771E-1
1.438987804E1,-9.453597003E-1,-2.473781526E-2,-4.429171570E-1
1.439990204E1,-6.224975020E-1,-4.940312505E-3,-6.540321207E-1
1.440992504E1,-5.813715492E-1,-2.793951666E-1,-7.795905519E-1
1.441994804E1,-1.021335351E0,-3.244052786E-1,-8.972037864E-1
1.442997104E1,-6.561941287E-1,-1.384971499E-1,-9.126545421E-1
1.443999504E1,-5.359426305E-1,-1.428322756E-1,-6.944025401E-1
1.445001804E1,-5.244731708E-1,-7.551386654E-2,-3.472941677E-1
1.446004104E1,-4.499621017E-1,1.661644202E-1,-3.714478461E-1
1.447006404E1,-4.595208375E-1,1.268956894E-1,-2.753535346E-1
1.448008704E1,-2.306573085E-1,3.925756270E-1,-2.207487265E-1
1.449011104E1,4.367139190E-3,7.476571530E-1,-1.652118723E-1
1.450013404E1,5.410475421E-1,1.098252110E0,-1.902543640E-1
1.451015704E1,6.221098316E-1,1.218174995E0,1.861051798E-2
1.452018004E1,3.429269189E-1,8.319289792E-1,2.141870177E-1
1.453020404E1,1.849719894E-1,3.525526053E-1,2.257867972E-1
1.454022704E1,1.961350550E-1,6.924448192E-2,1.084307853E-1
1.455025004E1,2.932594997E-1,4.064984322E-2,1.823633272E-2
1.456027304E1,4.652641189E-1,1.179675758E-1,1.753439641E-1
1.457029704E1,5.868215927E-1,2.090718734E-1,5.227539432E-1
1.458032004E1,7.233055463E-1,2.716253865E-1,7.818335438E-1
1.459034304E1,7.352841523E-1,7.699145794E-2,8.543998289E-1
1.460036604E1,2.565116496E-1,1.719490707E-2,1.010304140E0
1.461039004E1,2.105053183E-1,6.884453237E-2,1.009580255E0
1.462041304E1,3.053506646E-1,1.224921513E-1,1.043275419E0
1.463043604E1,2.243132257E-1,7.608221591E-2,1.097171545E0
1.464045904E1,1.036511068E-1,-1.708264053E-2,7.885882473E-1
1.465048204E1,-7.594188273E-2,-1.489753604E-2,3.408248448E-1
1.466050604E1,-3.535638812E-1,-8.882388353E-2,1.689447713E-1
1.467052904E1,-4.740188625E-1,-2.029814136E-1,6.027649764E-2
1.468055204E1,-3.434923446E-1,-1.443852961E-1,1.156637728E-1
1.469057504E1,6.047351226E-2,-6.208632052E-2,3.875644170E-3
1.470059904E1,4.402968004E-1,-1.314839995E-1,-3.067436906E-1
1.471062204E1,8.071689445E-1,-1.291030133E-1,-7.393756684E-1
1.472064504E1,1.135111350E0,-8.824793279E-2,-1.237563193E0
1.473066804E1,1.269319713E0,-1.790242016E-1,-1.542336445E0
1.474069204E1,1.062275070E0,-2.148038989E-1,-1.642150755E0
1.475071504E1,-6.489488438E-1,1.555195642E-1,-1.007344279E0
1.476073804E1,-5.685968156E0,1.320626400E0,1.799332098E0
1.477076104E1,-2.087238472E0,5.700327748E-1,9.671120004E-1
1.478078404E1,-1.010305748E0,6.012510592E-1,3.375130550E-1
1.479080804E1,-4.748289943E-1,1.038175478E0,2.531493545E-1
1.480083104E1,-3.934125097E-1,9.273537844E-1,-1.674688610E-1
1.481085404E1,-6.686960605E-1,5.921598083E-1,3.124823673E-1
1.482087704E1,-6.321620724E-1,8.932867366E-1,-4.680813074E-2
1.483090104E1,-8.080926584E-1,1.150696957E0,-5.716260680E-1
1.484092404E1,-7.534846343E-1,1.174848881E0,-7.649268313E-1
1.485094704E1,-7.446019828E-1,1.119775127E0,-7.129989517E-1
1.486097004E1,-8.644051458E-1,1.148947470E0,-5.815862151E-1
1.487099404E1,-8.226228431E-1,1.312208748E0,-4.591853535E-1
1.488101704E1,-6.937966955E-1,1.378096928E0,-3.326141846E-1
1.489104004E1,-4.798175463E-1,1.514863887E0,-1.734823203E-1
1.490106304E1,-2.633444135E-1,1.609999255E0,6.657986920E-2
1.491108704E1,-8.114955917E-2,1.595593470E0,3.714736469E-1
1.492111004E1,1.213266550E-1,1.648703730E0,7.243612611E-1
1.493113304E1,3.239505114E-1,1.702440226E0,1.047490093E0
1.494115604E1,3.293325810E-1,1.742187259E0,1.189761035E0
1.495117904E1,2.899303874E-1,1.771729732E0,1.328585629E0
1.496120304E1,2.892054789E-1,1.667430607E0,1.501410613E0
1.497122604E1,1.554167993E-1,1.569923608E0,1.516129224E0
1.498124904E1,4.699114859E-3,1.538961432E0,1.344136884E0
1.499127204E1,-1.278446925E-1,1.570215969E0,1.138596729E0
1.500129604E1,-2.015551315E-1,1.593434093E0,9.760710311E-1
1.501131904E1,-1.885444920E-1,1.507511598E0,7.006800377E-1
1.502134204E1,-7.954639882E-2,1.360144222E0,2.590515339E-1
1.503136504E1,8.123142019E-2,1.257392271E0,-5.350136541E-2
1.504138904E1,1.022920677E-1,1.282527112E0,-1.968640566E-2
1.505141204E1,3.278142053E-1,1.229540228E0,4.382172382E-1
1.506143504E1,5.741214404E-1,1.090750718E0,6.861947304E-1
1.507145804E1,7.547757726E-1,1.011218060E0,5.770272873E-1
1.508148204E1,1.046386723E0,9.383026958E-1,4.602238190E-1
1.509150504E1,1.239765254E0,9.685585284E-1,4.189869153E-1
1.510152804E1,1.174760588E0,1.049774015E0,5.719301963E-1
1.511155104E1,1.102069246E0,1.076281198E0,8.502605119E-1
1.512157404E1,1.107162975E0,1.074983701E0,9.884243705E-1
1.513159804E1,1.161657417E0,9.089794940E-1,8.676622642E-1
1.514162104E1,1.075683466E0,6.706434757E-1,5.019586862E-1
1.515164404E1,8.600964788E-1,4.250235808E-1,-3.007924676E-2
1.516166704E1,5.655406879E-1,2.187952083E-1,-5.317049340E-1
1.517169104E1,3.258650725E-1,4.281272829E-2,-8.335545782E-1
1.518171404E1,2.153869394E-1,4.226952195E-3,-9.105157768E-1
1.519173704E1,2.260741513E-1,5.005918264E-2,-7.090475495E-1
1.520176004E1,3.836355631E-1,1.024841487E-2,-2.706683435E-1
1.521178404E1,5.462591654E-1,-4.417220592E-2,-5.137071311E-2
1.522180704E1,6.786746264E-1,-4.094454288E-2,-1.011743724E-1
1.523183004E1,5.881904259E-1,-4.742676616E-3,-2.029024762E-1
1.524185304E1,3.558431259E-1,1.066613996E-1,-1.970581841E-1
1.525187704E1,3.147503561E-1,2.481546628E-1,-5.003579378E-2
1.526190004E1,6.572258699E-1,4.237494725E-1,2.557583821E-1
1.527192304E1,1.044741609E0,4.972963357E-1,6.898815461E-1
1.528194604E1,1.366675854E0,4.607015365E-1,9.668629821E-1
1.529197004E1,1.471606478E0,4.740507299E-1,9.872801435E-1
1.530199304E1,1.219068450E0,4.125076157E-1,8.021054019E-1
1.531201604E1,9.286974746E-1,2.524851108E-1,8.097013736E-1
1.532203904E1,6.155679667E-1,2.468109727E-1,1.005631922E0
1.533206204E1,9.211703539E-2,2.626826549E-1,1.312757801E0
1.534208604E1,-2.739628109E-1,1.911419713E-1,1.561012452E0
1.535210904E1,-3.361184210E-1,1.662544674E-1,1.726322448E0
1.536213204E1,-3.642756879E-1,1.464283133E-1,1.880953966E0
1.537215504E1,-5.763556615E-1,-4.320858479E-2,2.059199903E0
1.538217904E1,-6.189257303E-1,-7.291711807E-2,2.170000547E0
1.539220204E1,-2.455719477E-1,4.010605216E-3,1.832221516E0
1.540222504E1,1.281890935E-1,-1.423282456E-1,1.081819680E0
1.541224804E1,1.585393587E-1,-3.494401324E-1,2.749922132E-1
