"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.835433042E0,-1.918243170E0,5.610420108E-1,3.792259991E-1
3.845456042E0,-1.684292197E0,6.462527514E-1,4.285216630E-1
3.855479042E0,-1.289544225E0,6.543075442E-1,4.485557377E-1
3.865502042E0,-9.147211313E-1,6.017715931E-1,4.517419338E-1
3.875526042E0,-6.113277674E-1,4.900769293E-1,4.012309611E-1
3.885549042E0,-4.057794511E-1,4.320125878E-1,3.247758746E-1
3.895572042E0,-3.194373548E-1,3.838227093E-1,2.949662507E-1
3.905595042E0,-3.077910841E-1,2.964710295E-1,3.094445169E-1
3.915618042E0,-3.403969705E-1,1.986987889E-1,3.721275926E-1
3.925642042E0,-4.239864051E-1,1.304307878E-1,4.704560041E-1
3.935665042E0,-5.572510958E-1,1.557544172E-1,5.698634982E-1
3.945688042E0,-6.825751662E-1,3.002889454E-1,6.367279887E-1
3.955711042E0,-7.675088048E-1,5.599064827E-1,6.608362794E-1
3.965734042E0,-8.466315866E-1,8.318969607E-1,6.457987428E-1
3.975758042E0,-9.170581698E-1,1.055762649E0,6.070753932E-1
3.985781042E0,-9.996332526E-1,1.227434516E0,5.400756001E-1
3.995804042E0,-1.059569478E0,1.339042783E0,4.625079632E-1
4.005827042E0,-1.098351002E0,1.342380166E0,4.115728736E-1
4.015850042E0,-1.123656034E0,1.177546144E0,3.528683782E-1
4.025874042E0,-1.076738596E0,9.745113254E-1,2.820112407E-1
4.035897042E0,-9.423568845E-1,8.493110538E-1,2.228406519E-1
4.045920042E0,-8.072003722E-1,7.835158110E-1,1.577902734E-1
4.055943042E0,-7.080067396E-1,6.686655879E-1,7.766500115E-2
4.065966042E0,-6.647258401E-1,5.315426588E-1,8.589526638E-3
4.075989042E0,-6.554684043E-1,4.086813033E-1,-6.381849200E-2
4.086013042E0,-7.045914531E-1,3.673719466E-1,-1.346822828E-1
4.096036042E0,-7.705889344E-1,3.595280945E-1,-1.981869936E-1
4.106059042E0,-8.177478909E-1,3.334296644E-1,-2.519184053E-1
4.116082042E0,-8.451936245E-1,2.512971759E-1,-2.926958203E-1
4.126105042E0,-8.555386662E-1,1.012101993E-1,-3.256625533E-1
4.136129042E0,-8.820628524E-1,-1.267299652E-1,-3.626442552E-1
4.146152042E0,-9.673348665E-1,-3.866664767E-1,-3.499657214E-1
4.156175042E0,-1.016566753E0,-5.038742423E-1,-2.891634703E-1
4.166198042E0,-9.541671276E-1,-5.033815503E-1,-2.976703942E-1
4.176222042E0,-8.738011122E-1,-3.821195066E-1,-2.550482154E-1
4.186245042E0,-8.312249184E-1,-9.636180103E-2,-1.909275502E-1
4.196268042E0,-7.977468371E-1,1.508336067E-1,-1.596639007E-1
4.206291042E0,-7.499158978E-1,3.115098476E-1,-1.217223704E-1
4.216314042E0,-6.911504269E-1,4.220578671E-1,-9.066155553E-2
4.226337042E0,-6.487358212E-1,4.647667110E-1,-7.011500001E-2
4.236361042E0,-5.408003330E-1,4.413639903E-1,-3.670909256E-2
4.246384042E0,-3.539588749E-1,3.738430142E-1,2.500894014E-3
4.256407042E0,-1.887688190E-1,3.356559277E-1,4.614804685E-2
4.266430042E0,-9.870471805E-2,3.618728817E-1,3.580832481E-2
4.276453042E0,-8.325725794E-2,3.706584871E-1,-8.486349136E-3
4.286477042E0,-8.717077225E-2,3.698243797E-1,-4.562732577E-2
4.296500042E0,-8.658780158E-2,3.440978527E-1,-5.350254104E-2
4.306523042E0,-8.702375740E-2,2.404582500E-1,-3.407824039E-2
4.316546042E0,-8.916024119E-2,7.735381275E-2,5.082787015E-3
4.326569042E0,-8.991018683E-2,-9.055076540E-2,2.070062980E-2
4.336593042E0,-9.297607094E-2,-2.163692266E-1,6.290635560E-3
4.346616042E0,-7.400530577E-2,-2.984462380E-1,-6.934355944E-3
4.356639042E0,-6.505468488E-2,-2.883369625E-1,-2.510709129E-2
4.366662042E0,-8.564811200E-2,-1.545037776E-1,-5.340637267E-2
4.376685042E0,-1.538497955E-1,-2.476002835E-2,-6.442198157E-2
4.386708833E0,-2.205494642E-1,8.609458804E-2,-4.663420096E-2
4.396731833E0,-2.299762666E-1,1.741570681E-1,-2.180688083E-2
4.406754833E0,-1.836242080E-1,2.257914990E-1,1.259956323E-2
4.416777833E0,-1.184256226E-1,2.300200015E-1,5.512114242E-2
4.426800833E0,-8.303914219E-2,1.847659647E-1,9.133853763E-2
4.436824833E0,-1.093425900E-1,1.053274125E-1,1.172307432E-1
4.446847833E0,-1.480180919E-1,3.412566707E-2,1.179641783E-1
4.456870833E0,-1.705670059E-1,1.366524864E-2,1.129109636E-1
4.466893833E0,-2.132697105E-1,6.834340841E-2,1.244552359E-1
4.476916833E0,-3.065834641E-1,1.569475681E-1,1.530940384E-1
4.486940833E0,-3.951370418E-1,2.887013257E-1,1.774614304E-1
4.496963833E0,-4.528964460E-1,3.788513243E-1,2.176100016E-1
4.506986833E0,-5.029896498E-1,4.302386045E-1,2.576543391E-1
4.517009833E0,-5.630390644E-1,4.701568782E-1,2.808287442E-1
4.527032833E0,-6.290037036E-1,4.767623246E-1,2.910576761E-1
4.537056833E0,-6.282739639E-1,4.748839140E-1,3.079560995E-1
4.547079833E0,-5.822782516E-1,4.014664292E-1,3.157402575E-1
4.557102833E0,-5.630420446E-1,2.656769753E-1,3.126540184E-1
4.567125833E0,-5.814309120E-1,1.088764295E-1,3.171012402E-1
4.577148833E0,-6.126000881E-1,-1.111869141E-2,3.288923204E-1
4.587172833E0,-6.301159263E-1,-6.165137514E-2,3.513699472E-1
4.597195833E0,-6.361436248E-1,-8.455733955E-2,3.479500115E-1
4.607218833E0,-6.531116962E-1,-1.924864016E-2,3.328458965E-1
4.617241833E0,-7.078571916E-1,9.196200967E-2,3.238490224E-1
4.627264833E0,-7.529839277E-1,1.811853498E-1,3.210231364E-1
4.637288833E0,-7.626962662E-1,3.175680935E-1,3.357517421E-1
4.647311833E0,-7.733462453E-1,4.469021261E-1,3.454424441E-1
4.657334833E0,-7.817862630E-1,5.150911808E-1,3.474349976E-1
4.667357833E0,-7.808110118E-1,4.894484282E-1,3.501604795E-1
4.677380833E0,-6.929563880E-1,3.568779230E-1,3.205490112E-1
4.687404833E0,-5.632420778E-1,1.953082234E-1,2.764891386E-1
4.697427833E0,-4.618401825E-1,5.684293061E-2,2.062682807E-1
4.707450833E0,-4.041808844E-1,-1.837831549E-2,1.301689893E-1
4.717473833E0,-3.465164304E-1,-4.833018035E-2,3.743371367E-2
4.727496833E0,-3.082492054E-1,-7.016463578E-2,-3.963470832E-2
4.737520833E0,-2.577702105E-1,-1.113127917E-1,-9.394510835E-2
4.747543833E0,-2.037173510E-1,-1.747399569E-1,-1.224374697E-1
4.757566833E0,-1.577384919E-1,-2.934399545E-1,-1.285910755E-1
4.767589833E0,-1.034129187E-1,-4.136795402E-1,-1.150222793E-1
4.777612833E0,-2.802682854E-2,-4.727456570E-1,-8.292694390E-2
4.787636833E0,8.940338157E-4,-4.132170975E-1,-5.845116079E-2
4.797659833E0,-5.688091367E-2,-2.484609038E-1,-4.319554567E-2
4.807682833E0,-1.929308772E-1,-9.337864816E-2,-5.608764291E-2
4.817705833E0,-3.429623842E-1,1.060947869E-2,-6.978036463E-2
4.827728833E0,-4.496486187E-1,5.461076275E-2,-6.599974632E-2
4.837752833E0,-5.041360855E-1,4.972299561E-2,-3.542837873E-2
4.847775833E0,-5.060802102E-1,-1.401150692E-2,3.224920109E-2
4.857798833E0,-4.853528440E-1,-1.245001704E-1,1.191131845E-1
4.867821833E0,-4.518489242E-1,-3.048249483E-1,1.638838500E-1
4.877844833E0,-4.097941518E-1,-4.542594552E-1,1.861397028E-1
4.887868833E0,-3.564076424E-1,-5.223623514E-1,1.862939000E-1
4.897891833E0,-2.739388049E-1,-5.343937278E-1,1.781489849E-1
4.907914833E0,-1.656775624E-1,-5.032174587E-1,1.775375307E-1
4.917937833E0,-5.540259555E-2,-4.584089518E-1,1.903926879E-1
4.927960833E0,2.823077887E-2,-4.143469334E-1,2.040677518E-1
4.937984833E0,4.669354483E-2,-3.804897964E-1,2.027925402E-1
4.948007833E0,-3.381115198E-2,-3.443078101E-1,1.734863222E-1
4.958030833E0,-1.520924568E-1,-2.939720154E-1,1.470519602E-1
4.968053833E0,-2.382542342E-1,-2.570720613E-1,1.256060451E-1
4.978076833E0,-2.859540880E-1,-1.777355820E-1,1.226039678E-1
4.988100833E0,-3.034510612E-1,-7.836797833E-2,1.115204245E-1
4.998123833E0,-3.050791919E-1,-1.617023349E-2,1.056562364E-1
5.008146833E0,-2.338500321E-1,-2.764946781E-3,9.496045113E-2
5.018169833E0,-1.381013393E-1,-1.560527924E-2,8.450443298E-2
5.028192833E0,-5.460591614E-2,-6.375709176E-2,5.843155459E-2
5.038216833E0,-7.940931246E-3,-9.410104156E-2,2.617464215E-2
5.048239833E0,9.743789211E-3,-1.242767870E-1,-1.191468723E-2
5.058262833E0,1.447010599E-2,-1.399964541E-1,-4.058339819E-2
5.068285833E0,9.304638952E-3,-1.321872771E-1,-7.462286204E-2
5.078308833E0,1.417875756E-3,-1.437040865E-1,-1.011938974E-1
5.088332833E0,2.204805240E-2,-1.468740702E-1,-1.222757474E-1
5.098355833E0,7.307709008E-2,-1.165698096E-1,-1.352885067E-1
5.108378833E0,1.145465001E-1,-5.998695642E-2,-1.534233093E-1
5.118401833E0,1.193955243E-1,-1.713906601E-2,-1.644097567E-1
5.128424833E0,9.574691951E-2,-1.365165692E-2,-1.573148370E-1
5.138448833E0,8.149360865E-2,-5.505537242E-2,-1.288527697E-1
5.148471833E0,8.926817775E-2,-1.369547695E-1,-7.924605161E-2
5.158494833E0,1.024858505E-1,-1.992857605E-1,-4.105514288E-2
5.168517833E0,5.868057907E-2,-1.916065365E-1,-2.318719774E-2
5.178540833E0,-3.299388289E-2,-1.795884520E-1,-2.504878119E-2
5.188564833E0,-1.351202577E-1,-1.641066968E-1,-3.615362942E-2
5.198587833E0,-2.502281964E-1,-1.393170655E-1,-2.581153065E-2
5.208610833E0,-3.065154254E-1,-5.391775444E-2,-2.015121048E-3
5.218633833E0,-3.100219667E-1,1.401077956E-2,1.989464089E-2
5.228656833E0,-2.375163287E-1,-4.219816625E-2,3.013689257E-2
5.238680833E0,-3.908267617E-2,-1.985112950E-2,4.098534212E-2
5.248703833E0,2.277090698E-1,1.091502607E-1,4.618356749E-2
5.258726833E0,5.046555400E-1,3.146984279E-1,4.593023658E-2
5.268749833E0,6.842221022E-1,5.232434273E-1,4.094373062E-2
5.278772833E0,7.321342826E-1,6.558016539E-1,2.521163039E-2
5.288796833E0,5.836020708E-1,7.344163060E-1,2.971610054E-2
5.298819833E0,3.404333591E-1,7.765821815E-1,2.739813551E-2
5.308842833E0,7.186261564E-2,7.399389744E-1,2.741331421E-2
5.318865833E0,-1.102690324E-1,5.586507916E-1,7.865665853E-2
5.328888833E0,-1.352308393E-1,3.578366935E-1,1.565490663E-1
5.338912833E0,-9.535766393E-2,2.215923220E-1,2.444443405E-1
5.348935833E0,-4.868336767E-2,1.272708774E-1,3.081535399E-1
5.358958833E0,3.064554557E-2,4.624357820E-2,3.233806491E-1
5.368981833E0,1.248111948E-1,4.325976968E-2,3.517537117E-1
5.379004833E0,1.688050777E-1,1.093361676E-1,3.474076688E-1
5.389028333E0,1.718954146E-1,1.943341494E-1,3.248155415E-1
5.399051333E0,1.134128645E-1,2.385712713E-1,3.020749390E-1
5.409074333E0,8.298251778E-2,2.854972184E-1,3.010336459E-1
5.419097333E0,8.208342642E-2,3.691402078E-1,3.100816607E-1
5.429120333E0,6.698304415E-2,4.153245091E-1,3.320301175E-1
5.439144333E0,3.963930905E-2,4.002445340E-1,3.602379858E-1
5.449167333E0,8.007877506E-3,3.563143611E-1,3.822959065E-1
5.459190333E0,-1.794748474E-3,2.886244953E-1,4.017854929E-1
5.469213333E0,-3.961190209E-2,2.102210373E-1,4.215501249E-1
5.479236333E0,-7.763577998E-2,1.817902178E-1,4.200155139E-1
5.489260333E0,-1.024114341E-1,2.129702419E-1,4.155472517E-1
5.499283333E0,-9.607677162E-2,2.764937282E-1,4.081164598E-1
5.509306333E0,-1.107902080E-1,3.673551977E-1,4.136462510E-1
5.519329333E0,-1.421191096E-1,4.051300883E-1,4.015627503E-1
5.529352333E0,-1.526029110E-1,4.325153828E-1,3.656111360E-1
5.539376333E0,-1.526899934E-1,4.359988868E-1,3.204554319E-1
5.549399333E0,-1.942355633E-1,4.020968378E-1,2.742647529E-1
5.559422333E0,-2.068282515E-1,3.280990422E-1,2.095495760E-1
5.569445333E0,-1.746977419E-1,1.709435135E-1,1.681185216E-1
5.579468333E0,-9.445139021E-2,1.383137051E-2,1.062897295E-1
5.589492333E0,-1.351273153E-3,-1.310555041E-1,6.925155222E-2
5.599515333E0,8.786482364E-2,-2.185067981E-1,2.719860151E-2
5.609538333E0,1.350488514E-1,-2.498410195E-1,-9.139166214E-3
5.619561333E0,1.211864352E-1,-2.329876423E-1,-4.624927416E-2
5.629584333E0,6.254015863E-2,-1.882779747E-1,-8.640335500E-2
5.639608333E0,-2.627318259E-3,-1.592645645E-1,-1.446974128E-1
5.649631333E0,-3.865829110E-2,-1.527203918E-1,-1.591940671E-1
5.659654333E0,-3.836987913E-2,-2.014767677E-1,-1.821580231E-1
5.669677333E0,-3.630087152E-2,-2.779427767E-1,-1.805193871E-1
5.679700333E0,-4.261615127E-2,-3.228802085E-1,-1.614093333E-1
5.689724333E0,-2.996693552E-2,-3.429705501E-1,-1.490456164E-1
5.699747333E0,-3.090043738E-2,-3.483284414E-1,-1.257896274E-1
5.709770333E0,-7.232617587E-2,-3.437917531E-1,-1.008091643E-1
5.719793333E0,-1.487639546E-1,-3.235850632E-1,-7.201678306E-2
5.729816333E0,-1.952158809E-1,-3.204217851E-1,-7.711353898E-2
5.739840333E0,-2.299516201E-1,-2.941021323E-1,-6.265461445E-2
5.749863333E0,-2.780142128E-1,-2.289082259E-1,-4.722212628E-2
5.759886333E0,-3.468001485E-1,-1.371215731E-1,-2.558417246E-2
5.769909333E0,-3.961897790E-1,-6.026221067E-2,2.019716427E-2
5.779932333E0,-3.543661833E-1,-4.754442722E-2,1.689109392E-2
5.789956333E0,-2.570654750E-1,-5.289045721E-2,-5.566051695E-4
5.799979333E0,-1.335568428E-1,-3.145136684E-2,-2.444320172E-2
5.810002333E0,-3.332930803E-2,-1.282068994E-2,-3.138713166E-2
5.820025333E0,4.206737503E-2,-1.605230384E-3,-5.933619291E-2
5.830048333E0,8.320895582E-2,-1.073492318E-1,-8.479335159E-2
5.840072333E0,9.409742057E-2,-1.011836007E-1,-1.138315648E-1
5.850095333E0,1.346333921E-1,-1.036419645E-1,-1.300171912E-1
5.860118333E0,2.109218240E-1,-3.107102774E-2,-1.350051314E-1
5.870141333E0,2.762233615E-1,3.339131922E-2,-1.345950067E-1
5.880164333E0,3.500211239E-1,6.466466188E-2,-1.374655217E-1
5.890188333E0,3.938117623E-1,1.312362254E-1,-1.215869710E-1
5.900211333E0,3.730747998E-1,1.665491760E-1,-1.230990365E-1
5.910234333E0,2.868144810E-1,1.563905478E-1,-1.330483407E-1
5.920257333E0,2.058143616E-1,1.048633084E-1,-1.227616742E-1
5.930280333E0,1.318221688E-1,6.681578606E-2,-9.671116620E-2
5.940304333E0,5.045360699E-2,3.095880523E-2,-8.085476607E-2
5.950327333E0,-1.154238544E-2,3.076492622E-2,-7.390125096E-2
5.960350333E0,-8.135721833E-2,7.492209226E-2,-6.789287925E-2
5.970373333E0,-1.108573154E-1,1.117448211E-1,-4.646961764E-2
5.980397333E0,-1.472784579E-1,1.424911469E-1,-2.800594270E-2
5.990420333E0,-1.721102893E-1,1.643306613E-1,-8.799756877E-3
6.000443333E0,-1.791674793E-1,1.775205582E-1,3.567515407E-3
6.010466333E0,-1.524120271E-1,1.708549261E-1,1.971586049E-2
6.020489333E0,-1.255150288E-1,1.367025971E-1,2.840580046E-2
6.030513333E0,-9.697073698E-2,5.465354025E-2,2.866519243E-2
6.040536333E0,-8.012457937E-2,-1.845232397E-2,2.293776348E-2
6.050559333E0,-7.559001446E-2,-6.237211451E-2,2.597243525E-2
6.060582333E0,-6.734073162E-2,-4.054751247E-2,1.397721656E-2
6.070605333E0,-9.057974070E-2,2.623924054E-2,6.813046522E-3
6.080629333E0,-1.408360600E-1,9.076192975E-2,1.222556457E-4
6.090652333E0,-1.742957532E-1,1.374761611E-1,-5.124438088E-3
6.100675333E0,-2.035366595E-1,1.591622680E-1,-5.450299010E-3
6.110698333E0,-2.214908898E-1,1.439484209E-1,-6.418358535E-3
6.120721333E0,-2.273009866E-1,9.665070474E-2,-5.302641541E-3
6.130745333E0,-2.247693837E-1,4.555156827E-2,-1.637633145E-2
6.140768333E0,-2.384420484E-1,-1.349189971E-2,-2.791818418E-2
6.150791333E0,-2.447795570E-1,-3.183814883E-2,-5.492370203E-2
6.160814333E0,-2.540971041E-1,-7.376062870E-2,-8.552537113E-2
6.170837333E0,-2.523410320E-1,-1.159086078E-1,-9.447678924E-2
6.180861333E0,-2.116126418E-1,-1.213276833E-1,-1.011305153E-1
6.190884333E0,-1.460746378E-1,-8.065722138E-2,-1.003251746E-1
6.200907333E0,-7.261859626E-2,-7.772962097E-3,-1.019035354E-1
6.210930333E0,-1.008410752E-2,3.710556403E-2,-9.961427748E-2
6.220953333E0,3.111059777E-2,4.660810530E-2,-9.784177691E-2
6.230977333E0,5.723594129E-2,2.296083234E-2,-8.446711302E-2
6.241000333E0,6.564547122E-2,-2.942333743E-2,-6.216508150E-2
6.251023333E0,7.726778090E-2,-4.369335249E-2,-3.192915767E-2
6.261046333E0,9.952002019E-2,-8.800558746E-3,7.132312283E-3
6.271069333E0,1.261830479E-1,8.515895903E-2,3.735146672E-2
6.281093333E0,1.235271469E-1,1.750905961E-1,4.601505771E-2
6.291116333E0,1.315821558E-1,2.024689466E-1,5.803070590E-2
6.301139333E0,1.808102727E-1,2.340195924E-1,6.246542931E-2
6.311162333E0,2.082344443E-1,2.864678800E-1,7.955759019E-2
6.321185333E0,2.026583254E-1,3.334979713E-1,9.773560613E-2
6.331209333E0,1.736770123E-1,3.620718122E-1,1.088670865E-1
6.341232333E0,1.433126330E-1,3.549806476E-1,1.254076064E-1
6.351255333E0,1.250569373E-1,3.372458518E-1,1.512368023E-1
6.361278333E0,1.122012585E-1,2.981603444E-1,1.630172431E-1
6.371301333E0,8.483354747E-2,2.909296155E-1,1.586174220E-1
6.381326167E0,5.775246397E-2,2.905330062E-1,1.441643685E-1
6.391349167E0,4.418552294E-2,2.625357211E-1,1.225448325E-1
6.401372167E0,3.386324272E-2,2.086726129E-1,9.594240785E-2
6.411395167E0,-5.588558037E-3,1.471828818E-1,7.435455918E-2
6.421419167E0,-6.542246044E-2,1.156311110E-1,6.021809205E-2
6.431442167E0,-1.309471428E-1,9.272579104E-2,5.458124727E-2
6.441465167E0,-1.833108813E-1,7.032186538E-2,5.090051517E-2
6.451488167E0,-2.194646299E-1,4.121777415E-2,4.931380600E-2
6.461511167E0,-2.587976754E-1,8.596040308E-3,5.026719347E-2
6.471535167E0,-2.721800506E-1,-1.546508726E-2,5.150849372E-2
6.481558167E0,-2.649238706E-1,-3.158544376E-2,6.039318442E-2
6.491581167E0,-2.124153823E-1,-7.957560569E-2,5.150727928E-2
6.501604167E0,-1.666170061E-1,-1.289464980E-1,8.764688671E-2
6.511627167E0,-1.269934177E-1,-1.251317859E-1,9.013055265E-2
6.521651167E0,-1.152014136E-1,-1.117294505E-1,6.310064346E-2
6.531674167E0,-1.170488447E-1,-1.381791681E-1,1.481034141E-2
6.541697167E0,-1.185402051E-1,-1.513878256E-1,-1.409278065E-2
6.551720167E0,-1.082915664E-1,-8.235763013E-2,-2.094376087E-2
6.561743167E0,-9.499546140E-2,-1.335371193E-2,-4.006083310E-2
6.571767167E0,-6.644504517E-2,-2.248968557E-2,-5.832452327E-2
6.581790167E0,-1.961383224E-2,-4.278805479E-2,-6.436511129E-2
6.591813167E0,4.822966084E-2,-4.653858393E-2,-6.406123936E-2
6.601836167E0,1.343570352E-1,2.177974768E-2,-5.593011901E-2
6.611859167E0,1.782661676E-1,1.404816359E-1,-5.719911307E-2
6.621883167E0,1.918602586E-1,2.321242243E-1,-6.545285881E-2
6.631906167E0,1.875011921E-1,2.961530089E-1,-8.816216886E-2
6.641929167E0,1.894401908E-1,3.267247677E-1,-7.926910371E-2
6.651952167E0,1.729749292E-1,3.590483665E-1,-5.214614421E-2
6.661975167E0,1.341539621E-1,4.006515741E-1,-3.215252236E-2
6.671999167E0,8.239063621E-2,4.099356234E-1,-4.209573381E-4
6.682022167E0,1.619656943E-2,3.725251555E-1,2.017365210E-2
6.692045167E0,-2.018860355E-2,2.941049337E-1,4.590830952E-2
6.702068167E0,-4.377409071E-2,2.531647980E-1,7.599854469E-2
6.712091167E0,-6.175336242E-2,2.606884837E-1,9.909081459E-2
6.722115167E0,-9.243943542E-2,2.579140663E-1,1.175050661E-1
6.732138167E0,-1.165101454E-1,2.094653100E-1,1.288125664E-1
6.742161167E0,-1.233028099E-1,1.407407522E-1,1.277171820E-1
6.752184167E0,-1.129503027E-1,9.440654516E-2,1.403592080E-1
6.762208167E0,-1.023240909E-1,4.555580020E-2,1.393648982E-1
6.772231167E0,-1.315581501E-1,3.863211349E-2,1.404477507E-1
6.782254167E0,-1.576089859E-1,3.678444028E-2,1.309790313E-1
6.792277167E0,-1.864616722E-1,3.374124691E-2,1.157516092E-1
6.802300167E0,-1.996661574E-1,1.502481848E-2,8.902625740E-2
6.812324167E0,-2.040390670E-1,2.145528793E-2,7.428326458E-2
6.822347167E0,-1.866181940E-1,1.764048450E-2,6.469054520E-2
6.832370167E0,-1.383726299E-1,-2.598715201E-2,5.023783818E-2
6.842393167E0,-7.591065764E-2,-1.035690978E-1,3.587657958E-2
6.852416167E0,-1.115429401E-2,-2.091045827E-1,2.787484787E-2
6.862440167E0,2.869231999E-2,-3.121262789E-1,1.833414659E-2
6.872463167E0,4.515731335E-2,-3.763010204E-1,-5.258263554E-4
6.882486167E0,4.243595898E-2,-4.437560737E-1,-2.325793914E-2
6.892509167E0,2.490197495E-2,-5.069022775E-1,-4.591931030E-2
6.902532167E0,1.949649118E-2,-5.298880339E-1,-7.527863979E-2
6.912556167E0,1.008461416E-2,-5.364615321E-1,-9.911392629E-2
6.922579167E0,1.785451919E-2,-5.346291065E-1,-1.164924875E-1
6.932602167E0,5.168971419E-2,-5.328195095E-1,-1.311915368E-1
6.942625167E0,1.239823550E-1,-4.981037080E-1,-1.237000078E-1
6.952648167E0,1.915797740E-1,-3.893950582E-1,-1.086800396E-1
6.962672167E0,2.058688998E-1,-2.433656007E-1,-9.430881590E-2
6.972695167E0,1.690786630E-1,-9.564858675E-2,-8.321781456E-2
6.982718167E0,1.050048023E-1,1.216538250E-2,-6.072755158E-2
6.992741167E0,4.681020230E-2,7.685089856E-2,-3.615376353E-2
7.002764167E0,-1.580567565E-3,1.058989242E-1,-4.157541320E-3
7.012788167E0,-3.789969161E-2,1.226629838E-1,2.581740171E-2
7.022811167E0,-6.963604689E-2,1.329353303E-1,4.249944165E-2
7.032834167E0,-7.887162268E-2,1.296327412E-1,3.785222769E-2
7.042857167E0,-6.625516713E-2,1.178995669E-1,3.435118496E-2
7.052881167E0,-5.502301827E-2,1.175618768E-1,2.508311905E-2
7.062904167E0,-5.344096571E-2,1.145385057E-1,1.909304038E-2
7.072927167E0,-5.797260255E-2,9.535814822E-2,2.600614913E-3
7.082950167E0,-6.861978024E-2,5.500892177E-2,-1.055908203E-2
7.092973167E0,-7.694535702E-2,-1.683570445E-2,-1.988360658E-2
7.102997167E0,-7.515259087E-2,-8.597204834E-2,-2.294523641E-2
7.113020167E0,-7.202763855E-2,-1.233732179E-1,-2.151218988E-2
7.123043167E0,-7.008285820E-2,-1.390044391E-1,-1.508363243E-2
7.133066167E0,-7.152789831E-2,-1.352280676E-1,-4.589180462E-3
7.143089167E0,-6.195995212E-2,-1.366898417E-1,1.130635664E-2
7.153113167E0,-5.595026538E-2,-1.458455324E-1,2.433240972E-2
7.163136167E0,-4.168098792E-2,-1.548123509E-1,3.095272928E-2
7.173159167E0,-1.031694002E-2,-1.708792001E-1,4.519584775E-2
7.183182167E0,1.845113561E-2,-1.661571264E-1,5.640277639E-2
7.193205167E0,1.040439308E-2,-1.568078399E-1,6.991059333E-2
7.203229167E0,-2.735943533E-2,-1.451508403E-1,8.596588671E-2
7.213252167E0,-8.513831347E-2,-1.398072094E-1,9.955253452E-2
7.223275167E0,-1.093028337E-1,-1.345357597E-1,1.044394001E-1
7.233298167E0,-1.060777456E-1,-1.141436696E-1,1.244048476E-1
7.243321167E0,-6.921820343E-2,-5.839296058E-2,1.439176500E-1
7.253345167E0,-1.378930546E-2,5.623668060E-2,1.609440446E-1
7.263368167E0,3.305803519E-3,2.063250393E-1,1.649861634E-1
7.273391167E0,-1.984931715E-2,3.349818289E-1,1.712368727E-1
7.283414167E0,-4.599809647E-2,4.361433983E-1,1.658956856E-1
7.293437167E0,-6.764560193E-2,4.934509099E-1,1.601139605E-1
7.303461167E0,-9.074266255E-2,4.971412122E-1,1.519565731E-1
7.313484167E0,-1.136594266E-1,4.352466464E-1,1.420852989E-1
7.323507167E0,-1.035774425E-1,3.161679506E-1,1.128426939E-1
7.333530167E0,-5.738757551E-2,2.012392581E-1,9.311266243E-2
7.343554167E0,3.577023745E-5,1.016053110E-1,6.843428314E-2
7.353577167E0,6.935919076E-2,1.541050524E-2,3.355912492E-2
7.363600167E0,1.313844770E-1,-3.398710489E-2,-8.631275967E-3
7.373623167E0,1.708336174E-1,-5.996517837E-2,-4.166353121E-2
7.383645792E0,1.796578765E-1,-3.955658153E-2,-7.008379698E-2
7.393669792E0,1.555815637E-1,-5.673715845E-3,-8.594691008E-2
7.403692792E0,1.147651449E-1,1.284443215E-2,-1.033184677E-1
7.413715792E0,7.187014073E-2,1.491077803E-2,-1.001809984E-1
7.423738792E0,3.150175139E-2,-1.506428514E-2,-9.340372682E-2
7.433761792E0,2.478606068E-2,-3.583987057E-2,-8.917062730E-2
7.443785792E0,4.720248654E-2,-6.138642505E-2,-7.694146037E-2
7.453808792E0,7.849942893E-2,-6.737161428E-2,-6.458678842E-2
7.463831792E0,9.937154502E-2,-7.236610353E-2,-5.558682233E-2
7.473854792E0,1.008980721E-1,-5.513172224E-2,-6.075255573E-2
