"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.907895992E1,1.073268127E-1,9.416917419E0,-2.518961792E0
2.908898292E1,1.451980591E-2,9.437424774E0,-2.566413116E0
2.909900592E1,-1.127156067E-1,9.457033997E0,-2.621947632E0
2.910902992E1,-2.041754150E-1,9.435329132E0,-2.608475647E0
2.911905292E1,-2.909948730E-1,9.423653412E0,-2.572999420E0
2.912907592E1,-3.914360046E-1,9.476343842E0,-2.558329926E0
2.913909892E1,-4.538562012E-1,9.522148590E0,-2.559377747E0
2.914912292E1,-4.266128540E-1,9.536668396E0,-2.513872375E0
2.915914592E1,-3.959266663E-1,9.547595673E0,-2.453547821E0
2.916916892E1,-3.826043701E-1,9.549391937E0,-2.424657898E0
2.917919192E1,-3.908372498E-1,9.562863922E0,-2.447709961E0
2.918921592E1,-4.111949158E-1,9.549391937E0,-2.472408600E0
2.919923892E1,-4.073030090E-1,9.529183960E0,-2.490820312E0
2.920926192E1,-3.505709839E-1,9.553134155E0,-2.510579224E0
2.921928592E1,-3.059637451E-1,9.569450226E0,-2.537373505E0
2.922930892E1,-2.562670898E-1,9.557026062E0,-2.520608368E0
2.923933192E1,-2.254312134E-1,9.524693298E0,-2.512824554E0
2.924935492E1,-2.523751831E-1,9.513766022E0,-2.571352844E0
2.925937892E1,-2.888992310E-1,9.535919952E0,-2.618953857E0
2.926940192E1,-2.649490356E-1,9.527387695E0,-2.635569305E0
2.927942492E1,-2.133064270E-1,9.518256683E0,-2.608176270E0
2.928944892E1,-1.154100037E-1,9.546996918E0,-2.513572998E0
2.929947192E1,-1.751358032E-2,9.567055206E0,-2.389031982E0
2.930949492E1,2.320175171E-2,9.567653961E0,-2.265089722E0
2.931951792E1,-2.544708252E-3,9.571396179E0,-2.140997772E0
2.932954192E1,-9.011260986E-2,9.599387970E0,-2.052681427E0
2.933956492E1,-1.785786438E-1,9.634714508E0,-2.062860260E0
2.934958792E1,-2.251318359E-1,9.647737427E0,-2.134411469E0
2.935961092E1,-2.694396973E-1,9.615554352E0,-2.177671509E0
2.936963492E1,-3.299139404E-1,9.565258942E0,-2.259850616E0
2.937965792E1,-3.950285339E-1,9.538913727E0,-2.361489258E0
2.938968092E1,-4.619393921E-1,9.541159058E0,-2.440824280E0
2.939970492E1,-4.806504822E-1,9.544751587E0,-2.493514709E0
2.940972771E1,-4.575984192E-1,9.564959564E0,-2.509830780E0
2.941975071E1,-3.860472107E-1,9.593699799E0,-2.480791168E0
2.942977371E1,-3.100053406E-1,9.603429565E0,-2.417173462E0
2.943979771E1,-2.610571289E-1,9.602830811E0,-2.360740814E0
2.944982071E1,-2.644999695E-1,9.611961823E0,-2.330952759E0
2.945984371E1,-2.836601257E-1,9.600136414E0,-2.307451630E0
2.946986771E1,-3.019221497E-1,9.576036530E0,-2.291135559E0
2.947989071E1,-2.785707092E-1,9.585466919E0,-2.271226959E0
2.948991371E1,-2.601589966E-1,9.620194702E0,-2.279160461E0
2.949993671E1,-2.670446777E-1,9.662257233E0,-2.299069061E0
2.950996071E1,-3.285667419E-1,9.676028595E0,-2.266436920E0
2.951998371E1,-4.083508301E-1,9.705517273E0,-2.186054077E0
2.953000671E1,-4.710704041E-1,9.720186768E0,-2.111209717E0
2.954003071E1,-4.977149963E-1,9.712103577E0,-2.073488159E0
2.955005371E1,-4.968168640E-1,9.689350891E0,-2.031874695E0
2.956007671E1,-4.519102478E-1,9.646539917E0,-2.014361115E0
2.957009971E1,-3.713777161E-1,9.631271667E0,-2.087858276E0
2.958012371E1,-3.239263916E-1,9.625284119E0,-2.205663300E0
2.959014671E1,-2.944377136E-1,9.628128204E0,-2.286644897E0
2.960016971E1,-2.359094238E-1,9.612261200E0,-2.352807312E0
2.961019371E1,-1.712438965E-1,9.571845245E0,-2.411036224E0
2.962021671E1,-1.468446350E-1,9.533973999E0,-2.448458405E0
2.963023971E1,-1.628613281E-1,9.498946838E0,-2.462828522E0
2.964026271E1,-1.764830017E-1,9.465266876E0,-2.462978210E0
2.965028671E1,-1.493893433E-1,9.447453918E0,-2.486179962E0
2.966030971E1,-9.310638428E-2,9.434131622E0,-2.503543854E0
2.967033271E1,-4.490661621E-4,9.412726135E0,-2.465971985E0
2.968035671E1,1.347198486E-1,9.412127380E0,-2.444716187E0
2.969037971E1,2.234852600E-1,9.425150299E0,-2.457589417E0
2.970040271E1,2.612068176E-1,9.401349792E0,-2.465822296E0
2.971042571E1,2.630030823E-1,9.380543060E0,-2.425106964E0
2.972044971E1,2.462379456E-1,9.402098236E0,-2.393522644E0
2.973047271E1,2.227368164E-1,9.443262634E0,-2.325114899E0
2.974049571E1,1.498384094E-1,9.441466370E0,-2.284698944E0
2.975051871E1,7.200027466E-2,9.411378937E0,-2.295476532E0
2.976054271E1,-1.766326904E-2,9.416468353E0,-2.356699219E0
2.977056571E1,-1.110690308E-1,9.409582672E0,-2.407294006E0
2.978058871E1,-1.508862305E-1,9.392518158E0,-2.455942841E0
2.979061271E1,-1.194515991E-1,9.427245941E0,-2.461631012E0
2.980063571E1,-7.963439941E-2,9.447453918E0,-2.415077820E0
2.981065871E1,-3.951782227E-2,9.430090027E0,-2.325863342E0
2.982068171E1,-4.939727783E-3,9.444609833E0,-2.221530304E0
2.983070571E1,2.155517578E-2,9.495953064E0,-2.154469757E0
2.984072871E1,2.005828857E-2,9.534572754E0,-2.104174347E0
2.985075171E1,4.640350342E-3,9.541308746E0,-2.047142944E0
2.986077571E1,-1.691482544E-2,9.570498047E0,-2.003733215E0
2.987079871E1,-7.888595581E-2,9.593999176E0,-1.977238312E0
2.988082171E1,-1.763333130E-1,9.608369293E0,-1.964065704E0
2.989084471E1,-2.359094238E-1,9.638456726E0,-1.957928467E0
2.990086871E1,-2.474354553E-1,9.634115753E0,-1.974843292E0
2.991089171E1,-2.145039368E-1,9.610764313E0,-2.013313293E0
2.992091471E1,-2.215393066E-1,9.642648010E0,-2.035317535E0
2.993093871E1,-3.191363525E-1,9.677824860E0,-2.036065979E0
2.994096171E1,-4.023632813E-1,9.710157623E0,-1.995200958E0
2.995098471E1,-4.628375244E-1,9.688452759E0,-1.949994965E0
2.996100771E1,-4.466711426E-1,9.676477661E0,-1.931882629E0
2.997103171E1,-3.652404785E-1,9.684560852E0,-1.986369324E0
2.998105471E1,-2.436932373E-1,9.673783264E0,-2.085163879E0
2.999107771E1,-1.886077881E-1,9.630972290E0,-2.144440613E0
3.000110171E1,-2.140548706E-1,9.619745636E0,-2.192341003E0
3.001112471E1,-2.830613708E-1,9.664652252E0,-2.223625946E0
3.002114771E1,-2.990780640E-1,9.674831085E0,-2.207160187E0
3.003117071E1,-2.266287231E-1,9.648485870E0,-2.126777344E0
3.004119471E1,-1.267863464E-1,9.597442017E0,-2.002086639E0
3.005121771E1,-4.580474854E-2,9.581874390E0,-1.891915741E0
3.006124071E1,2.050735474E-2,9.591604156E0,-1.823507996E0
3.007126471E1,6.436614990E-2,9.577084351E0,-1.853146362E0
3.008128771E1,1.392105103E-1,9.546847229E0,-1.936073914E0
3.009131071E1,2.472857666E-1,9.572144623E0,-2.035018158E0
3.010133371E1,3.670367432E-1,9.555828552E0,-2.113155670E0
3.011135771E1,4.544549561E-1,9.500743103E0,-2.093845825E0
3.012138071E1,5.035528564E-1,9.455986176E0,-2.056273956E0
3.013140371E1,5.207670593E-1,9.414821777E0,-2.014810181E0
3.014142771E1,5.110372925E-1,9.417665863E0,-1.973346405E0
3.015145071E1,4.607418823E-1,9.429640961E0,-1.953437805E0
3.016147371E1,4.315525818E-1,9.427844696E0,-1.952839050E0
3.017149671E1,4.311035156E-1,9.452992401E0,-1.937121735E0
3.018152071E1,4.484674072E-1,9.464219055E0,-1.935175781E0
3.019154371E1,4.471202087E-1,9.478738861E0,-1.914668427E0
3.020156671E1,4.345463562E-1,9.502239990E0,-1.879192200E0
3.021159071E1,3.617976379E-1,9.515262909E0,-1.859732666E0
3.022161371E1,3.332070923E-1,9.551637268E0,-1.873054962E0
3.023163671E1,3.376977539E-1,9.539811859E0,-1.860930176E0
3.024165971E1,3.309617615E-1,9.516610107E0,-1.827250214E0
3.025168371E1,2.739303589E-1,9.569150848E0,-1.803599396E0
3.026170671E1,1.764830017E-1,9.643097076E0,-1.786235504E0
3.027172971E1,8.652008057E-2,9.650132446E0,-1.753303986E0
3.028175371E1,3.038681030E-2,9.621092834E0,-1.710642700E0
3.029177671E1,6.256988525E-2,9.585616608E0,-1.673519897E0
3.030179971E1,1.471440125E-1,9.559271393E0,-1.653012543E0
3.031182271E1,2.243833923E-1,9.579928436E0,-1.675615540E0
3.032184671E1,3.007246399E-1,9.606273651E0,-1.711540833E0
3.033186971E1,2.541714478E-1,9.595196686E0,-1.721569977E0
3.034189271E1,1.682501221E-1,9.581425323E0,-1.755399628E0
3.035191671E1,8.547225952E-2,9.619745636E0,-1.850002899E0
3.036193971E1,6.481521606E-2,9.633666687E0,-1.882036285E0
3.037196271E1,9.460327148E-2,9.600735168E0,-1.805994415E0
3.038198571E1,1.618135071E-1,9.628277893E0,-1.687890015E0
3.039200971E1,2.043251038E-1,9.723779297E0,-1.641486511E0
3.040203271E1,1.577719116E-1,9.740993500E0,-1.695374451E0
3.041205617E1,7.334747314E-2,9.701775055E0,-1.824705505E0
3.042207917E1,-2.544708252E-2,9.740843811E0,-1.956431580E0
3.043210317E1,-5.837860107E-2,9.763746185E0,-2.011666718E0
3.044212617E1,-3.308120728E-2,9.762997742E0,-1.990261230E0
3.045214917E1,-2.469863892E-2,9.782307587E0,-1.962718506E0
3.046217317E1,-6.286926270E-3,9.805958405E0,-1.990560608E0
3.047219617E1,-1.646575928E-3,9.790241089E0,-1.999691620E0
3.048221917E1,3.158432007E-2,9.745484161E0,-1.914369049E0
3.049224217E1,8.547225952E-2,9.782157898E0,-1.879940643E0
3.050226617E1,1.532812500E-1,9.774074707E0,-1.795815582E0
3.051228917E1,1.763333130E-1,9.761500854E0,-1.714085541E0
3.052231217E1,2.017803955E-1,9.765841827E0,-1.634900208E0
3.053233617E1,2.430944824E-1,9.747430115E0,-1.528172150E0
3.054235917E1,2.435435486E-1,9.737999725E0,-1.439406738E0
3.055238217E1,2.383044434E-1,9.685908051E0,-1.345252533E0
3.056240517E1,2.862048340E-1,9.627978516E0,-1.314716034E0
3.057242917E1,3.514691162E-1,9.621990967E0,-1.424437866E0
3.058245217E1,4.144880676E-1,9.594597931E0,-1.589694214E0
3.059247517E1,4.385879517E-1,9.507179718E0,-1.693727875E0
3.060249917E1,4.327500916E-1,9.433233490E0,-1.764680328E0
3.061252217E1,4.522096252E-1,9.393266602E0,-1.872905273E0
3.062254517E1,4.096980286E-1,9.307794342E0,-1.966760101E0
3.063256817E1,3.284170532E-1,9.148675232E0,-1.969604187E0
3.064259217E1,3.086581421E-1,9.058712311E0,-1.926793213E0
3.065261517E1,3.282673645E-1,9.021140442E0,-1.913321228E0
3.066263817E1,3.089575195E-1,8.969497833E0,-1.926942902E0
3.067266217E1,2.606080627E-1,8.891210632E0,-1.918111267E0
3.068268517E1,2.204914856E-1,8.734636230E0,-1.829046478E0
3.069270817E1,2.264790344E-1,8.677754517E0,-1.789079590E0
3.070273117E1,1.954934692E-1,8.526419220E0,-1.702260132E0
3.071275517E1,8.831634521E-2,8.272696838E0,-1.587598572E0
3.072277817E1,-1.339714050E-1,8.062084808E0,-1.536554718E0
3.073280117E1,-4.002676392E-1,7.763006744E0,-1.445693665E0
3.074282517E1,-5.068460083E-1,7.432793427E0,-1.377585297E0
3.075284817E1,-5.566923523E-1,7.073241119E0,-1.347497864E0
3.076287117E1,-5.046006775E-1,6.865473175E0,-1.337019653E0
3.077289417E1,-3.122506714E-1,6.723418579E0,-1.336720276E0
3.078291817E1,7.214996338E-2,6.771169281E0,-1.442101135E0
3.079294117E1,5.014572144E-1,6.973847809E0,-1.549577637E0
3.080296417E1,8.704399109E-1,7.258855133E0,-1.575773163E0
3.081298817E1,1.057251434E0,7.494614868E0,-1.509910126E0
3.082301117E1,1.259181519E0,7.620503082E0,-1.393302612E0
3.083303417E1,1.587448883E0,7.717651062E0,-1.231189728E0
3.084305717E1,1.950294342E0,7.702532501E0,-1.026415558E0
3.085308117E1,2.128124542E0,7.582332458E0,-8.740324402E-1
3.086310417E1,1.975442047E0,7.386838989E0,-8.723858643E-1
3.087312717E1,1.651216278E0,7.275620270E0,-9.922865295E-1
3.088315117E1,1.433269501E0,7.393874359E0,-1.273401947E0
3.089317417E1,1.329535217E0,7.829917603E0,-1.752405853E0
3.090319717E1,1.035546570E0,8.206684113E0,-2.154020691E0
3.091322017E1,7.590715027E-1,8.350085907E0,-2.392923889E0
3.092324417E1,5.737568665E-1,8.312514038E0,-2.428400116E0
3.093326717E1,3.974235535E-1,8.274642792E0,-2.307301941E0
3.094329017E1,3.462300110E-1,8.252189484E0,-2.092947693E0
3.095331417E1,4.403842163E-1,8.151748352E0,-1.771566010E0
3.096333717E1,6.975494385E-1,7.987689514E0,-1.513802032E0
3.097336017E1,9.125024414E-1,7.882009277E0,-1.383572845E0
3.098338317E1,8.048762512E-1,8.004454651E0,-1.509311371E0
3.099340717E1,4.526586914E-1,8.335566101E0,-1.821861420E0
3.100343017E1,1.796264648E-2,8.524922333E0,-2.055974579E0
3.101345317E1,-4.176315308E-1,8.517886963E0,-2.014211426E0
3.102347717E1,-8.578660583E-1,8.437354431E0,-1.884880371E0
3.103350017E1,-1.063987427E0,8.431366882E0,-1.708247681E0
3.104352317E1,-1.000669098E0,8.477321320E0,-1.538201294E0
3.105354717E1,-6.114784241E-1,8.358019409E0,-1.379980316E0
3.106357017E1,-1.393601990E-1,8.154742126E0,-1.201551361E0
3.107359317E1,-2.439926147E-2,8.161777496E0,-1.112486572E0
3.108361617E1,-1.398092651E-1,8.667126617E0,-1.244961090E0
3.109364017E1,-2.862048340E-1,9.225315857E0,-1.445394287E0
3.110366317E1,-3.808081055E-1,9.523795166E0,-1.458117828E0
3.111368617E1,-3.314108276E-1,9.569300537E0,-1.375339966E0
3.112371017E1,-2.859054565E-2,9.576784973E0,-1.418150940E0
3.113373317E1,3.701802063E-1,9.393865356E0,-1.524729309E0
3.114375617E1,8.559201050E-1,9.000483398E0,-1.421593781E0
3.115377917E1,1.425036621E0,8.883426819E0,-1.290466461E0
3.116380317E1,1.752256165E0,9.042994995E0,-1.365161133E0
3.117382617E1,1.685494995E0,9.179062042E0,-1.668580170E0
3.118384917E1,1.440304871E0,9.524094543E0,-2.008223877E0
3.119387317E1,1.127605133E0,9.976753235E0,-2.226320343E0
3.120389617E1,7.860154724E-1,1.019230499E1,-2.293530579E0
3.121391917E1,3.041674805E-1,1.032986893E1,-2.217788086E0
3.122394217E1,3.128494263E-2,1.061787003E1,-2.150877228E0
3.123396617E1,-1.812730408E-1,1.076291840E1,-2.011067963E0
3.124398917E1,-2.303709412E-1,1.064511337E1,-1.815873871E0
3.125401217E1,-2.014810181E-1,1.065169968E1,-1.715732117E0
3.126403617E1,-1.504371643E-1,1.093955109E1,-1.878743134E0
3.127405917E1,-1.459465027E-1,1.118144806E1,-2.027683411E0
3.128408217E1,-1.076261902E-1,1.125000549E1,-2.043101349E0
3.129410517E1,1.288819885E-1,1.129012207E1,-2.091750183E0
3.130412917E1,3.496728516E-1,1.126527374E1,-2.142195282E0
3.131415217E1,5.655239868E-1,1.122530685E1,-2.155367889E0
3.132417517E1,6.186634827E-1,1.114986374E1,-2.227966919E0
3.133419917E1,5.818400574E-1,1.097263229E1,-2.283501434E0
3.134422217E1,4.772076416E-1,1.071037766E1,-2.199076996E0
3.135424517E1,4.037104797E-1,1.057730438E1,-2.104773102E0
3.136426817E1,4.279600525E-1,1.057610687E1,-2.202968903E0
3.137429217E1,5.233117676E-1,1.062625259E1,-2.632276154E0
3.138431517E1,5.798941040E-1,1.065409470E1,-3.218606873E0
3.139433817E1,6.243516541E-1,1.073597443E1,-3.689377899E0
3.140436217E1,5.038522339E-1,1.083446960E1,-3.917353821E0
3.141438517E1,1.199006653E-1,1.083207458E1,-3.951632538E0
3.142440817E1,-3.207829285E-1,1.072040680E1,-3.815715179E0
3.143443117E1,-6.824308777E-1,1.045949936E1,-3.400029602E0
3.144445517E1,-9.825567627E-1,1.014305740E1,-2.578986969E0
3.145447817E1,-1.041983185E0,1.004336472E1,-1.647923126E0
3.146450117E1,-6.771917725E-1,1.039378601E1,-1.101559296E0
3.147452517E1,-2.854563904E-1,1.076216995E1,-1.174757080E0
3.148454817E1,-7.110214233E-2,1.091709778E1,-1.619781647E0
3.149457117E1,-1.531315613E-1,1.107157654E1,-2.132465515E0
3.150459417E1,-7.101232910E-1,1.114417557E1,-2.507136383E0
3.151461817E1,-1.443448334E0,1.123503662E1,-2.552042999E0
3.152464117E1,-1.771566010E0,1.119686600E1,-2.364782410E0
3.153466417E1,-1.979034576E0,1.098191299E1,-2.048190765E0
3.154468817E1,-2.061812439E0,1.090512268E1,-1.918260956E0
3.155471117E1,-1.864822083E0,1.104253693E1,-2.144440613E0
3.156473417E1,-1.592687988E0,1.101349731E1,-2.593806152E0
3.157475717E1,-1.318907318E0,1.080198715E1,-3.110232239E0
3.158478117E1,-1.192869415E0,1.067894302E1,-3.616030426E0
3.159480417E1,-1.262324982E0,1.052521271E1,-4.135300598E0
3.160482717E1,-1.381776581E0,1.026670029E1,-4.640949097E0
3.161485117E1,-1.358724518E0,9.930200043E0,-5.059329071E0
3.162487417E1,-1.068029022E0,9.737550659E0,-5.493126984E0
3.163489717E1,-6.224057007E-1,9.688602448E0,-6.037694550E0
3.164492017E1,-2.646496582E-1,9.591903534E0,-6.461014252E0
3.165494417E1,-8.741821289E-2,9.454788666E0,-6.710545349E0
3.166496717E1,-5.224136353E-2,9.442214813E0,-6.839577026E0
3.167499017E1,-7.679031372E-2,9.324409790E0,-6.699618073E0
3.168501417E1,-8.981323242E-2,9.094188538E0,-6.310726776E0
3.169503717E1,-1.204994202E-1,9.007369080E0,-5.880820770E0
3.170506017E1,-9.250762939E-2,9.025032349E0,-5.514981537E0
3.171508417E1,1.377136230E-2,8.993897095E0,-5.171146545E0
3.172510717E1,9.999206543E-2,8.883726196E0,-4.825664978E0
3.173513017E1,1.067280579E-1,8.817713470E0,-4.577032013E0
3.174515317E1,5.777984619E-2,8.852441254E0,-4.513414307E0
3.175517717E1,-1.014889526E-1,8.833430786E0,-4.497547302E0
3.176520017E1,-4.334985352E-1,8.747659149E0,-4.529580688E0
3.177522317E1,-7.773335266E-1,8.705895996E0,-4.516707458E0
3.178524717E1,-1.009201355E0,8.754544830E0,-4.474195862E0
3.179527017E1,-1.082548828E0,8.788524170E0,-4.406835938E0
3.180529317E1,-1.038690033E0,8.774902496E0,-4.362677765E0
3.181531617E1,-9.201365662E-1,8.788823547E0,-4.317172394E0
3.182534017E1,-9.132508850E-1,8.821455688E0,-4.244423676E0
3.183536317E1,-9.589059448E-1,8.825197906E0,-4.237537994E0
3.184538617E1,-9.991722107E-1,8.831784210E0,-4.221820679E0
3.185541017E1,-1.104403381E0,8.823102264E0,-4.236041107E0
3.186543317E1,-1.276545410E0,8.756640472E0,-4.363126831E0
3.187545617E1,-1.384620667E0,8.744515686E0,-4.557871857E0
3.188547917E1,-1.358574829E0,8.653205566E0,-4.797972565E0
3.189550317E1,-1.305734711E0,8.557404785E0,-5.085075531E0
3.190552617E1,-1.197060699E0,8.496182098E0,-5.402864685E0
3.191554917E1,-1.212927704E0,8.394094391E0,-5.737269287E0
3.192557317E1,-1.282982025E0,8.310717773E0,-6.037245483E0
3.193559617E1,-1.298100586E0,8.303682404E0,-6.285579071E0
3.194561917E1,-1.203347626E0,8.260122986E0,-6.412215729E0
3.195564217E1,-1.064286804E0,8.210725708E0,-6.464008026E0
3.196566617E1,-9.560618591E-1,8.175997925E0,-6.552474060E0
3.197568917E1,-9.364526367E-1,8.143665161E0,-6.672075348E0
3.198571217E1,-1.012494507E0,8.092321930E0,-6.796616364E0
3.199573617E1,-1.068328400E0,8.067473602E0,-6.916816406E0
3.200575917E1,-1.151405640E0,8.054600372E0,-6.907535706E0
3.201578217E1,-1.248553619E0,7.936645660E0,-6.767876129E0
3.202580517E1,-1.371148682E0,7.930209045E0,-6.578819275E0
3.203582917E1,-1.615740051E0,7.982001343E0,-6.408174133E0
3.204585217E1,-1.814077606E0,8.022566986E0,-6.271658020E0
3.205587517E1,-1.883982239E0,7.977510681E0,-6.136938171E0
3.206589917E1,-1.858684845E0,7.983348541E0,-6.117179260E0
3.207592217E1,-1.809137878E0,8.030051422E0,-6.076912994E0
3.208594517E1,-1.775008850E0,8.058791656E0,-5.979016571E0
3.209596917E1,-1.724114685E0,8.075556793E0,-5.859115906E0
3.210599217E1,-1.692829742E0,7.997568970E0,-5.771548004E0
3.211601517E1,-1.636097717E0,7.929460602E0,-5.673801270E0
3.212603817E1,-1.592388611E0,8.005951538E0,-5.620512085E0
3.213606217E1,-1.561253357E0,8.027207336E0,-5.630092163E0
3.214608517E1,-1.559906158E0,7.934849396E0,-5.665119324E0
3.215610817E1,-1.476379852E0,7.850275269E0,-5.722749481E0
3.216613217E1,-1.466949463E0,7.792196045E0,-5.758225708E0
3.217615517E1,-1.423390045E0,7.774981842E0,-5.876479797E0
3.218617817E1,-1.362616425E0,7.759414215E0,-5.887706451E0
3.219620117E1,-1.287921753E0,7.726632385E0,-5.862708435E0
3.220622517E1,-1.201401672E0,7.680378571E0,-5.834866333E0
3.221624817E1,-1.160686340E0,7.666756897E0,-5.844745789E0
3.222627117E1,-1.170715485E0,7.660320282E0,-5.941145325E0
3.223629517E1,-1.200952606E0,7.586074677E0,-6.041586456E0
3.224631817E1,-1.316661987E0,7.577991486E0,-6.084247742E0
3.225634117E1,-1.364861755E0,7.561974792E0,-6.070326691E0
3.226636417E1,-1.376986542E0,7.576943665E0,-5.961203613E0
3.227638817E1,-1.318907318E0,7.587721252E0,-5.807323608E0
3.228641117E1,-1.293759613E0,7.621999969E0,-5.717510376E0
3.229643417E1,-1.235830078E0,7.578440552E0,-5.687572632E0
3.230645817E1,-1.219214630E0,7.547155609E0,-5.698499908E0
3.231648117E1,-1.222657471E0,7.567812653E0,-5.744604034E0
3.232650417E1,-1.216969299E0,7.600444794E0,-5.839806061E0
3.233652817E1,-1.210382996E0,7.587721252E0,-5.932014313E0
3.234655117E1,-1.235381012E0,7.529941406E0,-5.951773224E0
3.235657417E1,-1.252445526E0,7.478298798E0,-5.920039215E0
3.236659717E1,-1.238075409E0,7.481292572E0,-5.926176453E0
3.237662117E1,-1.197958832E0,7.495662689E0,-5.939798126E0
3.238664417E1,-1.221160583E0,7.509134674E0,-5.925128632E0
3.239666717E1,-1.304088135E0,7.506589966E0,-5.816604309E0
3.240669117E1,-1.396595764E0,7.512427826E0,-5.706583099E0
3.241671396E1,-1.490151215E0,7.515271912E0,-5.655838623E0
3.242673696E1,-1.534459076E0,7.536378021E0,-5.674100647E0
3.243675996E1,-1.579515381E0,7.510332184E0,-5.662125549E0
3.244678396E1,-1.631906433E0,7.424560547E0,-5.621859283E0
3.245680696E1,-1.656156006E0,7.438481598E0,-5.589077454E0
3.246682996E1,-1.680255890E0,7.453300781E0,-5.544619904E0
3.247685396E1,-1.681154022E0,7.511978760E0,-5.428611145E0
3.248687696E1,-1.683249664E0,7.592660980E0,-5.252876587E0
3.249689996E1,-1.733694763E0,7.630382538E0,-4.957091675E0
3.250692296E1,-1.836680603E0,7.667056274E0,-4.764591980E0
3.251694696E1,-1.938019867E0,7.768694916E0,-4.843777313E0
3.252696996E1,-1.966909790E0,7.783214722E0,-5.117108917E0
3.253699296E1,-1.979333954E0,7.755671997E0,-5.403912506E0
3.254701696E1,-2.040257263E0,7.732170868E0,-5.621709595E0
3.255703996E1,-2.113904114E0,7.679779816E0,-5.846542053E0
3.256706296E1,-2.156116333E0,7.696994019E0,-6.024521942E0
3.257708696E1,-2.200723572E0,7.714657288E0,-6.143075409E0
3.258710996E1,-2.248025208E0,7.656428375E0,-6.212231598E0
3.259713296E1,-2.331252136E0,7.585026855E0,-6.302194519E0
3.260715596E1,-2.444117432E0,7.576494598E0,-6.402186584E0
3.261717996E1,-2.561922455E0,7.572752380E0,-6.365812225E0
3.262720296E1,-2.684517517E0,7.537425842E0,-6.211034088E0
3.263722596E1,-2.767744446E0,7.532186737E0,-6.006708984E0
3.264724996E1,-2.792892151E0,7.499704285E0,-5.899531860E0
3.265727296E1,-2.766546936E0,7.480693817E0,-5.928571472E0
3.266729596E1,-2.743494873E0,7.454797668E0,-5.955365753E0
3.267731896E1,-2.763403473E0,7.398963776E0,-5.875581665E0
3.268734296E1,-2.836451569E0,7.374714203E0,-5.662424927E0
3.269736596E1,-2.934347992E0,7.388934631E0,-5.397475891E0
3.270738896E1,-3.060834961E0,7.472610626E0,-5.250481567E0
3.271741296E1,-3.097209320E0,7.503745880E0,-5.198988647E0
3.272743596E1,-3.108585663E0,7.501799927E0,-5.178331604E0
3.273745896E1,-3.092718658E0,7.435038757E0,-5.312003632E0
3.274748296E1,-3.060685272E0,7.342381439E0,-5.603746948E0
3.275750596E1,-2.977757721E0,7.279212799E0,-5.799839172E0
3.276752896E1,-2.936593323E0,7.195387115E0,-5.739664307E0
3.277755196E1,-2.920426941E0,7.125632172E0,-5.683680725E0
3.278757596E1,-3.006198578E0,7.151678009E0,-5.789660339E0
3.279759896E1,-3.072211304E0,7.178172913E0,-5.979615326E0
3.280762196E1,-3.199147339E0,7.093598785E0,-6.094725952E0
3.281764596E1,-3.391647034E0,7.009473724E0,-6.061495056E0
3.282766896E1,-3.613485718E0,6.955436096E0,-6.015241241E0
3.283769196E1,-3.776197357E0,6.950646057E0,-6.083199921E0
3.284771496E1,-3.790567474E0,6.934928741E0,-6.103258209E0
3.285773896E1,-3.751498718E0,6.808890839E0,-6.062842255E0
3.286776196E1,-3.737427979E0,6.806944885E0,-6.133345642E0
3.287778496E1,-3.673510895E0,6.900051270E0,-6.295907593E0
3.288780896E1,-3.584146729E0,6.878795471E0,-6.395749969E0
3.289783196E1,-3.507356415E0,6.777306519E0,-6.364015961E0
3.290785496E1,-3.467988281E0,6.732250214E0,-6.258335724E0
3.291787896E1,-3.428470459E0,6.779551849E0,-6.180946655E0
3.292790196E1,-3.368295593E0,6.769522705E0,-6.061944122E0
3.293792496E1,-3.378324738E0,6.696624298E0,-5.939498749E0
3.294794796E1,-3.487298126E0,6.678362274E0,-5.972879333E0
3.295797196E1,-3.586691437E0,6.695726166E0,-6.156397705E0
3.296799496E1,-3.542682953E0,6.607260132E0,-6.393654327E0
3.297801796E1,-3.395089874E0,6.491401062E0,-6.584806824E0
3.298804196E1,-3.295696564E0,6.422693939E0,-6.604565735E0
3.299806496E1,-3.300785980E0,6.390061798E0,-6.501130829E0
3.300808796E1,-3.397634583E0,6.326593781E0,-6.367458801E0
3.301811096E1,-3.594175873E0,6.243217163E0,-6.372398529E0
3.302813496E1,-3.863316193E0,6.170019379E0,-6.519093475E0
3.303815796E1,-4.011058960E0,6.039640503E0,-6.673272858E0
3.304818096E1,-4.037254486E0,5.912704468E0,-6.743177490E0
3.305820496E1,-4.069886627E0,5.841153259E0,-6.667135620E0
3.306822796E1,-4.017046509E0,5.789061584E0,-6.489904175E0
3.307825096E1,-3.871998138E0,5.717510376E0,-6.357729034E0
3.308827496E1,-3.678600311E0,5.614973602E0,-6.389163666E0
3.309829796E1,-3.473227386E0,5.482199707E0,-6.554569702E0
3.310832096E1,-3.143762512E0,5.319039001E0,-6.840774536E0
3.311834396E1,-2.826422424E0,5.096002808E0,-7.082372131E0
3.312836796E1,-2.529290314E0,5.040917358E0,-7.370971985E0
3.313839096E1,-2.235002289E0,5.002896423E0,-7.612270203E0
3.314841396E1,-1.958078156E0,4.866829376E0,-7.638914795E0
