"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.965030008E1,-2.806962891E0,-6.234235840E0,-7.240293732E0
5.966032408E1,-2.703527985E0,-6.080655212E0,-7.237599335E0
5.967034708E1,-2.584226074E0,-6.039640503E0,-7.144193573E0
5.968037108E1,-2.475402374E0,-6.199208679E0,-7.026089172E0
5.969039408E1,-2.333946533E0,-6.372847595E0,-6.880741425E0
5.970041808E1,-2.144440613E0,-6.482419739E0,-6.735243988E0
5.971044108E1,-1.837429047E0,-6.504423981E0,-6.601272583E0
5.972046508E1,-1.615290985E0,-6.499933319E0,-6.439159698E0
5.973048808E1,-1.565594330E0,-6.574927368E0,-6.428082733E0
5.974051208E1,-1.693578186E0,-6.668931885E0,-6.492748260E0
5.975053508E1,-1.837578735E0,-6.781048737E0,-6.511459351E0
5.976055908E1,-1.881287842E0,-6.851402435E0,-6.499035187E0
5.977058208E1,-1.803300018E0,-6.857539673E0,-6.516099701E0
5.978060608E1,-1.726210327E0,-6.932982788E0,-6.523584137E0
5.979063008E1,-1.791474609E0,-7.059020691E0,-6.498885498E0
5.980065308E1,-1.969454498E0,-7.101083221E0,-6.428382111E0
5.981067708E1,-2.113305359E0,-7.060667267E0,-6.251300354E0
5.982070008E1,-2.152523804E0,-7.052434387E0,-6.130800934E0
5.983072408E1,-1.989662476E0,-7.094197540E0,-6.205794983E0
5.984074708E1,-1.713187408E0,-7.087311859E0,-6.259233856E0
5.985077108E1,-1.552870789E0,-7.027586060E0,-6.115682373E0
5.986079408E1,-1.538650360E0,-7.016958160E0,-5.904022522E0
5.987081808E1,-1.661993866E0,-7.069648590E0,-5.653293915E0
5.988084108E1,-1.783541107E0,-7.110962677E0,-5.529800720E0
5.989086508E1,-1.763632507E0,-7.177574158E0,-5.487738190E0
5.990088808E1,-1.613794098E0,-7.229516144E0,-5.474415894E0
5.991091208E1,-1.402733002E0,-7.278763733E0,-5.474715271E0
5.992093508E1,-1.293609924E0,-7.382048950E0,-5.535788269E0
5.993095908E1,-1.399290161E0,-7.411687317E0,-5.585784302E0
5.994098208E1,-1.598376160E0,-7.440427551E0,-5.617667999E0
5.995100608E1,-1.705702972E0,-7.516319733E0,-5.615422668E0
5.996102908E1,-1.627415771E0,-7.610324249E0,-5.622607727E0
5.997105308E1,-1.469643860E0,-7.678282928E0,-5.571863251E0
5.998107608E1,-1.404978333E0,-7.751929779E0,-5.379513245E0
5.999110008E1,-1.369502106E0,-7.885152740E0,-5.184618530E0
6.000112308E1,-1.346899109E0,-8.000413055E0,-5.035678253E0
6.001114708E1,-1.323397980E0,-8.154592438E0,-4.924309845E0
6.002117008E1,-1.268611908E0,-8.444988556E0,-4.927902374E0
6.003119408E1,-1.184786224E0,-8.688083038E0,-5.038522339E0
6.004121708E1,-1.028960266E0,-8.725505219E0,-5.105433197E0
6.005124108E1,-9.234297180E-1,-8.667425995E0,-5.075645142E0
6.006126508E1,-8.840615845E-1,-8.659791870E0,-5.026247864E0
6.007128808E1,-8.280780029E-1,-8.764274597E0,-5.015470276E0
6.008131208E1,-6.259982300E-1,-8.888067169E0,-4.932393036E0
6.009133508E1,-3.881428528E-1,-8.966653748E0,-4.738246765E0
6.010135908E1,-2.936892700E-1,-8.955576782E0,-4.483925629E0
6.011138208E1,-2.603086853E-1,-8.911867676E0,-4.315675507E0
6.012140608E1,-2.820135498E-1,-8.861272888E0,-4.226311340E0
6.013142908E1,-2.722837830E-1,-8.919501801E0,-4.140839081E0
6.014145308E1,-2.408491516E-1,-9.052575073E0,-4.104913788E0
6.015147608E1,-2.137554932E-1,-9.123377838E0,-4.136647797E0
6.016150008E1,-2.642005920E-1,-9.164991302E0,-4.168980560E0
6.017152308E1,-3.511697388E-1,-9.174870758E0,-4.194727020E0
6.018154708E1,-3.375480652E-1,-9.123078461E0,-4.166735229E0
6.019157008E1,-2.600093079E-1,-9.054970093E0,-4.053570557E0
6.020159408E1,-1.634600830E-1,-8.982221375E0,-3.936813354E0
6.021161708E1,-6.960525513E-2,-8.915011139E0,-3.767814789E0
6.022164108E1,-2.933898926E-2,-8.889863434E0,-3.543132019E0
6.023166408E1,1.766326904E-2,-8.866362305E0,-3.381468201E0
6.024168808E1,7.873626709E-2,-8.879684601E0,-3.348985748E0
6.025171108E1,8.277786255E-2,-8.954079895E0,-3.396437073E0
6.026173508E1,1.806742859E-1,-9.012907562E0,-3.467239838E0
6.027175808E1,2.835104370E-1,-9.060059509E0,-3.498225403E0
6.028178208E1,3.091072083E-1,-9.109307098E0,-3.476221161E0
6.029180508E1,2.866539001E-1,-9.103319550E0,-3.416046295E0
6.030182908E1,3.029699707E-1,-9.068442078E0,-3.296894073E0
6.031185308E1,3.056643677E-1,-9.063951416E0,-3.151845703E0
6.032187608E1,3.302133179E-1,-9.161847839E0,-3.036136322E0
6.033190008E1,4.766088867E-1,-9.188043365E0,-2.936743011E0
6.034192308E1,6.396199036E-1,-9.179062042E0,-2.826572113E0
6.035194708E1,6.715036011E-1,-9.190588074E0,-2.758164368E0
6.036197008E1,6.463558960E-1,-9.209897919E0,-2.631976776E0
6.037199408E1,7.086264038E-1,-9.218130798E0,-2.438279572E0
6.038201708E1,8.083190918E-1,-9.197473755E0,-2.436632996E0
6.039204108E1,8.794212341E-1,-9.181756439E0,-2.494412842E0
6.040206408E1,8.622070313E-1,-9.154363403E0,-2.426304474E0
6.041208808E1,8.680448914E-1,-9.129215698E0,-2.221530304E0
6.042211108E1,8.696914673E-1,-9.126970367E0,-2.126028900E0
6.043213508E1,8.714877319E-1,-9.111851807E0,-2.052831116E0
6.044215783E1,1.021176453E0,-9.071884918E0,-1.990710297E0
6.045218183E1,1.183588715E0,-9.014554138E0,-1.809137878E0
6.046220483E1,1.213975525E0,-9.122330017E0,-1.522933044E0
6.047222883E1,1.215472412E0,-9.379794617E0,-1.374441833E0
6.048225183E1,1.247655487E0,-9.655072174E0,-1.544937286E0
6.049227583E1,1.129102020E0,-9.827513580E0,-1.829794922E0
6.050229883E1,9.952803040E-1,-9.827962646E0,-2.135758667E0
6.051232283E1,9.867480469E-1,-9.817035370E0,-2.127675476E0
6.052234583E1,1.020577698E0,-9.791288910E0,-1.887724457E0
6.053236983E1,1.056053925E0,-9.793833618E0,-1.573677521E0
6.054239383E1,1.006956024E0,-9.891430664E0,-1.422192535E0
6.055241683E1,1.009351044E0,-9.855355682E0,-1.420545959E0
6.056244083E1,1.195114746E0,-9.640851746E0,-1.321751404E0
6.057246383E1,1.394949188E0,-9.401948547E0,-1.043180695E0
6.058248783E1,1.460213470E0,-9.283694458E0,-8.496331787E-1
6.059251083E1,1.439406738E0,-9.314829712E0,-8.503816223E-1
6.060253483E1,1.438059540E0,-9.347910919E0,-9.446855164E-1
6.061255783E1,1.455722809E0,-9.336684265E0,-1.002315674E0
6.062258183E1,1.451082458E0,-9.320368195E0,-1.009201355E0
6.063260483E1,1.537003784E0,-9.233099670E0,-8.704399109E-1
6.064262883E1,1.503922577E0,-9.244326324E0,-7.200027466E-1
6.065265183E1,1.373094635E0,-9.335935822E0,-6.430627441E-1
6.066267583E1,1.344055023E0,-9.362430725E0,-5.668711853E-1
6.067269883E1,1.424737244E0,-9.307944031E0,-4.279600525E-1
6.068272283E1,1.528621216E0,-9.280850372E0,-2.779719543E-1
6.069274583E1,1.529070282E0,-9.358838196E0,-1.965412903E-1
6.070276983E1,1.522184601E0,-9.491013336E0,-1.363664246E-1
6.071279283E1,1.676813049E0,-9.585766296E0,-1.103205872E-1
6.072281683E1,1.939067688E0,-9.692344666E0,-4.490661621E-2
6.073283983E1,2.185155945E0,-9.833501129E0,-5.942642212E-2
6.074286383E1,2.363884277E0,-9.861941986E0,-1.880090332E-1
6.075288783E1,2.409988403E0,-9.840835876E0,-7.185058594E-2
6.076291083E1,2.372266846E0,-9.721084900E0,1.513352966E-1
6.077293483E1,2.343825989E0,-9.596244507E0,2.591111755E-1
6.078295783E1,2.178120575E0,-9.637408905E0,5.454656982E-1
6.079298183E1,1.989512787E0,-9.715546417E0,7.720944214E-1
6.080300483E1,1.927242279E0,-9.735904083E0,7.661068726E-1
6.081302883E1,1.881138153E0,-9.664502563E0,7.161108398E-1
6.082305183E1,1.822909241E0,-9.533075867E0,6.860234070E-1
6.083307583E1,1.758393402E0,-9.483379211E0,6.632707214E-1
6.084309883E1,1.818568268E0,-9.439819794E0,5.891748047E-1
6.085312283E1,1.971400452E0,-9.289831696E0,5.237608337E-1
6.086314583E1,2.119741974E0,-9.198671265E0,6.018983459E-1
6.087316983E1,2.192341003E0,-9.190737762E0,7.544311523E-1
6.088319283E1,2.242935791E0,-9.241332550E0,8.785231018E-1
6.089321683E1,2.348017273E0,-9.214687958E0,8.490344238E-1
6.090323983E1,2.382295990E0,-9.127419434E0,8.996292114E-1
6.091326383E1,2.299967194E0,-9.028175812E0,1.034199371E0
6.092328683E1,2.215243378E0,-8.929830322E0,1.170266418E0
6.093331083E1,2.120939484E0,-8.852141876E0,1.269809418E0
6.094333383E1,2.083367615E0,-8.827293549E0,1.456770630E0
6.095335783E1,2.119741974E0,-8.759783936E0,1.526525574E0
6.096338183E1,2.255060577E0,-8.669072571E0,1.450334015E0
6.097340483E1,2.359393616E0,-8.630602570E0,1.457668762E0
6.098342883E1,2.399210815E0,-8.629704437E0,1.496887207E0
6.099345183E1,2.407443695E0,-8.618926849E0,1.634900208E0
6.100347583E1,2.452200623E0,-8.637787628E0,1.826950836E0
6.101349883E1,2.486778717E0,-8.668623505E0,1.939067688E0
6.102352283E1,2.553689575E0,-8.697663116E0,2.147434387E0
6.103354583E1,2.574795685E0,-8.867709503E0,2.352208557E0
6.104356983E1,2.589315491E0,-9.173972626E0,2.318378906E0
6.105359283E1,2.805615692E0,-9.423354034E0,2.110610962E0
6.106361683E1,3.125500488E0,-9.531129913E0,2.036215668E0
6.107363983E1,3.418890381E0,-9.535470886E0,1.974244537E0
6.108366383E1,3.499422913E0,-9.562714233E0,1.905986481E0
6.109368683E1,3.401227112E0,-9.638157349E0,1.961071930E0
6.110371083E1,3.431763611E0,-9.642348633E0,2.054627380E0
6.111373383E1,3.409459991E0,-9.583820343E0,2.257605286E0
6.112375783E1,3.340902557E0,-9.523196411E0,2.528242493E0
6.113378083E1,3.290607147E0,-9.420360260E0,2.702929230E0
6.114380483E1,3.288062439E0,-9.225315857E0,2.827619934E0
6.115382783E1,3.266207886E0,-9.039103088E0,2.993624725E0
6.116385183E1,3.298241272E0,-8.914412384E0,2.955753479E0
6.117387483E1,3.281625824E0,-8.731941833E0,2.866539001E0
6.118389883E1,3.232827301E0,-8.490493927E0,2.768492889E0
6.119392283E1,3.174748077E0,-8.266709290E0,2.794538727E0
6.120394583E1,3.178490295E0,-8.107440491E0,2.935395813E0
6.121396983E1,3.179089050E0,-8.040230255E0,3.107986908E0
6.122399283E1,3.149750061E0,-7.950417023E0,3.225342865E0
6.123401683E1,3.135529633E0,-7.787406006E0,3.296894073E0
6.124403983E1,3.114722900E0,-7.616012421E0,3.422482910E0
6.125406383E1,2.958298187E0,-7.578739929E0,3.536545715E0
6.126408683E1,2.876867523E0,-7.535928955E0,3.648961945E0
6.127411083E1,2.906805267E0,-7.449708252E0,3.819457397E0
6.128413383E1,3.158881073E0,-7.413932648E0,3.852538605E0
6.129415783E1,3.319946136E0,-7.414531403E0,3.857628021E0
6.130418083E1,3.377426605E0,-7.441325684E0,3.978875885E0
6.131420483E1,3.333867188E0,-7.524402924E0,4.109554138E0
6.132422783E1,3.306923218E0,-7.642207947E0,4.197571106E0
6.133425183E1,3.414549408E0,-7.722291412E0,4.232747955E0
6.134427483E1,3.646417236E0,-7.739804993E0,4.274361420E0
6.135429883E1,3.838018799E0,-7.754025421E0,4.258344727E0
6.136432283E1,3.952081604E0,-7.761060791E0,4.224515076E0
6.137434583E1,4.024530945E0,-7.774981842E0,4.325554962E0
6.138436983E1,4.064647522E0,-7.766449585E0,4.592150574E0
6.139439283E1,4.141587524E0,-7.728129272E0,4.861889648E0
6.140441683E1,4.204756165E0,-7.740703125E0,5.096002808E0
6.141443983E1,4.179009705E0,-7.799979858E0,5.351222076E0
6.142446383E1,4.177363129E0,-7.928113403E0,5.505251770E0
6.143448683E1,4.311334534E0,-7.991731110E0,5.524411926E0
6.144451058E1,4.481829987E0,-7.866741028E0,5.386548615E0
6.145453358E1,4.571343842E0,-7.601941681E0,5.246290283E0
6.146455758E1,4.612508240E0,-7.335795135E0,5.343438263E0
6.147458058E1,4.536316681E0,-7.169640656E0,5.520819397E0
6.148460458E1,4.365222473E0,-7.157515869E0,5.634882202E0
6.149462758E1,4.159101105E0,-7.223827972E0,5.564528503E0
6.150465158E1,3.988156586E0,-7.265142059E0,5.476062469E0
6.151467458E1,3.946243744E0,-7.118596802E0,5.510041809E0
6.152469858E1,3.935615845E0,-6.998247070E0,5.646707611E0
6.153472258E1,3.844605103E0,-7.031627655E0,5.766308899E0
6.154474558E1,3.719615021E0,-7.084916840E0,5.876928864E0
6.155476958E1,3.707789612E0,-7.169041901E0,5.931265869E0
6.156479258E1,3.893703003E0,-7.180567932E0,5.845494232E0
6.157481658E1,4.042792969E0,-7.085066528E0,5.788911896E0
6.158483958E1,4.380939789E0,-6.822512512E0,5.777834930E0
6.159486358E1,4.667743378E0,-6.482419739E0,5.899531860E0
6.160488658E1,4.708458710E0,-6.308780823E0,6.073769531E0
6.161491058E1,4.600084076E0,-6.256838837E0,6.290967865E0
6.162493358E1,4.561763763E0,-6.126310272E0,6.451134796E0
6.163495758E1,4.567302246E0,-5.985902252E0,6.570885773E0
6.164498058E1,4.495601349E0,-5.839506683E0,6.598129120E0
6.165500458E1,4.562212830E0,-5.650449829E0,6.519692230E0
6.166502758E1,4.619842987E0,-5.563780060E0,6.452481995E0
6.167505158E1,4.683311005E0,-5.551655273E0,6.280040588E0
6.168507458E1,4.849016418E0,-5.513484650E0,6.168073425E0
6.169509858E1,5.009333038E0,-5.413193207E0,6.126459961E0
6.170512158E1,5.140460358E0,-5.368136902E0,6.156098328E0
6.171514558E1,5.125042419E0,-5.339396667E0,6.321055298E0
6.172516958E1,5.041665802E0,-5.287754059E0,6.584357758E0
6.173519258E1,4.908592529E0,-5.212011566E0,6.829398193E0
6.174521658E1,4.862787781E0,-5.154680786E0,6.975793762E0
6.175523958E1,4.888534241E0,-5.094505920E0,7.067103882E0
6.176526358E1,4.969216461E0,-5.027145996E0,7.035070496E0
6.177528658E1,5.071603546E0,-5.011278992E0,6.967710571E0
6.178531058E1,5.084177399E0,-4.943919067E0,6.904691620E0
6.179533358E1,5.143603821E0,-4.754263458E0,6.917415161E0
6.180535758E1,5.212909698E0,-4.609664154E0,7.055877228E0
6.181538058E1,5.199737091E0,-4.558769989E0,7.093299408E0
6.182540458E1,5.235063629E0,-4.539160767E0,6.946005707E0
6.183542758E1,5.365143127E0,-4.465064850E0,6.922953644E0
6.184545158E1,5.540129242E0,-4.408332825E0,6.958729248E0
6.185547458E1,5.641917572E0,-4.295317841E0,7.041806488E0
6.186549858E1,5.848488007E0,-4.217030640E0,7.109016724E0
6.187552258E1,5.970484314E0,-4.210743713E0,7.164102173E0
6.188554558E1,6.000422058E0,-4.248764648E0,7.284900970E0
6.189556958E1,6.139931946E0,-4.304897919E0,7.265740814E0
6.190559258E1,6.288872223E0,-4.340374146E0,7.219636688E0
6.191561658E1,6.387517090E0,-4.280049591E0,7.269033966E0
6.192563958E1,6.369853821E0,-4.279151459E0,7.365433502E0
6.193566358E1,6.148164825E0,-4.428989868E0,7.347171478E0
6.194568658E1,5.860762482E0,-4.474794617E0,7.321275330E0
6.195571058E1,5.729784851E0,-4.360432434E0,7.289990387E0
6.196573358E1,5.647905121E0,-4.205354919E0,7.287146301E0
6.197575758E1,5.507197723E0,-4.055366821E0,7.175328827E0
6.198578058E1,5.425767059E0,-3.904330902E0,7.165748749E0
6.199580458E1,5.412893829E0,-3.738026733E0,7.307054901E0
6.200582758E1,5.348976746E0,-3.611689453E0,7.435338135E0
6.201585158E1,5.379213867E0,-3.506458282E0,7.513475647E0
6.202587458E1,5.410199432E0,-3.398383026E0,7.549850006E0
6.203589858E1,5.407355347E0,-3.253035278E0,7.612868958E0
6.204592258E1,5.293591919E0,-3.051853638E0,7.757767639E0
6.205594558E1,5.213358765E0,-2.863994293E0,7.888146515E0
6.206596958E1,5.238057404E0,-2.737207947E0,7.886499939E0
6.207599258E1,5.271138611E0,-2.690954132E0,7.799231415E0
6.208601658E1,5.319488068E0,-2.582429810E0,7.656128998E0
6.209603958E1,5.284011841E0,-2.412682800E0,7.577542419E0
6.210606358E1,5.073250122E0,-2.315085754E0,7.687264252E0
6.211608658E1,4.982987823E0,-2.257156219E0,7.755372620E0
6.212611058E1,5.043162689E0,-2.224075012E0,7.717201996E0
6.213613358E1,5.326673126E0,-2.263742523E0,7.658673706E0
6.214615758E1,5.649402008E0,-2.293680267E0,7.650141449E0
6.215618058E1,5.939648438E0,-2.257605286E0,7.601043549E0
6.216620458E1,5.993686066E0,-2.233355713E0,7.656128998E0
6.217622758E1,5.909111938E0,-2.244282990E0,7.732619934E0
6.218625158E1,5.975274353E0,-2.301613770E0,7.766449585E0
6.219627558E1,6.199358368E0,-2.520009613E0,7.724387054E0
6.220629858E1,6.240672455E0,-2.827021179E0,7.681426392E0
6.221632258E1,6.151907043E0,-2.992427216E0,7.682773590E0
6.222634558E1,6.104904785E0,-2.982547760E0,7.828869781E0
6.223636958E1,5.874234467E0,-2.882705383E0,8.224048004E0
6.224639258E1,5.447471924E0,-2.764151917E0,8.628357239E0
6.225641658E1,5.170398102E0,-2.751128998E0,8.931626587E0
6.226643958E1,5.126988373E0,-2.794389038E0,9.028175812E0
6.227646358E1,5.336103516E0,-2.848726044E0,8.945098572E0
6.228648658E1,5.691015472E0,-2.893782349E0,8.640332336E0
6.229651058E1,6.022875366E0,-2.835104370E0,8.254434814E0
6.230653358E1,6.345604248E0,-2.763852539E0,7.983947296E0
6.231655758E1,6.606661377E0,-2.775677948E0,7.845185852E0
6.232658058E1,6.761888580E0,-2.765050049E0,7.862100677E0
6.233660458E1,6.847061462E0,-2.671943665E0,7.878267059E0
6.234662858E1,6.747518463E0,-2.599494324E0,8.033194885E0
6.235665158E1,6.657405853E0,-2.504292297E0,8.158484344E0
6.236667558E1,6.634653168E0,-2.395618286E0,8.169561310E0
6.237669858E1,6.534661102E0,-2.147883453E0,8.258775787E0
6.238672258E1,6.432872772E0,-1.891766052E0,8.324040070E0
6.239674558E1,6.157894592E0,-1.724563751E0,8.318202209E0
6.240676958E1,5.736221466E0,-1.449735260E0,8.140970764E0
6.241679258E1,5.352120209E0,-1.177301788E0,8.055049438E0
6.242681658E1,4.960983582E0,-9.509724426E-1,8.108039246E0
6.243684017E1,4.792134705E0,-7.991880798E-1,8.130193176E0
6.244686417E1,4.745132446E0,-7.819738770E-1,8.160430298E0
6.245688717E1,4.847220154E0,-9.077124023E-1,8.282725983E0
6.246691117E1,5.115162964E0,-1.006656647E0,8.325087891E0
6.247693517E1,5.524262238E0,-1.039887543E0,8.146509247E0
6.248695817E1,5.867498474E0,-9.951306152E-1,7.899672546E0
6.249698217E1,5.850733337E0,-9.310638428E-1,7.875422974E0
6.250700517E1,5.621410217E0,-8.144563293E-1,8.052504730E0
6.251702917E1,5.490881653E0,-6.105802917E-1,8.182733917E0
6.252705217E1,5.401966553E0,-5.472619629E-1,8.265362091E0
6.253707617E1,5.217849426E0,-3.857478333E-1,8.337661743E0
6.254709917E1,5.213508453E0,-1.627116394E-1,8.390801239E0
6.255712317E1,5.231321411E0,-5.837860107E-3,8.260721741E0
6.256714617E1,5.214855652E0,6.331832886E-2,8.182883606E0
6.257717017E1,5.208119659E0,1.178050232E-1,8.143216095E0
6.258719317E1,5.188211060E0,1.613644409E-1,8.289761353E0
6.259721717E1,5.127287750E0,1.145118713E-1,8.538394318E0
6.260724017E1,5.118905182E0,2.649490356E-2,8.708889771E0
6.261726417E1,5.216352539E0,-1.631607056E-2,8.788075104E0
6.262728817E1,5.353168030E0,-9.131011963E-2,8.845256195E0
6.263731117E1,5.405708771E0,-2.086660767E-1,8.858428802E0
6.264733517E1,5.291645966E0,-2.405497742E-1,8.865164795E0
6.265735817E1,5.187612305E0,-1.516346741E-1,8.813821564E0
6.266738217E1,4.994364166E0,-1.107696533E-2,8.799750824E0
6.267740517E1,4.870122528E0,1.459465027E-1,8.890911255E0
6.268742917E1,4.974455566E0,2.098635864E-1,8.895551605E0
6.269745217E1,5.056934052E0,1.908531189E-1,8.954079895E0
6.270747617E1,5.157973938E0,2.329156494E-1,8.972491608E0
6.271749917E1,5.201982422E0,2.751278687E-1,8.954978027E0
6.272752317E1,5.141059113E0,2.712359619E-1,9.163644104E0
6.273754617E1,5.215304718E0,3.056643677E-1,9.457632751E0
6.274757017E1,5.253175964E0,2.300715637E-1,9.524842987E0
6.275759317E1,5.143304443E0,1.505868530E-1,9.439370728E0
6.276761717E1,5.103636932E0,2.547702026E-1,9.421108704E0
6.277764117E1,5.140160980E0,4.296066284E-1,9.349707184E0
6.278766417E1,5.128934326E0,5.632786560E-1,9.214837646E0
6.279768817E1,5.134323120E0,6.854246521E-1,9.089548187E0
6.280771117E1,5.077591095E0,8.825646973E-1,9.017996979E0
6.281773517E1,4.908891907E0,1.097667389E0,8.995992737E0
6.282775817E1,4.684508514E0,1.289867706E0,9.044192505E0
6.283778217E1,4.420457611E0,1.509760437E0,9.222920837E0
6.284780517E1,4.188440094E0,1.797911224E0,9.480684814E0
6.285782917E1,4.057612152E0,2.010169830E0,9.680070190E0
6.286785217E1,3.983516235E0,2.129471741E0,9.708361359E0
6.287787617E1,3.860023041E0,2.207459564E0,9.671088867E0
6.288789917E1,4.001329193E0,2.280058594E0,9.494456177E0
6.289792317E1,4.220623169E0,2.296524353E0,9.467961273E0
6.290794717E1,4.400698700E0,2.231260071E0,9.539362793E0
6.291797017E1,4.603676605E0,2.121687927E0,9.417965240E0
6.292799417E1,4.751718750E0,1.993255005E0,9.300160217E0
6.293801717E1,4.888234863E0,1.861828308E0,9.243278503E0
6.294804117E1,4.953199768E0,1.831740875E0,9.140592041E0
6.295806417E1,4.723427582E0,2.020797729E0,9.101523285E0
6.296808817E1,4.430935822E0,2.255060577E0,9.144034882E0
6.297811117E1,4.264481964E0,2.429747314E0,9.167086945E0
6.298813517E1,4.134552155E0,2.569556580E0,9.129814453E0
6.299815817E1,4.088597717E0,2.783461761E0,9.170529785E0
6.300818217E1,4.014651489E0,2.971021729E0,9.325607300E0
6.301820517E1,3.872896271E0,3.107687531E0,9.314380646E0
6.302822917E1,3.723057861E0,3.229983215E0,9.207353210E0
6.303825317E1,3.666625214E0,3.336561584E0,9.213340759E0
6.304827617E1,3.752247162E0,3.511547699E0,9.307644653E0
6.305830017E1,4.030219116E0,3.706592102E0,9.421707458E0
6.306832317E1,4.124523010E0,3.856280823E0,9.420509949E0
6.307834717E1,4.106410675E0,4.038601685E0,9.429042206E0
6.308837017E1,3.938759308E0,4.322561188E0,9.600286102E0
6.309839417E1,3.716920624E0,4.514761505E0,9.746232605E0
6.310841717E1,3.626957703E0,4.527934113E0,9.723479919E0
6.311844117E1,3.464844818E0,4.555626526E0,9.537117462E0
6.312846417E1,3.456911316E0,4.698878632E0,9.401200104E0
6.313848817E1,3.348686371E0,4.930596771E0,9.476343842E0
6.314851117E1,3.170556793E0,5.267695770E0,9.532177734E0
6.315853517E1,3.163820801E0,5.568869476E0,9.455237732E0
6.316855917E1,3.056793365E0,5.727090454E0,9.494905243E0
6.317858217E1,2.812501373E0,5.821843414E0,9.466314697E0
6.318860617E1,2.759960632E0,5.973029022E0,9.342522125E0
6.319862917E1,3.065924377E0,6.156547394E0,9.471853180E0
6.320865317E1,3.425626373E0,6.278543701E0,9.588161316E0
6.321867617E1,3.934418335E0,6.339317322E0,9.631271667E0
6.322870017E1,4.425846405E0,6.434369659E0,9.544302521E0
6.323872317E1,4.452041931E0,6.718478851E0,9.369915161E0
6.324874717E1,4.228107605E0,7.080875244E0,9.210197296E0
6.325877017E1,4.021686859E0,7.404651947E0,9.223669281E0
6.326879417E1,3.760929108E0,7.635022888E0,9.107510834E0
6.327881717E1,3.739673309E0,7.691904602E0,8.697812805E0
6.328884117E1,3.735332336E0,7.755971375E0,8.329877930E0
6.329886517E1,3.630849609E0,7.989635468E0,7.917485504E0
6.330888817E1,3.668720856E0,8.208181000E0,7.720345459E0
6.331891217E1,3.833677826E0,8.281229095E0,7.465126190E0
6.332893517E1,4.086352386E0,8.382718048E0,7.325167236E0
6.333895917E1,4.509372711E0,8.546327820E0,7.539222107E0
6.334898217E1,4.599934387E0,8.738378448E0,7.829019470E0
6.335900617E1,4.221970367E0,8.857231293E0,7.580835571E0
6.336902917E1,3.698209534E0,8.981622620E0,7.414381714E0
6.337905317E1,3.103346558E0,9.356592865E0,7.414681091E0
6.338907617E1,2.447859650E0,9.851164398E0,7.380701752E0
6.339910017E1,1.996847534E0,1.018751495E1,7.492968292E0
6.340912417E1,1.745819550E0,1.040351578E1,7.564519501E0
6.341914717E1,1.727108459E0,1.060814026E1,7.547005920E0
6.342917117E1,1.936223602E0,1.079285614E1,7.688461761E0
6.343919329E1,2.273472290E0,1.084958817E1,7.659721527E0
6.344921729E1,2.534828796E0,1.068343369E1,7.306905212E0
6.345924029E1,2.822829895E0,1.042013123E1,6.875951385E0
6.346926429E1,3.172951813E0,1.039004379E1,6.362070007E0
6.347928729E1,3.297193451E0,1.047970734E1,5.718258820E0
6.348931129E1,3.204835510E0,1.047312103E1,5.100044403E0
6.349933429E1,2.817291412E0,1.035845947E1,4.728516998E0
6.350935829E1,2.512076111E0,1.029828461E1,4.503834229E0
6.351938129E1,2.378254395E0,1.047985703E1,4.302951965E0
6.352940529E1,2.282303925E0,1.063942520E1,4.374054108E0
6.353942929E1,1.957928467E0,1.053299652E1,4.428690491E0
6.354945229E1,1.390009460E0,1.037717056E1,4.406985626E0
6.355947629E1,1.026116180E0,1.035816010E1,4.283492432E0
6.356949929E1,9.226812744E-1,1.045216461E1,3.993395691E0
6.357952329E1,9.119036865E-1,1.056128769E1,3.617677002E0
6.358954629E1,8.921447754E-1,1.078626984E1,3.308869171E0
6.359957029E1,9.147477722E-1,1.091530151E1,3.179687805E0
6.360959329E1,1.205443268E0,1.095826218E1,2.880160675E0
6.361961729E1,1.729802856E0,1.089494385E1,2.485132141E0
6.362964029E1,2.078278198E0,1.067535049E1,2.517614594E0
6.363966429E1,2.088307343E0,1.039348663E1,2.456990662E0
6.364968729E1,2.008822632E0,1.032582733E1,2.300715637E0
6.365971129E1,1.564696198E0,1.043435165E1,2.290087738E0
6.366973529E1,9.876461792E-1,1.058433975E1,2.270777893E0
6.367975829E1,4.608915710E-1,1.078028229E1,2.232008514E0
6.368978229E1,9.849517822E-2,1.100062408E1,2.277663574E0
6.369980529E1,-5.343887329E-2,1.122276215E1,2.402503967E0
6.370982929E1,-2.883004761E-1,1.132514923E1,2.282752991E0
6.371985229E1,-5.848338318E-1,1.132245483E1,2.101629639E0
6.372987629E1,-9.331594849E-1,1.135194351E1,1.873953094E0
6.373989929E1,-1.157991943E0,1.139250916E1,1.534309387E0
6.374992329E1,-1.131047974E0,1.142663818E1,1.236428833E0
6.375994629E1,-8.613088989E-1,1.148082550E1,9.940827942E-1
6.376997029E1,-7.518864441E-1,1.136302048E1,7.343728638E-1
6.377999329E1,-6.493496704E-1,1.119731506E1,6.010002136E-1
6.379001729E1,-5.313949585E-1,1.107546844E1,4.733157349E-1
6.380004129E1,-5.827381897E-1,1.089374634E1,3.905378723E-1
6.381006429E1,-8.729846191E-1,1.073193283E1,5.126838684E-1
6.382008829E1,-1.190474396E0,1.061532532E1,4.938230896E-1
