"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.418594729E1,-8.143405914E0,-4.151333618E1,3.012052917E1
6.419597129E1,-8.221488953E0,-4.124459839E1,3.053393555E1
6.420599429E1,-8.411163330E0,-4.095202637E1,3.113040161E1
6.421601829E1,-8.553508759E0,-4.039263916E1,3.158131409E1
6.422604129E1,-8.892913818E0,-4.003100586E1,3.210591125E1
6.423606529E1,-9.374977112E0,-3.945611572E1,3.268919373E1
6.424608829E1,-9.754981995E0,-3.908715820E1,3.303233337E1
6.425611229E1,-1.005472183E1,-3.869055176E1,3.328782654E1
6.426613529E1,-1.025842667E1,-3.822097778E1,3.359432983E1
6.427615929E1,-1.034467316E1,-3.796368408E1,3.381005859E1
6.428618229E1,-1.049541855E1,-3.777984619E1,3.389486694E1
6.429620629E1,-1.078832245E1,-3.774343872E1,3.398985291E1
6.430622929E1,-1.090970612E1,-3.772473145E1,3.409051514E1
6.431625329E1,-1.105886078E1,-3.759393311E1,3.407331848E1
6.432627729E1,-1.112171173E1,-3.744998169E1,3.410342407E1
6.433630029E1,-1.109683228E1,-3.725091553E1,3.433311462E1
6.434632429E1,-1.117743683E1,-3.707409668E1,3.451542664E1
6.435634729E1,-1.129346085E1,-3.687338257E1,3.449891663E1
6.436637129E1,-1.130369949E1,-3.680108643E1,3.452584839E1
6.437639429E1,-1.124242783E1,-3.668746948E1,3.459167480E1
6.438641829E1,-1.113187790E1,-3.638421631E1,3.471707153E1
6.439644129E1,-1.104429245E1,-3.614730835E1,3.507466125E1
6.440646529E1,-1.103384018E1,-3.589382935E1,3.547485352E1
6.441648829E1,-1.105769730E1,-3.568023682E1,3.567021179E1
6.442651229E1,-1.087686157E1,-3.547656250E1,3.589669800E1
6.443653629E1,-1.089394760E1,-3.537399292E1,3.625627136E1
6.444655979E1,-1.086339951E1,-3.502270508E1,3.648129272E1
6.445658379E1,-1.068564987E1,-3.479492188E1,3.675141907E1
6.446660679E1,-1.060304260E1,-3.464340210E1,3.690258789E1
6.447663079E1,-1.055952454E1,-3.452746582E1,3.703274536E1
6.448665379E1,-1.039780807E1,-3.453262329E1,3.710784912E1
6.449667779E1,-1.006667709E1,-3.448724365E1,3.707350159E1
6.450670079E1,-9.858951569E0,-3.443466187E1,3.710508728E1
6.451672479E1,-9.503047943E0,-3.457290649E1,3.710057068E1
6.452674779E1,-9.255348206E0,-3.474676514E1,3.700779724E1
6.453677179E1,-8.908882141E0,-3.504595947E1,3.691181946E1
6.454679579E1,-8.693508148E0,-3.521170044E1,3.677305603E1
6.455681879E1,-8.443264008E0,-3.531338501E1,3.666168213E1
6.456684279E1,-8.453826904E0,-3.539971924E1,3.663510132E1
6.457686579E1,-8.257343292E0,-3.545584106E1,3.660247803E1
6.458688979E1,-8.089214325E0,-3.552215576E1,3.670001221E1
6.459691279E1,-7.949352264E0,-3.554791260E1,3.667309570E1
6.460693679E1,-7.799579620E0,-3.540359497E1,3.682743835E1
6.461695979E1,-7.696521759E0,-3.535140991E1,3.689688110E1
6.462698379E1,-7.547531128E0,-3.526959229E1,3.716491699E1
6.463700779E1,-7.403717041E0,-3.530468750E1,3.725242615E1
6.464703079E1,-7.231815338E0,-3.525357056E1,3.729319763E1
6.465705479E1,-7.039596558E0,-3.532931519E1,3.735284424E1
6.466707779E1,-6.659755707E0,-3.549356079E1,3.729563904E1
6.467710179E1,-6.269351959E0,-3.578176880E1,3.699272156E1
6.468712479E1,-5.814636230E0,-3.587408447E1,3.698146057E1
6.469714879E1,-5.377223969E0,-3.628512573E1,3.689326477E1
6.470717179E1,-5.048255920E0,-3.658914185E1,3.656150818E1
6.471719579E1,-4.690601349E0,-3.683810425E1,3.608102417E1
6.472721879E1,-4.536251068E0,-3.718679810E1,3.601426697E1
6.473724279E1,-4.356830597E0,-3.741781616E1,3.587170410E1
6.474726679E1,-4.165744781E0,-3.759197998E1,3.570391846E1
6.475728979E1,-4.009983063E0,-3.793011475E1,3.549374390E1
6.476731379E1,-3.995223999E0,-3.808242798E1,3.515129089E1
6.477733679E1,-3.916477203E0,-3.816323853E1,3.495372009E1
6.478736079E1,-3.851974487E0,-3.832452393E1,3.491151428E1
6.479738379E1,-3.891025543E0,-3.851931763E1,3.484498596E1
6.480740779E1,-3.732044220E0,-3.851043701E1,3.470478821E1
6.481743079E1,-3.557106018E0,-3.864132690E1,3.439355469E1
6.482745479E1,-3.426383972E0,-3.878280640E1,3.430583191E1
6.483747779E1,-3.238735199E0,-3.901226807E1,3.409301758E1
6.484750179E1,-3.010444641E0,-3.924700928E1,3.397053528E1
6.485752579E1,-2.903148651E0,-3.944921875E1,3.362774658E1
6.486754879E1,-2.740463257E0,-3.964172363E1,3.349951172E1
6.487757279E1,-2.579227448E0,-3.989248657E1,3.329840088E1
6.488759579E1,-2.437221527E0,-4.003244019E1,3.325665283E1
6.489761979E1,-2.251579285E0,-4.011193848E1,3.313523865E1
6.490764279E1,-2.134590149E0,-4.019189453E1,3.313534546E1
6.491766679E1,-1.915294647E0,-4.018218994E1,3.303694153E1
6.492768979E1,-1.690322876E0,-4.013281250E1,3.307572937E1
6.493771379E1,-1.533571243E0,-4.001470947E1,3.308499146E1
6.494773679E1,-1.382179260E0,-3.987606812E1,3.315931702E1
6.495776079E1,-1.252113342E0,-3.983102417E1,3.310000610E1
6.496778479E1,-1.241903305E0,-3.973303223E1,3.322734070E1
6.497780779E1,-1.270982742E0,-3.977105713E1,3.347018433E1
6.498783179E1,-1.302705765E0,-3.968643188E1,3.368391418E1
6.499785479E1,-1.327365875E0,-3.956015015E1,3.378259277E1
6.500787879E1,-1.295906067E0,-3.927108765E1,3.398281860E1
6.501790179E1,-1.430967331E0,-3.909921265E1,3.413610840E1
6.502792579E1,-1.425611496E0,-3.900732422E1,3.426097107E1
6.503794879E1,-1.368885040E0,-3.891833496E1,3.452464294E1
6.504797279E1,-1.290628433E0,-3.873870850E1,3.469171143E1
6.505799679E1,-9.825649261E-1,-3.860394287E1,3.474543762E1
6.506801979E1,-9.524459839E-1,-3.844204712E1,3.473056030E1
6.507804379E1,-9.104270935E-1,-3.849661255E1,3.468014526E1
6.508806679E1,-9.104270935E-1,-3.849661255E1,3.468014526E1
6.509809079E1,-9.064483643E-1,-3.845513916E1,3.463053894E1
6.510811379E1,-7.602977753E-1,-3.844625854E1,3.463439941E1
6.511813779E1,-7.555103302E-1,-3.839892578E1,3.479286194E1
6.512816079E1,-8.239116669E-1,-3.837634277E1,3.479641724E1
6.513818479E1,-1.088247299E0,-3.852896118E1,3.477711487E1
6.514820779E1,-1.183401108E0,-3.849493408E1,3.485873413E1
6.515823179E1,-1.106300354E0,-3.837716675E1,3.506809998E1
6.516825579E1,-1.045549393E0,-3.807720947E1,3.520411682E1
6.517827879E1,-1.106309891E0,-3.795242310E1,3.550793457E1
6.518830279E1,-1.070560455E0,-3.795724487E1,3.575827026E1
6.519832579E1,-1.190788269E0,-3.784622192E1,3.589103699E1
6.520834979E1,-1.271650314E0,-3.777285767E1,3.578083801E1
6.521837279E1,-1.305068970E0,-3.771878052E1,3.572634888E1
6.522839679E1,-1.502017975E0,-3.772189331E1,3.576763916E1
6.523841979E1,-1.454030991E0,-3.770724487E1,3.595248413E1
6.524844379E1,-1.455154419E0,-3.769085693E1,3.598252869E1
6.525846779E1,-1.453147888E0,-3.778146362E1,3.610174561E1
6.526849079E1,-1.378795624E0,-3.774572754E1,3.608538818E1
6.527851479E1,-1.406549454E0,-3.770468140E1,3.604310608E1
6.528853779E1,-1.502933502E0,-3.775665283E1,3.579205322E1
6.529856179E1,-1.524721146E0,-3.770678711E1,3.576957703E1
6.530858479E1,-1.606723785E0,-3.782287598E1,3.569772339E1
6.531860879E1,-1.610980988E0,-3.799740601E1,3.571432495E1
6.532863179E1,-1.790473938E0,-3.800860596E1,3.575363159E1
6.533865579E1,-1.769020081E0,-3.801925659E1,3.568167114E1
6.534867879E1,-1.902061462E0,-3.804046631E1,3.572871399E1
6.535870279E1,-2.015365601E0,-3.806750488E1,3.555209351E1
6.536872679E1,-2.113742828E0,-3.810061646E1,3.540185547E1
6.537874979E1,-2.238121033E0,-3.817395020E1,3.535888672E1
6.538877379E1,-2.348030090E0,-3.811456299E1,3.539965820E1
6.539879679E1,-2.438247681E0,-3.812075806E1,3.525389099E1
6.540882079E1,-2.467014313E0,-3.816073608E1,3.515388489E1
6.541884379E1,-2.608432770E0,-3.819253540E1,3.487866211E1
6.542886779E1,-2.764049530E0,-3.842092896E1,3.478498840E1
6.543889079E1,-2.865203857E0,-3.857861328E1,3.478997803E1
6.544891442E1,-3.042961121E0,-3.872470093E1,3.468724060E1
6.545893842E1,-3.186199188E0,-3.899307251E1,3.442857361E1
6.546896142E1,-3.299503326E0,-3.923922729E1,3.423844910E1
6.547898542E1,-3.414054871E0,-3.929742432E1,3.407341003E1
6.548900842E1,-3.336067200E0,-3.928741455E1,3.380810547E1
6.549903242E1,-3.491836548E0,-3.948803711E1,3.374543762E1
6.550905542E1,-3.481678009E0,-3.966046143E1,3.372621155E1
6.551907942E1,-3.536605835E0,-3.971133423E1,3.346760559E1
6.552910242E1,-3.584869385E0,-3.976345825E1,3.344035339E1
6.553912642E1,-3.767093658E0,-3.969070435E1,3.327145386E1
6.554915042E1,-3.894069672E0,-3.972229004E1,3.323738098E1
6.555917342E1,-4.197658539E0,-3.968457031E1,3.319969177E1
6.556919742E1,-4.369731903E0,-3.966174316E1,3.337391663E1
6.557922042E1,-4.547374725E0,-3.960906982E1,3.348657227E1
6.558924442E1,-4.527088165E0,-3.961477661E1,3.353588867E1
6.559926742E1,-4.469669342E0,-3.956036377E1,3.363313293E1
6.560929142E1,-4.552204132E0,-3.961761475E1,3.363012695E1
6.561931442E1,-4.810890198E0,-3.961590576E1,3.378280640E1
6.562933842E1,-4.963832855E0,-3.941452026E1,3.385762024E1
6.563936242E1,-5.049682617E0,-3.934713745E1,3.389656067E1
6.564938542E1,-5.136653900E0,-3.923501587E1,3.403082275E1
6.565940942E1,-5.146068573E0,-3.911914062E1,3.411959839E1
6.566943242E1,-5.074005127E0,-3.901846313E1,3.427943420E1
6.567945642E1,-5.064487457E0,-3.876870728E1,3.425967407E1
6.568947942E1,-5.019905090E0,-3.861477661E1,3.453315735E1
6.569950342E1,-5.046623230E0,-3.846511841E1,3.461663818E1
6.570952642E1,-4.973701477E0,-3.817333984E1,3.494165039E1
6.571955042E1,-4.895694733E0,-3.808950806E1,3.496784973E1
6.572957342E1,-4.867031097E0,-3.794317627E1,3.496109009E1
6.573959742E1,-4.790615082E0,-3.777261353E1,3.509977722E1
6.574962142E1,-4.780052185E0,-3.776638794E1,3.526744080E1
6.575964442E1,-4.751918793E0,-3.771640015E1,3.546444702E1
6.576966842E1,-4.735103607E0,-3.770681763E1,3.544166565E1
6.577969142E1,-4.630435944E0,-3.764007568E1,3.561822510E1
6.578971542E1,-4.587581635E0,-3.750067139E1,3.561433411E1
6.579973842E1,-4.543136597E0,-3.728768921E1,3.566978455E1
6.580976242E1,-4.510925293E0,-3.715618896E1,3.588285828E1
6.581978542E1,-4.368618011E0,-3.697796631E1,3.598912048E1
6.582980942E1,-4.261920929E0,-3.681033325E1,3.601141357E1
6.583983342E1,-4.285041809E0,-3.677511597E1,3.618392944E1
6.584985642E1,-4.140739441E0,-3.674334717E1,3.619818115E1
6.585988042E1,-4.177818298E0,-3.655883789E1,3.624082947E1
6.586990342E1,-4.148059845E0,-3.651177979E1,3.618423462E1
6.587992742E1,-4.202148438E0,-3.660983276E1,3.623028564E1
6.588995042E1,-4.293800354E0,-3.666381836E1,3.611354065E1
6.589997442E1,-4.335277557E0,-3.676254272E1,3.625430298E1
6.590999742E1,-4.457847595E0,-3.675506592E1,3.640214539E1
6.592002142E1,-4.447334290E0,-3.681695557E1,3.635000610E1
6.593004542E1,-4.602775574E0,-3.686953735E1,3.641726685E1
6.594006842E1,-4.441860199E0,-3.696240234E1,3.629159546E1
6.595009242E1,-4.545207977E0,-3.714334106E1,3.611106873E1
6.596011542E1,-4.636928558E0,-3.712292480E1,3.594357300E1
6.597013942E1,-4.750961304E0,-3.731307983E1,3.572845459E1
6.598016242E1,-4.853466034E0,-3.739950562E1,3.553239441E1
6.599018642E1,-4.887615204E0,-3.748922729E1,3.530256653E1
6.600021042E1,-5.009517670E0,-3.769491577E1,3.523783875E1
6.601023342E1,-5.009517670E0,-3.769491577E1,3.523783875E1
6.602025742E1,-4.993083954E0,-3.753347778E1,3.439137268E1
6.603028042E1,-5.209476471E0,-3.744390869E1,3.379411316E1
6.604030442E1,-5.197860718E0,-3.778607178E1,3.380648804E1
6.605032742E1,-5.124397278E0,-3.807366943E1,3.384527588E1
6.606035142E1,-5.300601959E0,-3.793237305E1,3.355093384E1
6.607037442E1,-5.517395020E0,-3.790872192E1,3.382687378E1
6.608039842E1,-5.601516724E0,-3.796960449E1,3.371931458E1
6.609042242E1,-5.556140900E0,-3.808331299E1,3.405975342E1
6.610044542E1,-5.434898376E0,-3.805334473E1,3.375723267E1
6.611046942E1,-5.169898987E0,-3.799478149E1,3.389640808E1
6.612049242E1,-5.473754883E0,-3.818356323E1,3.380744934E1
6.613051642E1,-5.609092712E0,-3.832550049E1,3.366494751E1
6.614053942E1,-5.499942780E0,-3.847558594E1,3.370811462E1
6.615056342E1,-5.246746063E0,-3.851470947E1,3.319282532E1
6.616058642E1,-4.861320496E0,-3.878674316E1,3.261901855E1
6.617061042E1,-5.146759033E0,-3.913333130E1,3.296102905E1
6.618063442E1,-4.897365570E0,-3.940692139E1,3.296025085E1
6.619065742E1,-4.674400330E0,-3.949966431E1,3.251292419E1
6.620068142E1,-4.580707550E0,-3.962603760E1,3.266128540E1
6.621070442E1,-4.790130615E0,-3.991403198E1,3.244776917E1
6.622072842E1,-5.068088531E0,-4.004644775E1,3.232679749E1
6.623075142E1,-5.453651428E0,-4.031097412E1,3.223052979E1
6.624077542E1,-5.284233093E0,-4.026275635E1,3.156369019E1
6.625079842E1,-5.489864349E0,-4.040701294E1,3.145153809E1
6.626082242E1,-5.566173553E0,-4.055819702E1,3.146940613E1
6.627084642E1,-5.758007050E0,-4.094058228E1,3.112686157E1
6.628086942E1,-5.915672302E0,-4.098303223E1,3.117884827E1
6.629089342E1,-5.817173004E0,-4.084353638E1,3.105502319E1
6.630091642E1,-5.731319427E0,-4.073916626E1,3.086622620E1
6.631094042E1,-6.266910553E0,-4.120382690E1,3.078303528E1
6.632096342E1,-6.266910553E0,-4.120382690E1,3.078303528E1
6.633098742E1,-6.251411438E0,-4.141445923E1,3.023365784E1
6.634101142E1,-6.188587189E0,-4.161227417E1,2.994483948E1
6.635103442E1,-6.816082001E0,-4.149343872E1,2.957225037E1
6.636105842E1,-7.041381836E0,-4.163912964E1,2.928198242E1
6.637108142E1,-6.738967896E0,-4.169311523E1,2.908808899E1
6.638110542E1,-6.914020538E0,-4.138232422E1,2.925547791E1
6.639112842E1,-6.955425262E0,-4.141638184E1,2.915423584E1
6.640115242E1,-6.954414368E0,-4.139517212E1,2.942468262E1
6.641117542E1,-7.398090363E0,-4.158520508E1,2.939044189E1
6.642119942E1,-7.397979736E0,-4.167889404E1,2.922097778E1
6.643122342E1,-7.263507843E0,-4.175970459E1,2.925152588E1
6.644124704E1,-7.352252960E0,-4.193261719E1,2.919699097E1
6.645127104E1,-7.243038177E0,-4.221765137E1,2.900886536E1
6.646129404E1,-7.687290192E0,-4.238375854E1,2.850102234E1
6.647131804E1,-7.668327332E0,-4.242590332E1,2.820077515E1
6.648134104E1,-7.894721985E0,-4.259210205E1,2.846386719E1
6.649136504E1,-7.892971039E0,-4.259686279E1,2.838180542E1
6.650138804E1,-7.760051727E0,-4.277050781E1,2.760827637E1
6.651141204E1,-7.953945160E0,-4.272937012E1,2.772676086E1
6.652143604E1,-7.918746948E0,-4.307360840E1,2.739030457E1
6.653145904E1,-7.820518494E0,-4.312579346E1,2.726693726E1
6.654148304E1,-8.120574951E0,-4.330886841E1,2.662651062E1
6.655150604E1,-8.399951935E0,-4.328857422E1,2.651898193E1
6.656153004E1,-8.312316895E0,-4.352041626E1,2.646597290E1
6.657155304E1,-8.281665802E0,-4.356341553E1,2.609614563E1
6.658157704E1,-8.402122498E0,-4.366726685E1,2.592005920E1
6.659160104E1,-8.365562439E0,-4.370172119E1,2.560162354E1
6.660162404E1,-8.873722076E0,-4.393844604E1,2.556144714E1
6.661164804E1,-9.033348083E0,-4.383795166E1,2.545190430E1
6.662167104E1,-9.036041260E0,-4.385806274E1,2.564236450E1
6.663169504E1,-9.165203094E0,-4.388732910E1,2.552301025E1
6.664171804E1,-9.206153870E0,-4.397164917E1,2.609124756E1
6.665174204E1,-9.475296021E0,-4.390402222E1,2.611639404E1
6.666176504E1,-9.581150055E0,-4.378826904E1,2.588761902E1
6.667178904E1,-9.161167145E0,-4.371969604E1,2.586674500E1
6.668181304E1,-9.285663605E0,-4.374273682E1,2.587149048E1
6.669183604E1,-9.490425110E0,-4.395794678E1,2.570530701E1
6.670186004E1,-9.442314148E0,-4.417361450E1,2.538108826E1
6.671188304E1,-9.217411041E0,-4.421319580E1,2.510568237E1
6.672190704E1,-9.442596436E0,-4.412585449E1,2.471881104E1
6.673193004E1,-9.483860016E0,-4.424099731E1,2.454643250E1
6.674195404E1,-9.542621613E0,-4.443273926E1,2.398449707E1
6.675197804E1,-9.800415039E0,-4.467678833E1,2.421394348E1
6.676200104E1,-9.427516937E0,-4.462384033E1,2.398451233E1
6.677202504E1,-9.568981171E0,-4.486447144E1,2.373071289E1
6.678204804E1,-9.967487335E0,-4.474859619E1,2.409165955E1
6.679207204E1,-1.021799850E1,-4.500076294E1,2.411956787E1
6.680209504E1,-1.031670761E1,-4.485269165E1,2.395393372E1
6.681211904E1,-1.057324982E1,-4.481890869E1,2.421035767E1
6.682214204E1,-1.039007568E1,-4.490063477E1,2.378500366E1
6.683216604E1,-1.071695709E1,-4.485745239E1,2.380673218E1
6.684219004E1,-1.073222733E1,-4.483853149E1,2.350215149E1
6.685221304E1,-1.089120865E1,-4.473056030E1,2.360021973E1
6.686223704E1,-1.100870895E1,-4.467102051E1,2.310208130E1
6.687226004E1,-1.095233154E1,-4.486755371E1,2.305729675E1
6.688228404E1,-1.145735168E1,-4.482659912E1,2.291900635E1
6.689230704E1,-1.165129852E1,-4.500881958E1,2.328608704E1
6.690233104E1,-1.159077835E1,-4.485946655E1,2.284042358E1
6.691235504E1,-1.167974472E1,-4.489929199E1,2.255140686E1
6.692237804E1,-1.200317001E1,-4.483981323E1,2.212084961E1
6.693240204E1,-1.200714874E1,-4.495797729E1,2.213070679E1
6.694242504E1,-1.184615707E1,-4.532116699E1,2.176445007E1
6.695244904E1,-1.199861526E1,-4.582461548E1,2.110128784E1
6.696247204E1,-1.201717377E1,-4.592007446E1,2.051647949E1
6.697249604E1,-1.216905594E1,-4.573303223E1,2.018727112E1
6.698251904E1,-1.255227280E1,-4.603781128E1,1.962149048E1
6.699254304E1,-1.243496323E1,-4.629165649E1,1.930389404E1
6.700256704E1,-1.287196732E1,-4.638348389E1,1.874119568E1
6.701259004E1,-1.298837662E1,-4.645614624E1,1.827192688E1
6.702261404E1,-1.307878113E1,-4.649377441E1,1.798983765E1
6.703263704E1,-1.356911850E1,-4.657641602E1,1.783122253E1
6.704266104E1,-1.349464417E1,-4.653076172E1,1.732582092E1
6.705268404E1,-1.357733536E1,-4.648141479E1,1.704110718E1
6.706270804E1,-1.369293594E1,-4.666516113E1,1.693739319E1
6.707273204E1,-1.376593018E1,-4.682043457E1,1.674623108E1
6.708275504E1,-1.401511383E1,-4.725152588E1,1.637147522E1
6.709277904E1,-1.400909805E1,-4.716180420E1,1.603710938E1
6.710280204E1,-1.389723206E1,-4.730206299E1,1.565914917E1
6.711282604E1,-1.413902283E1,-4.727133179E1,1.515576172E1
6.712284904E1,-1.445071030E1,-4.755712891E1,1.522259521E1
6.713287304E1,-1.450737000E1,-4.765713501E1,1.498544312E1
6.714289704E1,-1.428073502E1,-4.778347778E1,1.471299744E1
6.715292004E1,-1.434484482E1,-4.787625122E1,1.446171570E1
6.716294404E1,-1.459312439E1,-4.779953003E1,1.389993286E1
6.717296704E1,-1.451462936E1,-4.800405884E1,1.322157288E1
6.718299104E1,-1.487150955E1,-4.801721191E1,1.260879517E1
6.719301404E1,-1.485218811E1,-4.805258179E1,1.211566162E1
6.720303804E1,-1.477093124E1,-4.825848389E1,1.205577087E1
6.721306204E1,-1.471917343E1,-4.832568359E1,1.149079895E1
6.722308504E1,-1.524393082E1,-4.844641113E1,1.099984741E1
6.723310904E1,-1.535673523E1,-4.840179443E1,1.032955933E1
6.724313204E1,-1.542058563E1,-4.841494751E1,1.023036194E1
6.725315604E1,-1.542850876E1,-4.831900024E1,9.859283447E0
6.726317904E1,-1.601117706E1,-4.837533569E1,9.747589111E0
6.727320304E1,-1.623591232E1,-4.851174927E1,9.208648682E0
6.728322604E1,-1.652896881E1,-4.842074585E1,8.763992310E0
6.729325004E1,-1.659407043E1,-4.846740723E1,8.562271118E0
6.730327404E1,-1.654201508E1,-4.843688965E1,8.409988403E0
6.731329704E1,-1.691535187E1,-4.840032959E1,8.229095459E0
6.732332104E1,-1.703355789E1,-4.831460571E1,8.227600098E0
6.733334404E1,-1.705495453E1,-4.818472290E1,7.665039062E0
6.734336804E1,-1.734807968E1,-4.828451538E1,7.687347412E0
6.735339104E1,-1.748629379E1,-4.823336792E1,7.257110596E0
6.736341504E1,-1.770652008E1,-4.804486084E1,6.996871948E0
6.737343904E1,-1.780488205E1,-4.810214233E1,6.739913940E0
6.738346204E1,-1.811561203E1,-4.817446899E1,6.411819458E0
6.739348604E1,-1.798815155E1,-4.807275391E1,5.871612549E0
6.740350904E1,-1.817427826E1,-4.814633179E1,5.529708862E0
6.741353304E1,-1.830710220E1,-4.831881714E1,5.405609131E0
6.742355604E1,-1.852124023E1,-4.799105835E1,5.131317139E0
6.743358004E1,-1.868165207E1,-4.802862549E1,4.689910889E0
6.744360408E1,-1.869136047E1,-4.802001953E1,4.566925049E0
6.745362708E1,-1.886306000E1,-4.800848389E1,4.464111328E0
6.746365108E1,-1.908101654E1,-4.833459473E1,3.665512085E0
6.747367408E1,-1.937854004E1,-4.823391724E1,3.608367920E0
6.748369808E1,-1.896931458E1,-4.787225342E1,3.133331299E0
6.749372108E1,-1.916107941E1,-4.765896606E1,3.159927368E0
6.750374508E1,-1.946751022E1,-4.785488892E1,2.685195923E0
6.751376908E1,-1.973467255E1,-4.790594482E1,2.275543213E0
6.752379208E1,-1.987452698E1,-4.779092407E1,2.044204712E0
6.753381608E1,-2.015997314E1,-4.776956177E1,1.373107910E0
6.754383908E1,-2.026940918E1,-4.764285278E1,7.745208740E-1
6.755386308E1,-2.041014099E1,-4.757376099E1,5.453643799E-1
6.756388608E1,-2.041639709E1,-4.767706299E1,1.048431396E-1
6.757391008E1,-2.061981964E1,-4.747131348E1,-3.449401855E-1
6.758393408E1,-2.076757431E1,-4.733358765E1,-5.604248047E-1
6.759395708E1,-2.082199478E1,-4.740368652E1,-9.111785889E-1
6.760398108E1,-2.138597870E1,-4.734640503E1,-1.051940918E0
6.761400408E1,-2.178548050E1,-4.727349854E1,-1.608154297E0
6.762402808E1,-2.161092377E1,-4.719628906E1,-1.712692261E0
6.763405108E1,-2.157592392E1,-4.716473389E1,-2.394683838E0
6.764407508E1,-2.172009659E1,-4.720669556E1,-2.578506470E0
6.765409908E1,-2.207533646E1,-4.710784912E1,-2.670516968E0
6.766412208E1,-2.179835510E1,-4.680001831E1,-3.334747314E0
6.767414608E1,-2.216433716E1,-4.678662109E1,-3.406875610E0
6.768416908E1,-2.232753372E1,-4.655075073E1,-3.843475342E0
6.769419308E1,-2.249690628E1,-4.645190430E1,-4.427337646E0
6.770421608E1,-2.270678711E1,-4.660781860E1,-4.604736328E0
6.771424008E1,-2.292338562E1,-4.650277710E1,-5.255020142E0
6.772426408E1,-2.316270828E1,-4.620062256E1,-6.369415283E0
6.773428708E1,-2.316450882E1,-4.601831055E1,-6.398635864E0
6.774431108E1,-2.342471313E1,-4.597225952E1,-6.756057739E0
6.775433408E1,-2.357943726E1,-4.574423218E1,-7.114379883E0
6.776435808E1,-2.368408203E1,-4.560980225E1,-7.281570435E0
6.777438108E1,-2.366075897E1,-4.549078369E1,-7.823303223E0
6.778440508E1,-2.399238586E1,-4.527804565E1,-8.034423828E0
6.779442908E1,-2.417477417E1,-4.533621216E1,-8.124771118E0
6.780445208E1,-2.458554459E1,-4.513681030E1,-8.564041138E0
6.781447608E1,-2.454657364E1,-4.492706299E1,-8.779342651E0
6.782449908E1,-2.425157928E1,-4.459780884E1,-9.317123413E0
6.783452308E1,-2.474351501E1,-4.434170532E1,-9.833374023E0
6.784454608E1,-2.502580643E1,-4.420156860E1,-9.936080933E0
6.785457008E1,-2.519606400E1,-4.420629883E1,-1.045303345E1
6.786459408E1,-2.543059540E1,-4.405416870E1,-1.052154541E1
6.787461708E1,-2.564681625E1,-4.382971191E1,-1.132551575E1
6.788464108E1,-2.580675125E1,-4.370419312E1,-1.130305481E1
6.789466408E1,-2.586743164E1,-4.363198853E1,-1.124645996E1
6.790468808E1,-2.571988297E1,-4.320877075E1,-1.171229553E1
6.791471108E1,-2.578141785E1,-4.316687012E1,-1.231370544E1
6.792473508E1,-2.577829742E1,-4.291354370E1,-1.276492310E1
6.793475908E1,-2.612100220E1,-4.287905884E1,-1.316351318E1
6.794478208E1,-2.651258469E1,-4.252426147E1,-1.362910461E1
6.795480608E1,-2.625357437E1,-4.223129272E1,-1.448573303E1
6.796482908E1,-2.617138672E1,-4.204724121E1,-1.488800049E1
6.797485308E1,-2.617422867E1,-4.204431152E1,-1.516543579E1
6.798487708E1,-2.649864197E1,-4.201135254E1,-1.560449219E1
6.799490008E1,-2.663539886E1,-4.160641479E1,-1.604089355E1
6.800492408E1,-2.693022537E1,-4.147454834E1,-1.630528259E1
6.801494708E1,-2.693153381E1,-4.122726440E1,-1.644767761E1
6.802497108E1,-2.719964600E1,-4.113986206E1,-1.693562317E1
6.803499408E1,-2.729940033E1,-4.095104980E1,-1.679527283E1
6.804501808E1,-2.743085861E1,-4.077404785E1,-1.701222229E1
6.805504208E1,-2.735566330E1,-4.025576782E1,-1.787333679E1
6.806506508E1,-2.785437775E1,-4.000445557E1,-1.769718933E1
6.807508908E1,-2.784075165E1,-3.991351318E1,-1.794743347E1
6.808511208E1,-2.816743088E1,-3.980593872E1,-1.793545532E1
6.809513608E1,-2.851993561E1,-3.940679932E1,-1.821203613E1
6.810515908E1,-2.855332565E1,-3.893395996E1,-1.829598999E1
6.811518308E1,-2.874833298E1,-3.892218018E1,-1.876831055E1
6.812520708E1,-2.888899231E1,-3.898037720E1,-1.927682495E1
6.813523008E1,-2.888159561E1,-3.851510620E1,-1.960565186E1
6.814525408E1,-2.885367203E1,-3.822100830E1,-2.000265503E1
6.815527708E1,-2.884194946E1,-3.795281982E1,-2.039289856E1
6.816530108E1,-2.902804947E1,-3.761447144E1,-2.097262573E1
6.817532408E1,-2.937254715E1,-3.740869141E1,-2.135044861E1
6.818534808E1,-2.950957489E1,-3.715704346E1,-2.164463806E1
6.819537208E1,-2.927635193E1,-3.686260986E1,-2.174438477E1
6.820539508E1,-2.936460114E1,-3.643869019E1,-2.211796570E1
6.821541908E1,-2.950425720E1,-3.614126587E1,-2.224540710E1
6.822544208E1,-2.995711899E1,-3.568627930E1,-2.252206421E1
6.823546608E1,-3.010465240E1,-3.529714966E1,-2.273603821E1
6.824548908E1,-3.025750732E1,-3.495632935E1,-2.287930298E1
6.825551308E1,-3.038223648E1,-3.456167603E1,-2.322023010E1
6.826553708E1,-3.101995850E1,-3.447375488E1,-2.314924622E1
