"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.453340567E1,7.885480881E0,-3.974682617E1,3.164514160E1
2.454342867E1,7.996244431E0,-3.982647705E1,3.141311646E1
2.455345167E1,7.945745468E0,-3.977673340E1,3.129542542E1
2.456347567E1,7.847068787E0,-3.951367188E1,3.095903015E1
2.457349867E1,8.022884369E0,-3.974581909E1,3.058735657E1
2.458352167E1,8.041114807E0,-3.986071777E1,3.079570007E1
2.459354567E1,8.222148895E0,-4.015463257E1,3.082720947E1
2.460356867E1,8.124418259E0,-4.007546997E1,3.054977417E1
2.461359167E1,8.163114548E0,-4.029135132E1,3.047523499E1
2.462361467E1,7.981437683E0,-4.034988403E1,3.030737305E1
2.463363867E1,8.133161545E0,-4.037710571E1,3.037158203E1
2.464366167E1,8.104789734E0,-4.033206177E1,3.005984497E1
2.465368467E1,8.068965912E0,-4.048480225E1,2.999295044E1
2.466370767E1,7.857631683E0,-4.048941040E1,3.001132202E1
2.467373167E1,7.935483932E0,-4.057604980E1,3.010549927E1
2.468375467E1,7.749004364E0,-4.096255493E1,3.008091736E1
2.469377767E1,7.459829330E0,-4.080978394E1,2.968327332E1
2.470380067E1,7.195905685E0,-4.108828735E1,2.989952087E1
2.471382467E1,7.370550156E0,-4.105709839E1,2.991148376E1
2.472384767E1,7.308147430E0,-4.116976929E1,3.009429932E1
2.473387067E1,7.282615662E0,-4.110476685E1,3.016374207E1
2.474389467E1,6.842922211E0,-4.091394043E1,2.985508728E1
2.475391767E1,7.311338425E0,-4.116949463E1,2.941563416E1
2.476394067E1,7.095855713E0,-4.113494873E1,2.992601013E1
2.477396367E1,7.088048935E0,-4.125787354E1,2.968873596E1
2.478398767E1,7.088172913E0,-4.140158081E1,2.982600403E1
2.479401067E1,6.996776581E0,-4.107092285E1,2.914112854E1
2.480403367E1,7.017768860E0,-4.113601685E1,2.949043274E1
2.481405667E1,7.170715332E0,-4.110760498E1,2.945462036E1
2.482408067E1,7.270822525E0,-4.115444946E1,2.968321228E1
2.483410367E1,7.236940384E0,-4.105142212E1,2.979988098E1
2.484412667E1,7.246650696E0,-4.094015503E1,3.019744873E1
2.485414967E1,7.276432037E0,-4.081573486E1,3.024537659E1
2.486417367E1,7.528432846E0,-4.090689087E1,3.017965698E1
2.487419667E1,7.533588409E0,-4.099432373E1,3.024642944E1
2.488421967E1,7.202325821E0,-4.097821045E1,3.000776672E1
2.489424367E1,7.371864319E0,-4.073669434E1,2.993235779E1
2.490426667E1,7.448169708E0,-4.091397095E1,3.028137207E1
2.491428967E1,7.498388290E0,-4.085806274E1,3.041355896E1
2.492431267E1,7.615772247E0,-4.103976440E1,3.040760803E1
2.493433667E1,7.731311798E0,-4.089053345E1,3.024493408E1
2.494435967E1,7.809782028E0,-4.083349609E1,3.001310730E1
2.495438267E1,7.975091934E0,-4.065924072E1,3.039697266E1
2.496440567E1,7.829669952E0,-4.060522461E1,3.054664612E1
2.497442967E1,7.884092331E0,-4.071157837E1,3.031718445E1
2.498445267E1,8.203929901E0,-4.080340576E1,2.996127319E1
2.499447567E1,8.195917130E0,-4.068206787E1,3.012782288E1
2.500449867E1,8.227466583E0,-4.076626587E1,3.038037109E1
2.501452267E1,8.320487976E0,-4.063919067E1,3.046852112E1
2.502454567E1,8.353816986E0,-4.074969482E1,3.019888306E1
2.503456867E1,8.269992828E0,-4.079052734E1,3.024980164E1
2.504459167E1,8.479116440E0,-4.059463501E1,3.005621338E1
2.505461567E1,8.346305847E0,-4.091741943E1,3.068823242E1
2.506463867E1,8.265890121E0,-4.078820801E1,3.059115601E1
2.507466167E1,8.050422668E0,-4.054162598E1,3.060742188E1
2.508468567E1,7.944955826E0,-4.053302002E1,3.045820618E1
2.509470867E1,8.177806854E0,-4.056161499E1,3.032409668E1
2.510473167E1,8.108905792E0,-4.065750122E1,3.067456055E1
2.511475467E1,8.156711578E0,-4.048422241E1,3.042227173E1
2.512477867E1,7.995519638E0,-4.071405029E1,3.045837402E1
2.513480167E1,8.026885986E0,-4.065139771E1,3.025346375E1
2.514482467E1,7.896263123E0,-4.056182861E1,3.043434143E1
2.515484767E1,8.172996521E0,-4.054815674E1,3.027546692E1
2.516487167E1,8.050477982E0,-4.063662720E1,3.004336548E1
2.517489467E1,7.976507187E0,-4.066918945E1,2.998712158E1
2.518491767E1,7.942256927E0,-4.066958618E1,2.995312500E1
2.519494067E1,8.019895554E0,-4.076565552E1,2.981916809E1
2.520496467E1,8.105573654E0,-4.064691162E1,2.972898865E1
2.521498767E1,8.367153168E0,-4.076239014E1,2.984416199E1
2.522501067E1,8.242448807E0,-4.050292969E1,3.005461121E1
2.523503467E1,8.333757401E0,-4.090249634E1,2.996582031E1
2.524505767E1,8.402524948E0,-4.069616699E1,3.020008850E1
2.525508067E1,8.453599930E0,-4.066146851E1,3.026025391E1
2.526510367E1,8.327484131E0,-4.073999023E1,2.993261719E1
2.527512767E1,8.526599884E0,-4.080212402E1,3.014730835E1
2.528515067E1,8.576055527E0,-4.084976196E1,3.001803589E1
2.529517367E1,8.589420319E0,-4.077536011E1,3.030183411E1
2.530519667E1,8.431493759E0,-4.082901001E1,3.005285645E1
2.531522067E1,8.319347382E0,-4.079025269E1,3.023455811E1
2.532524367E1,8.330383301E0,-4.076028442E1,3.015153503E1
2.533526667E1,8.505680084E0,-4.091665649E1,2.996165466E1
2.534528967E1,8.634811401E0,-4.078616333E1,3.000880432E1
2.535531367E1,8.490379333E0,-4.070898438E1,3.015274048E1
2.536533667E1,8.383983612E0,-4.071899414E1,3.005154419E1
2.537535967E1,8.317756653E0,-4.091189575E1,2.982405090E1
2.538538267E1,8.454099655E0,-4.089978027E1,3.020466614E1
2.539540667E1,8.653926849E0,-4.099502563E1,3.010557556E1
2.540542946E1,8.679306030E0,-4.106677246E1,2.985414124E1
2.541545246E1,8.316400528E0,-4.101541138E1,2.979870605E1
2.542547646E1,8.489683151E0,-4.097277832E1,2.970434570E1
2.543549946E1,8.885211945E0,-4.088381958E1,2.956553650E1
2.544552246E1,8.817058563E0,-4.097875977E1,2.988825989E1
2.545554546E1,8.499828339E0,-4.103512573E1,2.962707520E1
2.546556946E1,8.564287186E0,-4.096963501E1,2.989660645E1
2.547559246E1,8.598985672E0,-4.110934448E1,2.993579102E1
2.548561546E1,8.641269684E0,-4.097497559E1,2.985112000E1
2.549563846E1,8.323282242E0,-4.117169189E1,2.991816711E1
2.550566246E1,8.339450836E0,-4.108343506E1,2.968075562E1
2.551568546E1,8.439260483E0,-4.104940796E1,2.975997925E1
2.552570846E1,8.554460526E0,-4.081927490E1,2.994973755E1
2.553573146E1,8.693929672E0,-4.092150879E1,3.005488586E1
2.554575546E1,8.566226959E0,-4.056753540E1,2.982943726E1
2.555577846E1,8.502439499E0,-4.073770142E1,2.998425293E1
2.556580146E1,8.665359497E0,-4.068057251E1,2.993606567E1
2.557582546E1,8.737533569E0,-4.062976074E1,3.023083496E1
2.558584846E1,8.659624100E0,-4.074993896E1,2.991159058E1
2.559587146E1,8.321933746E0,-4.082836914E1,2.988479614E1
2.560589446E1,8.271923065E0,-4.091842651E1,2.960902405E1
2.561591846E1,8.323425293E0,-4.110479736E1,3.000260925E1
2.562594146E1,8.390087128E0,-4.082977295E1,2.986225891E1
2.563596446E1,8.407749176E0,-4.083618164E1,2.986526489E1
2.564598746E1,8.393062592E0,-4.094564819E1,2.983084106E1
2.565601146E1,8.449584961E0,-4.082366943E1,2.962716675E1
2.566603446E1,8.488399506E0,-4.087518311E1,2.977166748E1
2.567605746E1,8.285940170E0,-4.105136108E1,2.988740540E1
2.568608146E1,8.323921204E0,-4.081475830E1,2.976951599E1
2.569610446E1,8.315299988E0,-4.079742432E1,2.982748413E1
2.570612746E1,8.151508331E0,-4.063873291E1,2.979132080E1
2.571615046E1,8.228799820E0,-4.086978149E1,2.989489746E1
2.572617446E1,8.114511490E0,-4.066061401E1,3.001066589E1
2.573619746E1,7.935970306E0,-4.065814209E1,3.027923584E1
2.574622046E1,7.952388763E0,-4.065750122E1,3.004763794E1
2.575624346E1,8.262283325E0,-4.044567871E1,3.027050781E1
2.576626746E1,8.166275024E0,-4.062933350E1,3.027210999E1
2.577629046E1,8.206476212E0,-4.076742554E1,2.975602722E1
2.578631346E1,8.130796432E0,-4.043325806E1,3.013040161E1
2.579633646E1,7.871759415E0,-4.042745972E1,2.997741699E1
2.580636046E1,7.895982742E0,-4.066720581E1,2.999957275E1
2.581638346E1,8.197969437E0,-4.056042480E1,3.013720703E1
2.582640646E1,7.871816635E0,-4.047396851E1,3.019207764E1
2.583643046E1,8.037437439E0,-4.058139038E1,2.964701843E1
2.584645346E1,8.319248199E0,-4.069415283E1,2.977398682E1
2.585647646E1,8.027130127E0,-4.058258057E1,2.980787659E1
2.586649946E1,8.314851761E0,-4.076443481E1,2.991903687E1
2.587652346E1,8.575216293E0,-4.060568237E1,2.974858093E1
2.588654646E1,8.660474777E0,-4.071740723E1,2.999928284E1
2.589656946E1,8.640377045E0,-4.081433105E1,2.970938110E1
2.590659246E1,8.909128189E0,-4.077478027E1,2.969908142E1
2.591661646E1,8.947576523E0,-4.079608154E1,2.974182129E1
2.592663946E1,8.795160294E0,-4.065429688E1,2.981059265E1
2.593666246E1,8.715791702E0,-4.069168091E1,2.963171387E1
2.594668546E1,9.060537338E0,-4.078607178E1,2.936102295E1
2.595670946E1,9.037715912E0,-4.088809204E1,2.954832458E1
2.596673246E1,8.912607193E0,-4.086987305E1,2.904869080E1
2.597675546E1,8.772380829E0,-4.081948853E1,2.953248596E1
2.598677946E1,8.954721451E0,-4.088043213E1,2.943086243E1
2.599680246E1,9.117622375E0,-4.090795898E1,2.949742126E1
2.600682546E1,9.271070480E0,-4.088830566E1,2.970770264E1
2.601684846E1,9.235820770E0,-4.115124512E1,2.977581787E1
2.602687246E1,9.334882736E0,-4.091656494E1,2.941645813E1
2.603689546E1,9.485805511E0,-4.099301147E1,3.002647400E1
2.604691846E1,9.510257721E0,-4.108511353E1,2.969326782E1
2.605694146E1,9.558740616E0,-4.082678223E1,2.945478821E1
2.606696546E1,9.291955948E0,-4.089428711E1,2.964607239E1
2.607698846E1,9.375782013E0,-4.059527588E1,2.928813171E1
2.608701146E1,9.456281662E0,-4.064941406E1,2.971875000E1
2.609703446E1,9.588964462E0,-4.060360718E1,2.968203735E1
2.610705846E1,9.640590668E0,-4.070297241E1,2.973846436E1
2.611708146E1,9.660326004E0,-4.069363403E1,2.968180847E1
2.612710446E1,9.591987610E0,-4.066531372E1,2.948527527E1
2.613712846E1,9.853504181E0,-4.060647583E1,2.946929932E1
2.614715146E1,9.730869293E0,-4.040408325E1,2.939866638E1
2.615717446E1,9.630992889E0,-4.074145508E1,2.957417297E1
2.616719746E1,9.451053619E0,-4.072378540E1,2.969729614E1
2.617722146E1,9.279569626E0,-4.073327637E1,2.963610840E1
2.618724446E1,9.407646179E0,-4.082156372E1,2.942848206E1
2.619726746E1,9.633893967E0,-4.060061646E1,2.952064514E1
2.620729046E1,9.380325317E0,-4.050021362E1,2.988133240E1
2.621731446E1,9.235500336E0,-4.040386963E1,2.980709839E1
2.622733746E1,9.254560471E0,-4.044522095E1,2.961933899E1
2.623736046E1,9.411804199E0,-4.046343994E1,2.985420227E1
2.624738446E1,9.531452179E0,-4.063189697E1,2.989179993E1
2.625740746E1,9.383436203E0,-4.055001831E1,3.019447327E1
2.626743046E1,9.511240005E0,-4.059924316E1,2.971707153E1
2.627745346E1,9.407398224E0,-4.060006714E1,2.981573486E1
2.628747746E1,9.687202454E0,-4.066415405E1,2.985484314E1
2.629750046E1,9.384210587E0,-4.045031738E1,2.997726440E1
2.630752346E1,9.296829224E0,-4.045663452E1,2.977879333E1
2.631754646E1,9.512123108E0,-4.045040894E1,2.966485596E1
2.632757046E1,9.253492355E0,-4.036087036E1,3.037236023E1
2.633759346E1,9.405212402E0,-4.024926758E1,3.031607056E1
2.634761646E1,9.334266663E0,-4.027886963E1,3.028939819E1
2.635764046E1,9.053291321E0,-4.015740967E1,3.013305664E1
2.636766346E1,9.404199600E0,-4.005364990E1,2.997122192E1
2.637768646E1,9.407836914E0,-4.012609863E1,3.008146667E1
2.638770946E1,9.237709045E0,-4.008380127E1,3.035615540E1
2.639773346E1,9.151956558E0,-4.011975098E1,3.058201599E1
2.640775717E1,9.004156113E0,-4.010394287E1,3.037159729E1
2.641778017E1,8.911090851E0,-4.021441650E1,3.039349365E1
2.642780317E1,8.927043915E0,-4.028909302E1,3.075331116E1
2.643782717E1,8.939586639E0,-4.012017822E1,3.060156250E1
2.644785017E1,8.758806229E0,-4.029107666E1,3.053138733E1
2.645787317E1,8.933458328E0,-4.028182983E1,3.035284424E1
2.646789617E1,8.817941666E0,-4.036926270E1,3.033496094E1
2.647792017E1,8.856466293E0,-4.015597534E1,3.052865601E1
2.648794317E1,8.862627029E0,-4.027062988E1,3.033251953E1
2.649796617E1,8.732612610E0,-4.015231323E1,3.032440186E1
2.650799017E1,8.657152176E0,-4.023983765E1,3.061013794E1
2.651801317E1,8.734827042E0,-4.053604126E1,3.049209595E1
2.652803617E1,8.521333694E0,-4.044204712E1,3.047300720E1
2.653805917E1,8.575242996E0,-4.069799805E1,3.078346252E1
2.654808317E1,8.713348389E0,-4.058538818E1,3.005735779E1
2.655810617E1,8.714197159E0,-4.060504150E1,3.019990540E1
2.656812917E1,8.828859329E0,-4.049728394E1,3.014196777E1
2.657815217E1,9.066551208E0,-4.055587769E1,2.988462830E1
2.658817617E1,8.760042191E0,-4.049047852E1,2.976347351E1
2.659819917E1,8.934518814E0,-4.051498413E1,2.973478699E1
2.660822217E1,9.108596802E0,-4.044369507E1,2.954910278E1
2.661824617E1,9.325342178E0,-4.059814453E1,2.990531921E1
2.662826917E1,8.992122650E0,-4.054989624E1,2.991230774E1
2.663829217E1,8.864252090E0,-4.056869507E1,2.973773193E1
2.664831517E1,8.719038010E0,-4.045590210E1,2.990153503E1
2.665833917E1,8.595064163E0,-4.059347534E1,2.981289673E1
2.666836217E1,8.677366257E0,-4.047537231E1,2.995716858E1
2.667838517E1,8.741157532E0,-4.044949341E1,2.970416260E1
2.668840817E1,8.613628387E0,-4.032662964E1,3.007020569E1
2.669843217E1,8.681787491E0,-4.051391602E1,3.002040100E1
2.670845517E1,8.643833160E0,-4.074737549E1,3.036856079E1
2.671847817E1,8.832128525E0,-4.053686523E1,3.044441223E1
2.672850217E1,8.590091705E0,-4.074270630E1,3.001673889E1
2.673852517E1,8.625553131E0,-4.049841309E1,2.990377808E1
2.674854817E1,8.704776764E0,-4.062478638E1,2.987519836E1
2.675857117E1,8.753446579E0,-4.071597290E1,2.987879944E1
2.676859517E1,9.001806259E0,-4.067276001E1,2.954402161E1
2.677861817E1,9.028772354E0,-4.052868652E1,2.949505615E1
2.678864117E1,8.883089066E0,-4.059405518E1,2.939459229E1
2.679866417E1,9.057674408E0,-4.070291138E1,2.996171570E1
2.680868817E1,9.311777115E0,-4.053396606E1,2.955081177E1
2.681871117E1,9.521049500E0,-4.057458496E1,2.940155029E1
2.682873417E1,9.515626907E0,-4.076260376E1,2.920452881E1
2.683875817E1,9.691184998E0,-4.063949585E1,2.988134766E1
2.684878117E1,9.683000565E0,-4.063873291E1,3.009880066E1
2.685880417E1,9.769210815E0,-4.043920898E1,2.991026306E1
2.686882717E1,9.739244461E0,-4.072888184E1,2.967800903E1
2.687885117E1,9.237028122E0,-4.050863647E1,2.974925232E1
2.688887417E1,9.287567139E0,-4.035440063E1,2.992694092E1
2.689889717E1,9.274999619E0,-4.056033325E1,2.975971985E1
2.690892017E1,9.364471436E0,-4.044729614E1,2.980346680E1
2.691894417E1,9.266639709E0,-4.033941650E1,2.976666260E1
2.692896717E1,9.281892776E0,-4.024313354E1,2.949916077E1
2.693899017E1,9.387128830E0,-4.023757935E1,2.986180115E1
2.694901417E1,9.329393387E0,-4.039846802E1,2.968357849E1
2.695903717E1,9.231330872E0,-4.066763306E1,2.951614380E1
2.696906017E1,9.292976379E0,-4.063208008E1,2.949118042E1
2.697908317E1,9.437877655E0,-4.085360718E1,2.939768982E1
2.698910717E1,9.397270203E0,-4.070303345E1,2.952223206E1
2.699913017E1,9.592407227E0,-4.059097290E1,2.926025391E1
2.700915317E1,9.423839569E0,-4.081546021E1,2.921479797E1
2.701917617E1,9.630970001E0,-4.071026611E1,2.916383362E1
2.702920017E1,9.426507950E0,-4.049841309E1,2.930709839E1
2.703922317E1,9.446136475E0,-4.075103760E1,2.922351074E1
2.704924617E1,9.692268372E0,-4.090063477E1,2.964558411E1
2.705927017E1,9.775833130E0,-4.072937012E1,2.905761719E1
2.706929317E1,9.720989227E0,-4.066159058E1,2.897152710E1
2.707931617E1,9.636619568E0,-4.078137207E1,2.908120728E1
2.708933917E1,9.602094650E0,-4.071817017E1,2.942454529E1
2.709936317E1,9.855562210E0,-4.070352173E1,2.926609802E1
2.710938617E1,9.655368805E0,-4.076922607E1,2.950309753E1
2.711940917E1,9.485040665E0,-4.064285278E1,2.941639709E1
2.712943217E1,9.420135498E0,-4.075622559E1,2.946557617E1
2.713945617E1,9.569965363E0,-4.101614380E1,2.978634644E1
2.714947917E1,9.569206238E0,-4.087695312E1,3.008854675E1
2.715950217E1,9.372797012E0,-4.082321167E1,2.970878601E1
2.716952617E1,9.335138321E0,-4.074462891E1,2.958135986E1
2.717954917E1,9.260507584E0,-4.098773193E1,2.958113098E1
2.718957217E1,9.635168076E0,-4.085406494E1,2.986672974E1
2.719959517E1,9.595766068E0,-4.081198120E1,2.981925964E1
2.720961917E1,9.400157928E0,-4.060668945E1,2.978166199E1
2.721964217E1,9.461799622E0,-4.074111938E1,2.971214294E1
2.722966517E1,9.255676270E0,-4.075735474E1,2.963462830E1
2.723968817E1,9.293693542E0,-4.073034668E1,2.970486450E1
2.724971217E1,9.619472504E0,-4.098098755E1,2.979438782E1
2.725973517E1,9.543300629E0,-4.079016113E1,2.962408447E1
2.726975817E1,9.567567825E0,-4.084710693E1,2.945545959E1
2.727978217E1,9.633867264E0,-4.090322876E1,2.954953003E1
2.728980517E1,9.731922150E0,-4.086495972E1,2.946630859E1
2.729982817E1,9.493816376E0,-4.067614746E1,2.980087280E1
2.730985117E1,9.347454071E0,-4.075878906E1,2.974494934E1
2.731987517E1,9.297643661E0,-4.079241943E1,2.954600525E1
2.732989817E1,9.484540939E0,-4.105523682E1,2.958990479E1
2.733992117E1,9.400737762E0,-4.120010376E1,2.955635071E1
2.734994417E1,9.407047272E0,-4.089382935E1,2.979447937E1
2.735996817E1,9.313119888E0,-4.091104126E1,2.946299744E1
2.736999117E1,9.335870743E0,-4.103036499E1,2.952461243E1
2.738001417E1,9.599798203E0,-4.079934692E1,2.952807617E1
2.739003817E1,9.715751648E0,-4.098013306E1,2.922741699E1
2.740006117E1,9.671653748E0,-4.111212158E1,2.897573853E1
2.741008442E1,9.569940567E0,-4.106744385E1,2.894116211E1
2.742010742E1,9.912212372E0,-4.135137939E1,2.919619751E1
2.743013142E1,9.615165710E0,-4.140444946E1,2.934548950E1
2.744015442E1,9.746706009E0,-4.139428711E1,2.916487122E1
2.745017742E1,9.750337601E0,-4.120263672E1,2.948002625E1
2.746020042E1,9.645627975E0,-4.118847656E1,2.933203125E1
2.747022442E1,9.646335602E0,-4.118148804E1,2.926773071E1
2.748024742E1,9.929447174E0,-4.139401245E1,2.895387268E1
2.749027042E1,1.001543808E1,-4.134185791E1,2.870623779E1
2.750029442E1,9.803089142E0,-4.123162842E1,2.864352417E1
2.751031742E1,9.966583252E0,-4.139205933E1,2.864213562E1
2.752034042E1,1.014529800E1,-4.142953491E1,2.888989258E1
2.753036342E1,1.015556526E1,-4.125585938E1,2.919158936E1
2.754038742E1,9.978601456E0,-4.092263794E1,2.932655334E1
2.755041042E1,1.005236244E1,-4.088092041E1,2.906999207E1
2.756043342E1,1.012103653E1,-4.108392334E1,2.924203491E1
2.757045642E1,1.004771996E1,-4.083566284E1,2.965052795E1
2.758048042E1,1.008328819E1,-4.095214844E1,2.935763550E1
2.759050342E1,1.009689331E1,-4.071353149E1,2.934335327E1
2.760052642E1,1.008478546E1,-4.075152588E1,2.939254761E1
2.761055042E1,9.917762756E0,-4.092492676E1,2.938972473E1
2.762057342E1,9.996633530E0,-4.094055176E1,2.977612305E1
2.763059642E1,1.002155876E1,-4.080780029E1,2.972691345E1
2.764061942E1,9.925746918E0,-4.082971191E1,2.983041382E1
2.765064342E1,9.789308548E0,-4.084704590E1,2.994641113E1
2.766066642E1,9.993148804E0,-4.079916382E1,2.956074524E1
2.767068942E1,9.651912689E0,-4.070007324E1,2.988462830E1
2.768071242E1,9.483861923E0,-4.069216919E1,2.944013977E1
2.769073642E1,9.580734253E0,-4.074319458E1,2.979063416E1
2.770075942E1,9.558637619E0,-4.067413330E1,2.966879272E1
2.771078242E1,9.681091309E0,-4.087722778E1,2.937290955E1
2.772080642E1,9.869935989E0,-4.061676025E1,2.969407654E1
2.773082942E1,9.685703278E0,-4.078134155E1,2.958198547E1
2.774085242E1,9.485008240E0,-4.070642090E1,2.974703979E1
2.775087542E1,9.750183105E0,-4.067803955E1,2.963702393E1
2.776089942E1,9.814922333E0,-4.050976562E1,2.973086548E1
2.777092242E1,9.859699249E0,-4.063830566E1,2.977145386E1
2.778094542E1,9.921346664E0,-4.072048950E1,2.959187317E1
2.779096942E1,9.819570541E0,-4.069641113E1,2.967616272E1
2.780099242E1,9.738414764E0,-4.069793701E1,2.975231934E1
2.781101542E1,1.008301163E1,-4.072662354E1,2.986621094E1
2.782103842E1,9.899028778E0,-4.057684326E1,2.987162781E1
2.783106242E1,9.991083145E0,-4.050387573E1,2.984706116E1
2.784108542E1,9.786409378E0,-4.048443604E1,2.946015930E1
2.785110842E1,9.706357956E0,-4.065853882E1,2.976443481E1
2.786113142E1,9.675212860E0,-4.067047119E1,2.963085938E1
2.787115542E1,9.769571304E0,-4.066571045E1,2.948373413E1
2.788117842E1,9.571731567E0,-4.079461670E1,2.904449463E1
2.789120142E1,9.606103897E0,-4.082354736E1,2.943843079E1
2.790122542E1,9.732807159E0,-4.101074219E1,2.936779785E1
2.791124842E1,9.641914368E0,-4.093572998E1,2.975828552E1
2.792127142E1,9.647647858E0,-4.080975342E1,2.956611633E1
2.793129442E1,9.529214859E0,-4.075027466E1,2.914622498E1
2.794131842E1,9.516618729E0,-4.099884033E1,2.940948486E1
2.795134142E1,9.742891312E0,-4.115090942E1,2.974024963E1
2.796136442E1,9.757699966E0,-4.088522339E1,2.986798096E1
2.797138742E1,9.941528320E0,-4.108251953E1,2.939956665E1
2.798141142E1,9.926330566E0,-4.095547485E1,2.920498657E1
2.799143442E1,1.008730507E1,-4.109844971E1,2.953283691E1
2.800145742E1,1.008730507E1,-4.109844971E1,2.953283691E1
2.801148142E1,9.751718521E0,-4.110162354E1,2.917990112E1
2.802150442E1,9.890625000E0,-4.120205688E1,2.942304993E1
2.803152742E1,1.006873894E1,-4.130969238E1,2.960194397E1
2.804155042E1,1.003931808E1,-4.125234985E1,2.945883179E1
2.805157442E1,1.003931808E1,-4.125234985E1,2.945883179E1
2.806159742E1,9.847627640E0,-4.133993530E1,2.924353027E1
2.807162042E1,9.832820892E0,-4.132125854E1,2.911891174E1
2.808164442E1,1.010051346E1,-4.119656372E1,2.917890930E1
2.809166742E1,9.965072632E0,-4.139965820E1,2.931907654E1
2.810169042E1,9.855298996E0,-4.115307617E1,2.939758301E1
2.811171342E1,9.682420731E0,-4.107269287E1,2.941946411E1
2.812173742E1,9.884407043E0,-4.104589844E1,2.936218262E1
2.813176042E1,9.781602859E0,-4.113619995E1,2.950939941E1
2.814178342E1,9.398654938E0,-4.094668579E1,2.928646851E1
2.815180642E1,9.330217361E0,-4.099499512E1,2.946812439E1
2.816183042E1,9.583398819E0,-4.114257812E1,2.939242554E1
2.817185342E1,9.486324310E0,-4.141900635E1,2.961090088E1
2.818187642E1,9.387676239E0,-4.139855957E1,2.964309692E1
2.819190042E1,9.542726517E0,-4.125961304E1,2.926783752E1
2.820192342E1,9.256975174E0,-4.130551147E1,2.942694092E1
2.821194642E1,9.351242065E0,-4.140914917E1,2.941253662E1
2.822196942E1,9.099723816E0,-4.148199463E1,2.967095947E1
2.823199342E1,9.338775635E0,-4.123220825E1,2.984173584E1
2.824201642E1,9.277992249E0,-4.118945312E1,2.910710144E1
2.825203942E1,9.208656311E0,-4.127801514E1,2.926200867E1
2.826206342E1,9.032638550E0,-4.147753906E1,2.893782043E1
2.827208642E1,9.171279907E0,-4.142941284E1,2.922901917E1
2.828210942E1,9.184255600E0,-4.136685181E1,2.947674561E1
2.829213242E1,9.049108505E0,-4.140985107E1,2.911842346E1
2.830215642E1,9.240316391E0,-4.129916382E1,2.912983704E1
2.831217942E1,8.952945709E0,-4.141656494E1,2.897569275E1
2.832220242E1,9.241788864E0,-4.158462524E1,2.941702271E1
2.833222542E1,8.818901062E0,-4.177865601E1,2.904025269E1
2.834224942E1,9.045356750E0,-4.170315552E1,2.934130859E1
2.835227242E1,8.976774216E0,-4.150833130E1,2.914703369E1
2.836229542E1,9.037401199E0,-4.146939087E1,2.924461365E1
2.837231942E1,8.828847885E0,-4.177853394E1,2.906793213E1
2.838234242E1,9.028833389E0,-4.152294922E1,2.877281189E1
2.839236542E1,8.912633896E0,-4.150036621E1,2.883361816E1
2.840238842E1,8.925561905E0,-4.144540405E1,2.899145508E1
2.841241192E1,9.267353058E0,-4.145678711E1,2.914080811E1
2.842243492E1,9.153482437E0,-4.130447388E1,2.912635803E1
2.843245792E1,9.107276917E0,-4.142388916E1,2.917539978E1
2.844248092E1,9.028356552E0,-4.128369141E1,2.917127991E1
2.845250492E1,9.115230560E0,-4.143170166E1,2.930958557E1
2.846252792E1,9.325407028E0,-4.130831909E1,2.947427368E1
2.847255092E1,9.065048218E0,-4.120034790E1,2.932147217E1
2.848257492E1,9.141260147E0,-4.104470825E1,2.912060547E1
2.849259792E1,9.105195999E0,-4.119525146E1,2.897473145E1
2.850262092E1,9.157304764E0,-4.133059692E1,2.903034973E1
2.851264392E1,9.075986862E0,-4.153274536E1,2.897256470E1
2.852266792E1,9.283082962E0,-4.151986694E1,2.875697327E1
2.853269092E1,9.215290070E0,-4.138513184E1,2.922488403E1
2.854271392E1,9.050834656E0,-4.134689331E1,2.886114502E1
2.855273792E1,9.010032654E0,-4.155664062E1,2.866151428E1
2.856276092E1,9.283678055E0,-4.152706909E1,2.866923523E1
2.857278392E1,9.112380981E0,-4.148547363E1,2.897853088E1
2.858280692E1,9.194488525E0,-4.150152588E1,2.866062927E1
2.859283092E1,9.310316086E0,-4.141735840E1,2.857737732E1
2.860285392E1,9.191745758E0,-4.154769897E1,2.863476562E1
2.861287692E1,9.122140884E0,-4.126031494E1,2.886410522E1
2.862290092E1,9.269136429E0,-4.123406982E1,2.862368774E1
2.863292392E1,9.162931442E0,-4.133261108E1,2.843406677E1
2.864294692E1,9.212816238E0,-4.136398315E1,2.865420532E1
2.865296992E1,9.364250183E0,-4.128225708E1,2.869364929E1
2.866299392E1,9.432826996E0,-4.136535645E1,2.859651184E1
2.867301692E1,9.607547760E0,-4.147787476E1,2.848620605E1
2.868303992E1,9.400608063E0,-4.173495483E1,2.834872437E1
2.869306292E1,9.182413101E0,-4.139340210E1,2.841241455E1
2.870308692E1,9.285516739E0,-4.165393066E1,2.853851318E1
2.871310992E1,9.163640976E0,-4.175759888E1,2.843598938E1
2.872313292E1,9.274114609E0,-4.159466553E1,2.819073486E1
2.873315692E1,9.240245819E0,-4.154965210E1,2.865260315E1
2.874317992E1,9.283832550E0,-4.154907227E1,2.865699768E1
2.875320292E1,9.230426788E0,-4.124417114E1,2.918270874E1
2.876322592E1,9.261728287E0,-4.144717407E1,2.916387939E1
