time,gFx,gFy,gFz,wx,wy,wz,Altitude,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed
-5.00E-06,-0.0508,-0.0151,0.9855,0.0031,0.0012,-0.0012,869.0192,5.22,26.88,-41.64,353.7386,0.8357,-2.9652,41.69486814,-112.2962295,0
0.001415,-0.0508,-0.0151,0.9855,0.0031,0.0012,-0.0012,869.0192,5.22,26.88,-41.64,353.7386,0.8357,-2.9652,41.69486814,-112.2962295,0
0.011223,-0.0508,-0.0151,0.9855,0.0031,0.0012,-0.0012,869.0192,5.64,26.88,-41.46,353.7386,0.8357,-2.9652,41.69486814,-112.2962295,0
0.014867,-0.0508,-0.0151,0.9855,-0.0012,0,0.0012,869.0192,5.64,26.88,-41.46,353.7386,0.8357,-2.9652,41.69486814,-112.2962295,0
0.019046,-0.0513,-0.0149,0.9855,-0.0012,0,0.0012,869.0192,5.64,26.88,-41.46,353.7386,0.8357,-2.9652,41.69486814,-112.2962295,0
0.020739,-0.0513,-0.0149,0.9855,-0.0012,0,0.0012,869.0192,5.64,26.88,-41.46,353.3979,0.837,-2.9653,41.69486814,-112.2962295,0
0.022488,-0.0513,-0.0149,0.9855,-0.0012,0,0.0012,869.0192,5.64,26.88,-41.46,353.3979,0.837,-2.9653,41.69486814,-112.2962295,0
0.035181,-0.0513,-0.0149,0.9855,0.0006,-0.0006,0,869.0192,5.64,26.88,-41.46,353.3979,0.837,-2.9653,41.69486814,-112.2962295,0
0.039278,-0.0491,-0.0132,0.9858,0.0006,-0.0006,0,869.0192,5.64,26.88,-41.46,353.3979,0.837,-2.9653,41.69486814,-112.2962295,0
0.04106,-0.0491,-0.0132,0.9858,0.0006,-0.0006,0,869.0192,5.64,26.88,-41.46,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.042781,-0.0491,-0.0132,0.9858,0.0006,-0.0006,0,869.0192,5.64,26.88,-41.46,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.051663,-0.0491,-0.0132,0.9858,0.0006,-0.0006,0,869.0192,5.4,26.76,-41.16,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.055501,-0.0491,-0.0132,0.9858,0.0031,-0.0006,0.0006,869.0192,5.4,26.76,-41.16,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.0572,-0.0491,-0.0132,0.9858,0.0031,-0.0006,0.0006,869.0189,5.4,26.76,-41.16,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.05881,-0.0508,-0.0149,0.985,0.0031,-0.0006,0.0006,869.0189,5.4,26.76,-41.16,353.3979,0.8363,-2.9646,41.69486814,-112.2962295,0
0.06024,-0.0508,-0.0149,0.985,0.0031,-0.0006,0.0006,869.0189,5.4,26.76,-41.16,353.3449,0.8327,-2.9639,41.69486814,-112.2962295,0
0.062098,-0.0508,-0.0149,0.985,0.0031,-0.0006,0.0006,869.0189,5.4,26.76,-41.16,353.3449,0.8327,-2.9639,41.69486814,-112.2962295,0
0.075046,-0.0508,-0.0149,0.985,0,0.0012,-0.0006,869.0189,5.4,26.76,-41.16,353.3449,0.8327,-2.9639,41.69486814,-112.2962295,0
0.079433,-0.0525,-0.0144,0.9853,0,0.0012,-0.0006,869.0189,5.4,26.76,-41.16,353.3449,0.8327,-2.9639,41.69486814,-112.2962295,0
0.081728,-0.0525,-0.0144,0.9853,0,0.0012,-0.0006,869.0189,5.4,26.76,-41.16,353.3456,0.8328,-2.9652,41.69486814,-112.2962295,0
0.083482,-0.0525,-0.0144,0.9853,0,0.0012,-0.0006,869.0189,5.4,26.76,-41.16,353.3456,0.8328,-2.9652,41.69486814,-112.2962295,0
0.091736,-0.0525,-0.0144,0.9853,0,0.0012,-0.0006,869.0189,5.22,27.12,-40.74,353.3456,0.8328,-2.9652,41.69486814,-112.2962295,0
0.095251,-0.0525,-0.0144,0.9853,0.0012,0,0.0012,869.0189,5.22,27.12,-40.74,353.3456,0.8328,-2.9652,41.69486814,-112.2962295,0
0.099504,-0.0515,-0.0132,0.985,0.0012,0,0.0012,869.0189,5.22,27.12,-40.74,353.3456,0.8328,-2.9652,41.69486814,-112.2962295,0
0.100975,-0.0515,-0.0132,0.985,0.0012,0,0.0012,869.0189,5.22,27.12,-40.74,353.3442,0.8313,-2.9653,41.69486814,-112.2962295,0
0.102219,-0.0515,-0.0132,0.985,0.0012,0,0.0012,869.0189,5.22,27.12,-40.74,353.3442,0.8313,-2.9653,41.69486814,-112.2962295,0
0.11513,-0.0515,-0.0132,0.985,0,0.0006,0.0012,869.0189,5.22,27.12,-40.74,353.3442,0.8313,-2.9653,41.69486814,-112.2962295,0
0.120054,-0.0523,-0.0139,0.9863,0,0.0006,0.0012,869.0189,5.22,27.12,-40.74,353.3442,0.8313,-2.9653,41.69486814,-112.2962295,0
0.122063,-0.0523,-0.0139,0.9863,0,0.0006,0.0012,869.0189,5.22,27.12,-40.74,353.3428,0.8312,-2.966,41.69486814,-112.2962295,0
0.123863,-0.0523,-0.0139,0.9863,0,0.0006,0.0012,869.0189,5.22,27.12,-40.74,353.3428,0.8312,-2.966,41.69486814,-112.2962295,0
0.131928,-0.0523,-0.0139,0.9863,0,0.0006,0.0012,869.0189,5.16,26.88,-40.68,353.3428,0.8312,-2.966,41.69486814,-112.2962295,0
0.135312,-0.0523,-0.0139,0.9863,-0.0006,0.0006,-0.0024,869.0189,5.16,26.88,-40.68,353.3428,0.8312,-2.966,41.69486814,-112.2962295,0
0.139342,-0.0523,-0.0137,0.9855,-0.0006,0.0006,-0.0024,869.0189,5.16,26.88,-40.68,353.3428,0.8312,-2.966,41.69486814,-112.2962295,0
0.1417,-0.0523,-0.0137,0.9855,-0.0006,0.0006,-0.0024,869.0189,5.16,26.88,-40.68,353.3459,0.8321,-2.9667,41.69486814,-112.2962295,0
0.143525,-0.0523,-0.0137,0.9855,-0.0006,0.0006,-0.0024,869.0189,5.16,26.88,-40.68,353.3459,0.8321,-2.9667,41.69486814,-112.2962295,0
0.154502,-0.0523,-0.0137,0.9855,-0.0006,0.0006,0.0012,869.0189,5.16,26.88,-40.68,353.3459,0.8321,-2.9667,41.69486814,-112.2962295,0
0.159302,-0.0508,-0.0129,0.9855,-0.0006,0.0006,0.0012,869.0189,5.16,26.88,-40.68,353.3459,0.8321,-2.9667,41.69486814,-112.2962295,0
0.160998,-0.0508,-0.0129,0.9855,-0.0006,0.0006,0.0012,869.0189,5.16,26.88,-40.68,353.3445,0.8327,-2.9674,41.69486814,-112.2962295,0
0.162651,-0.0508,-0.0129,0.9855,-0.0006,0.0006,0.0012,869.0189,5.16,26.88,-40.68,353.3445,0.8327,-2.9674,41.69486814,-112.2962295,0
0.171527,-0.0508,-0.0129,0.9855,-0.0006,0.0006,0.0012,869.0189,5.04,26.64,-40.56,353.3445,0.8327,-2.9674,41.69486814,-112.2962295,0
0.175339,-0.0508,-0.0129,0.9855,0.0018,-0.0006,-0.0006,869.0189,5.04,26.64,-40.56,353.3445,0.8327,-2.9674,41.69486814,-112.2962295,0
0.17956,-0.0535,-0.0151,0.9858,0.0018,-0.0006,-0.0006,869.0189,5.04,26.64,-40.56,353.3445,0.8327,-2.9674,41.69486814,-112.2962295,0
0.181801,-0.0535,-0.0151,0.9858,0.0018,-0.0006,-0.0006,869.0189,5.04,26.64,-40.56,353.3558,0.8306,-2.967,41.69486814,-112.2962295,0
0.183674,-0.0535,-0.0151,0.9858,0.0018,-0.0006,-0.0006,869.0189,5.04,26.64,-40.56,353.3558,0.8306,-2.967,41.69486814,-112.2962295,0
0.195675,-0.0535,-0.0151,0.9858,0.0018,0.0012,0.0006,869.0189,5.04,26.64,-40.56,353.3558,0.8306,-2.967,41.69486814,-112.2962295,0
0.199576,-0.052,-0.0144,0.986,0.0018,0.0012,0.0006,869.0189,5.04,26.64,-40.56,353.3558,0.8306,-2.967,41.69486814,-112.2962295,0
0.201294,-0.052,-0.0144,0.986,0.0018,0.0012,0.0006,869.0189,5.04,26.64,-40.56,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.203063,-0.052,-0.0144,0.986,0.0018,0.0012,0.0006,869.0189,5.04,26.64,-40.56,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.21174,-0.052,-0.0144,0.986,0.0018,0.0012,0.0006,869.0189,5.34,26.64,-40.5,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.215723,-0.052,-0.0144,0.986,0.0012,0.0012,0.0006,869.0189,5.34,26.64,-40.5,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.217339,-0.052,-0.0144,0.986,0.0012,0.0012,0.0006,869.0197,5.34,26.64,-40.5,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.220274,-0.0518,-0.0154,0.9848,0.0012,0.0012,0.0006,869.0197,5.34,26.64,-40.5,353.3552,0.8284,-2.9685,41.69486814,-112.2962295,0
0.22247,-0.0518,-0.0154,0.9848,0.0012,0.0012,0.0006,869.0197,5.34,26.64,-40.5,353.3166,0.827,-2.9699,41.69486814,-112.2962295,0
0.22436,-0.0518,-0.0154,0.9848,0.0012,0.0012,0.0006,869.0197,5.34,26.64,-40.5,353.3166,0.827,-2.9699,41.69486814,-112.2962295,0
0.235381,-0.0518,-0.0154,0.9848,0.0006,0,0.0012,869.0197,5.34,26.64,-40.5,353.3166,0.827,-2.9699,41.69486814,-112.2962295,0
0.239663,-0.0506,-0.0137,0.9875,0.0006,0,0.0012,869.0197,5.34,26.64,-40.5,353.3166,0.827,-2.9699,41.69486814,-112.2962295,0
0.241374,-0.0506,-0.0137,0.9875,0.0006,0,0.0012,869.0197,5.34,26.64,-40.5,353.3152,0.8262,-2.9699,41.69486814,-112.2962295,0
0.243014,-0.0506,-0.0137,0.9875,0.0006,0,0.0012,869.0197,5.34,26.64,-40.5,353.3152,0.8262,-2.9699,41.69486814,-112.2962295,0
0.252871,-0.0506,-0.0137,0.9875,0.0006,0,0.0012,869.0197,5.34,26.34,-40.68,353.3152,0.8262,-2.9699,41.69486814,-112.2962295,0
0.255377,-0.0506,-0.0137,0.9875,-0.0012,0,0.0006,869.0197,5.34,26.34,-40.68,353.3152,0.8262,-2.9699,41.69486814,-112.2962295,0
0.259381,-0.0528,-0.0154,0.9858,-0.0012,0,0.0006,869.0197,5.34,26.34,-40.68,353.3152,0.8262,-2.9699,41.69486814,-112.2962295,0
0.260745,-0.0528,-0.0154,0.9858,-0.0012,0,0.0006,869.0197,5.34,26.34,-40.68,353.273,0.8276,-2.9699,41.69486814,-112.2962295,0
0.262063,-0.0528,-0.0154,0.9858,-0.0012,0,0.0006,869.0197,5.34,26.34,-40.68,353.273,0.8276,-2.9699,41.69486814,-112.2962295,0
0.275699,-0.0528,-0.0154,0.9858,0.0018,-0.0006,-0.0018,869.0197,5.34,26.34,-40.68,353.273,0.8276,-2.9699,41.69486814,-112.2962295,0
0.279654,-0.0513,-0.0154,0.9846,0.0018,-0.0006,-0.0018,869.0197,5.34,26.34,-40.68,353.273,0.8276,-2.9699,41.69486814,-112.2962295,0
0.281317,-0.0513,-0.0154,0.9846,0.0018,-0.0006,-0.0018,869.0197,5.34,26.34,-40.68,353.2752,0.8256,-2.9692,41.69486814,-112.2962295,0
0.283049,-0.0513,-0.0154,0.9846,0.0018,-0.0006,-0.0018,869.0197,5.34,26.34,-40.68,353.2752,0.8256,-2.9692,41.69486814,-112.2962295,0
0.292196,-0.0513,-0.0154,0.9846,0.0018,-0.0006,-0.0018,869.0197,5.16,26.34,-40.5,353.2752,0.8256,-2.9692,41.69486814,-112.2962295,0
0.296866,-0.0513,-0.0154,0.9846,0.0024,0.0024,0.0018,869.0197,5.16,26.34,-40.5,353.2752,0.8256,-2.9692,41.69486814,-112.2962295,0
0.299896,-0.0511,-0.0139,0.985,0.0024,0.0024,0.0018,869.0197,5.16,26.34,-40.5,353.2752,0.8256,-2.9692,41.69486814,-112.2962295,0
0.301835,-0.0511,-0.0139,0.985,0.0024,0.0024,0.0018,869.0197,5.16,26.34,-40.5,353.2729,0.8227,-2.972,41.69486814,-112.2962295,0
0.303636,-0.0511,-0.0139,0.985,0.0024,0.0024,0.0018,869.0197,5.16,26.34,-40.5,353.2729,0.8227,-2.972,41.69486814,-112.2962295,0
0.315558,-0.0511,-0.0139,0.985,-0.0006,0.0006,0.0018,869.0197,5.16,26.34,-40.5,353.2729,0.8227,-2.972,41.69486814,-112.2962295,0
0.320922,-0.0513,-0.0164,0.9841,-0.0006,0.0006,0.0018,869.0197,5.16,26.34,-40.5,353.2729,0.8227,-2.972,41.69486814,-112.2962295,0
0.322975,-0.0513,-0.0164,0.9841,-0.0006,0.0006,0.0018,869.0197,5.16,26.34,-40.5,353.2707,0.8233,-2.9727,41.69486814,-112.2962295,0
0.324951,-0.0513,-0.0164,0.9841,-0.0006,0.0006,0.0018,869.0197,5.16,26.34,-40.5,353.2707,0.8233,-2.9727,41.69486814,-112.2962295,0
0.332295,-0.0513,-0.0164,0.9841,-0.0006,0.0006,0.0018,869.0197,5.64,27,-40.62,353.2707,0.8233,-2.9727,41.69486814,-112.2962295,0
0.335732,-0.0513,-0.0164,0.9841,0.0012,0.0012,0.0006,869.0197,5.64,27,-40.62,353.2707,0.8233,-2.9727,41.69486814,-112.2962295,0
0.340287,-0.0503,-0.0139,0.9853,0.0012,0.0012,0.0006,869.0197,5.64,27,-40.62,353.2707,0.8233,-2.9727,41.69486814,-112.2962295,0
0.342489,-0.0503,-0.0139,0.9853,0.0012,0.0012,0.0006,869.0197,5.64,27,-40.62,353.1169,0.8218,-2.9742,41.69486814,-112.2962295,0
0.344322,-0.0503,-0.0139,0.9853,0.0012,0.0012,0.0006,869.0197,5.64,27,-40.62,353.1169,0.8218,-2.9742,41.69486814,-112.2962295,0
0.356278,-0.0503,-0.0139,0.9853,0.0006,0.0006,0,869.0197,5.64,27,-40.62,353.1169,0.8218,-2.9742,41.69486814,-112.2962295,0
0.359952,-0.0515,-0.0147,0.9865,0.0006,0.0006,0,869.0197,5.64,27,-40.62,353.1169,0.8218,-2.9742,41.69486814,-112.2962295,0
0.361626,-0.0515,-0.0147,0.9865,0.0006,0.0006,0,869.0197,5.64,27,-40.62,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.363254,-0.0515,-0.0147,0.9865,0.0006,0.0006,0,869.0197,5.64,27,-40.62,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.372182,-0.0515,-0.0147,0.9865,0.0006,0.0006,0,869.0197,5.28,26.94,-40.2,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.376493,-0.0515,-0.0147,0.9865,0.0006,0.0024,-0.0006,869.0197,5.28,26.94,-40.2,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.378046,-0.0515,-0.0147,0.9865,0.0006,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.37967,-0.0523,-0.0142,0.9848,0.0006,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1169,0.8211,-2.9749,41.69486814,-112.2962295,0
0.381294,-0.0523,-0.0142,0.9848,0.0006,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1176,0.8204,-2.9777,41.69486814,-112.2962295,0
0.383094,-0.0523,-0.0142,0.9848,0.0006,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1176,0.8204,-2.9777,41.69486814,-112.2962295,0
0.395684,-0.0523,-0.0142,0.9848,0,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1176,0.8204,-2.9777,41.69486814,-112.2962295,0
0.399887,-0.0493,-0.0147,0.9855,0,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1176,0.8204,-2.9777,41.69486814,-112.2962295,0
0.401452,-0.0493,-0.0147,0.9855,0,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1183,0.8205,-2.9805,41.69486814,-112.2962295,0
0.402964,-0.0493,-0.0147,0.9855,0,0.0024,-0.0006,869.0204,5.28,26.94,-40.2,353.1183,0.8205,-2.9805,41.69486814,-112.2962295,0
0.412348,-0.0493,-0.0147,0.9855,0,0.0024,-0.0006,869.0204,5.22,26.82,-40.08,353.1183,0.8205,-2.9805,41.69486814,-112.2962295,0
0.416163,-0.0493,-0.0147,0.9855,-0.0012,-0.0006,0.0012,869.0204,5.22,26.82,-40.08,353.1183,0.8205,-2.9805,41.69486814,-112.2962295,0
0.42084,-0.0523,-0.0134,0.9858,-0.0012,-0.0006,0.0012,869.0204,5.22,26.82,-40.08,353.1183,0.8205,-2.9805,41.69486814,-112.2962295,0
0.422872,-0.0523,-0.0134,0.9858,-0.0012,-0.0006,0.0012,869.0204,5.22,26.82,-40.08,353.1182,0.8218,-2.9798,41.69486814,-112.2962295,0
0.42489,-0.0523,-0.0134,0.9858,-0.0012,-0.0006,0.0012,869.0204,5.22,26.82,-40.08,353.1182,0.8218,-2.9798,41.69486814,-112.2962295,0
0.435895,-0.0523,-0.0134,0.9858,-0.0006,0.0012,0.0024,869.0204,5.22,26.82,-40.08,353.1182,0.8218,-2.9798,41.69486814,-112.2962295,0
0.441485,-0.0511,-0.0125,0.9848,-0.0006,0.0012,0.0024,869.0204,5.22,26.82,-40.08,353.1182,0.8218,-2.9798,41.69486814,-112.2962295,0
0.442547,-0.0511,-0.0125,0.9848,-0.0006,0.0012,0.0024,869.0204,5.22,26.82,-40.08,353.1154,0.8224,-2.9812,41.69486814,-112.2962295,0
0.443383,-0.0511,-0.0125,0.9848,-0.0006,0.0012,0.0024,869.0204,5.22,26.82,-40.08,353.1154,0.8224,-2.9812,41.69486814,-112.2962295,0
0.452299,-0.0511,-0.0125,0.9848,-0.0006,0.0012,0.0024,869.0204,5.22,26.94,-40.56,353.1154,0.8224,-2.9812,41.69486814,-112.2962295,0
0.456127,-0.0511,-0.0125,0.9848,0.0006,0,-0.0006,869.0204,5.22,26.94,-40.56,353.1154,0.8224,-2.9812,41.69486814,-112.2962295,0
0.459682,-0.0511,-0.0147,0.9846,0.0006,0,-0.0006,869.0204,5.22,26.94,-40.56,353.1154,0.8224,-2.9812,41.69486814,-112.2962295,0
0.460933,-0.0511,-0.0147,0.9846,0.0006,0,-0.0006,869.0204,5.22,26.94,-40.56,353.1217,0.8217,-2.9812,41.69486814,-112.2962295,0
0.462181,-0.0511,-0.0147,0.9846,0.0006,0,-0.0006,869.0204,5.22,26.94,-40.56,353.1217,0.8217,-2.9812,41.69486814,-112.2962295,0
0.476631,-0.0511,-0.0147,0.9846,0.0012,0.0006,0.0006,869.0204,5.22,26.94,-40.56,353.1217,0.8217,-2.9812,41.69486814,-112.2962295,0
0.480031,-0.0508,-0.0137,0.9865,0.0012,0.0006,0.0006,869.0204,5.22,26.94,-40.56,353.1217,0.8217,-2.9812,41.69486814,-112.2962295,0
0.481329,-0.0508,-0.0137,0.9865,0.0012,0.0006,0.0006,869.0204,5.22,26.94,-40.56,353.1211,0.8203,-2.9819,41.69486814,-112.2962295,0
0.482612,-0.0508,-0.0137,0.9865,0.0012,0.0006,0.0006,869.0204,5.22,26.94,-40.56,353.1211,0.8203,-2.9819,41.69486814,-112.2962295,0
0.49222,-0.0508,-0.0137,0.9865,0.0012,0.0006,0.0006,869.0204,4.68,26.7,-40.26,353.1211,0.8203,-2.9819,41.69486814,-112.2962295,0
0.495508,-0.0508,-0.0137,0.9865,0.0018,-0.0012,-0.0012,869.0204,4.68,26.7,-40.26,353.1211,0.8203,-2.9819,41.69486814,-112.2962295,0
0.499892,-0.0515,-0.0156,0.9838,0.0018,-0.0012,-0.0012,869.0204,4.68,26.7,-40.26,353.1211,0.8203,-2.9819,41.69486814,-112.2962295,0
0.501224,-0.0515,-0.0156,0.9838,0.0018,-0.0012,-0.0012,869.0204,4.68,26.7,-40.26,353.43,0.8182,-2.9805,41.69486814,-112.2962295,0
0.502522,-0.0515,-0.0156,0.9838,0.0018,-0.0012,-0.0012,869.0204,4.68,26.7,-40.26,353.43,0.8182,-2.9805,41.69486814,-112.2962295,0
0.516835,-0.0515,-0.0156,0.9838,0.0006,-0.0024,0,869.0204,4.68,26.7,-40.26,353.43,0.8182,-2.9805,41.69486814,-112.2962295,0
0.520164,-0.0523,-0.0142,0.9846,0.0006,-0.0024,0,869.0204,4.68,26.7,-40.26,353.43,0.8182,-2.9805,41.69486814,-112.2962295,0
0.521893,-0.0523,-0.0142,0.9846,0.0006,-0.0024,0,869.0204,4.68,26.7,-40.26,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.523244,-0.0523,-0.0142,0.9846,0.0006,-0.0024,0,869.0204,4.68,26.7,-40.26,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.532085,-0.0523,-0.0142,0.9846,0.0006,-0.0024,0,869.0204,4.86,26.58,-40.8,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.537069,-0.0523,-0.0142,0.9846,-0.0006,-0.0006,0.0012,869.0204,4.86,26.58,-40.8,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.53882,-0.0523,-0.0142,0.9846,-0.0006,-0.0006,0.0012,869.0206,4.86,26.58,-40.8,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.540136,-0.0506,-0.0134,0.9855,-0.0006,-0.0006,0.0012,869.0206,4.86,26.58,-40.8,353.43,0.8175,-2.9777,41.69486814,-112.2962295,0
0.541524,-0.0506,-0.0134,0.9855,-0.0006,-0.0006,0.0012,869.0206,4.86,26.58,-40.8,353.4926,0.8182,-2.977,41.69486814,-112.2962295,0
0.542724,-0.0506,-0.0134,0.9855,-0.0006,-0.0006,0.0012,869.0206,4.86,26.58,-40.8,353.4926,0.8182,-2.977,41.69486814,-112.2962295,0
0.555449,-0.0506,-0.0134,0.9855,0.0006,-0.0006,0.0018,869.0206,4.86,26.58,-40.8,353.4926,0.8182,-2.977,41.69486814,-112.2962295,0
0.560204,-0.0515,-0.0149,0.9848,0.0006,-0.0006,0.0018,869.0206,4.86,26.58,-40.8,353.4926,0.8182,-2.977,41.69486814,-112.2962295,0
0.561742,-0.0515,-0.0149,0.9848,0.0006,-0.0006,0.0018,869.0206,4.86,26.58,-40.8,353.4905,0.8174,-2.9763,41.69486814,-112.2962295,0
0.56366,-0.0515,-0.0149,0.9848,0.0006,-0.0006,0.0018,869.0206,4.86,26.58,-40.8,353.4905,0.8174,-2.9763,41.69486814,-112.2962295,0
0.572065,-0.0515,-0.0149,0.9848,0.0006,-0.0006,0.0018,869.0206,5.1,26.64,-41.34,353.4905,0.8174,-2.9763,41.69486814,-112.2962295,0
0.575665,-0.0515,-0.0149,0.9848,0,-0.0012,-0.0006,869.0206,5.1,26.64,-41.34,353.4905,0.8174,-2.9763,41.69486814,-112.2962295,0
0.579672,-0.0506,-0.0132,0.9853,0,-0.0012,-0.0006,869.0206,5.1,26.64,-41.34,353.4905,0.8174,-2.9763,41.69486814,-112.2962295,0
0.581348,-0.0506,-0.0132,0.9853,0,-0.0012,-0.0006,869.0206,5.1,26.64,-41.34,353.4918,0.8174,-2.9749,41.69486814,-112.2962295,0
0.582549,-0.0506,-0.0132,0.9853,0,-0.0012,-0.0006,869.0206,5.1,26.64,-41.34,353.4918,0.8174,-2.9749,41.69486814,-112.2962295,0
0.595609,-0.0506,-0.0132,0.9853,0.0006,-0.0006,-0.0006,869.0206,5.1,26.64,-41.34,353.4918,0.8174,-2.9749,41.69486814,-112.2962295,0
0.59985,-0.0518,-0.0151,0.9858,0.0006,-0.0006,-0.0006,869.0206,5.1,26.64,-41.34,353.4918,0.8174,-2.9749,41.69486814,-112.2962295,0
0.601036,-0.0518,-0.0151,0.9858,0.0006,-0.0006,-0.0006,869.0206,5.1,26.64,-41.34,353.4925,0.8167,-2.9742,41.69486814,-112.2962295,0
0.602124,-0.0518,-0.0151,0.9858,0.0006,-0.0006,-0.0006,869.0206,5.1,26.64,-41.34,353.4925,0.8167,-2.9742,41.69486814,-112.2962295,0
0.612188,-0.0518,-0.0151,0.9858,0.0006,-0.0006,-0.0006,869.0206,5.1,26.82,-41.16,353.4925,0.8167,-2.9742,41.69486814,-112.2962295,0
0.615827,-0.0518,-0.0151,0.9858,-0.0018,-0.0012,-0.0012,869.0206,5.1,26.82,-41.16,353.4925,0.8167,-2.9742,41.69486814,-112.2962295,0
0.620724,-0.0513,-0.0139,0.9865,-0.0018,-0.0012,-0.0012,869.0206,5.1,26.82,-41.16,353.4925,0.8167,-2.9742,41.69486814,-112.2962295,0
0.622429,-0.0513,-0.0139,0.9865,-0.0018,-0.0012,-0.0012,869.0206,5.1,26.82,-41.16,353.4949,0.8189,-2.9728,41.69486814,-112.2962295,0
0.624022,-0.0513,-0.0139,0.9865,-0.0018,-0.0012,-0.0012,869.0206,5.1,26.82,-41.16,353.4949,0.8189,-2.9728,41.69486814,-112.2962295,0
0.635704,-0.0513,-0.0139,0.9865,0.0006,-0.0006,0.0006,869.0206,5.1,26.82,-41.16,353.4949,0.8189,-2.9728,41.69486814,-112.2962295,0
0.639967,-0.0508,-0.0166,0.986,0.0006,-0.0006,0.0006,869.0206,5.1,26.82,-41.16,353.4949,0.8189,-2.9728,41.69486814,-112.2962295,0
0.641816,-0.0508,-0.0166,0.986,0.0006,-0.0006,0.0006,869.0206,5.1,26.82,-41.16,353.4942,0.8182,-2.9721,41.69486814,-112.2962295,0
0.643528,-0.0508,-0.0166,0.986,0.0006,-0.0006,0.0006,869.0206,5.1,26.82,-41.16,353.4942,0.8182,-2.9721,41.69486814,-112.2962295,0
0.652039,-0.0508,-0.0166,0.986,0.0006,-0.0006,0.0006,869.0206,5.1,26.94,-41.46,353.4942,0.8182,-2.9721,41.69486814,-112.2962295,0
0.65585,-0.0508,-0.0166,0.986,0.0012,0,0.0006,869.0206,5.1,26.94,-41.46,353.4942,0.8182,-2.9721,41.69486814,-112.2962295,0
0.659871,-0.0508,-0.0134,0.9865,0.0012,0,0.0006,869.0206,5.1,26.94,-41.46,353.4942,0.8182,-2.9721,41.69486814,-112.2962295,0
0.661443,-0.0508,-0.0134,0.9865,0.0012,0,0.0006,869.0206,5.1,26.94,-41.46,353.497,0.8167,-2.9721,41.69486814,-112.2962295,0
0.662796,-0.0508,-0.0134,0.9865,0.0012,0,0.0006,869.0206,5.1,26.94,-41.46,353.497,0.8167,-2.9721,41.69486814,-112.2962295,0
0.676782,-0.0508,-0.0134,0.9865,-0.0006,-0.0031,0,869.0206,5.1,26.94,-41.46,353.497,0.8167,-2.9721,41.69486814,-112.2962295,0
0.680143,-0.0511,-0.0122,0.9841,-0.0006,-0.0031,0,869.0206,5.1,26.94,-41.46,353.497,0.8167,-2.9721,41.69486814,-112.2962295,0
0.681545,-0.0511,-0.0122,0.9841,-0.0006,-0.0031,0,869.0206,5.1,26.94,-41.46,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
0.682911,-0.0511,-0.0122,0.9841,-0.0006,-0.0031,0,869.0206,5.1,26.94,-41.46,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
0.692818,-0.0511,-0.0122,0.9841,-0.0006,-0.0031,0,869.0206,4.98,26.94,-40.98,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
0.696341,-0.0511,-0.0122,0.9841,0.0024,-0.0018,0.0012,869.0206,4.98,26.94,-40.98,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
0.69812,-0.0511,-0.0122,0.9841,0.0024,-0.0018,0.0012,869.0222,4.98,26.94,-40.98,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
0.700055,-0.0503,-0.0139,0.986,0.0024,-0.0018,0.0012,869.0222,4.98,26.94,-40.98,353.4969,0.8174,-2.9686,41.69486814,-112.2962295,0
