time,gFx,gFy,gFz,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed,Altitude 
0.043405,-0.1004,0.224,0.9435,-0.0446,0.0165,0.0336,7.26,-0.6,-48.96,348.4988,-13.2847,-6.0748,43.81616845,-111.7846068,0,1502.177
0.044202,-0.1004,0.224,0.9435,-0.0446,0.0165,0.0336,7.26,-0.6,-48.96,348.4988,-13.2847,-6.0748,43.81616845,-111.7846068,0,1502.177
0.057981,-0.1004,0.224,0.9435,-0.0134,0.036,0.0336,7.26,-0.6,-48.96,348.4988,-13.2847,-6.0748,43.81616845,-111.7846068,0,1502.177
0.062304,-0.0894,0.2118,0.9406,-0.0134,0.036,0.0336,7.26,-0.6,-48.96,348.4988,-13.2847,-6.0748,43.81616845,-111.7846068,0,1502.177
0.063412,-0.0894,0.2118,0.9406,-0.0134,0.036,0.0336,7.26,-0.6,-48.96,348.4123,-13.1079,-5.8986,43.81616845,-111.7846068,0,1502.177
0.064243,-0.0894,0.2118,0.9406,-0.0134,0.036,0.0336,7.26,-0.6,-48.96,348.4123,-13.1079,-5.8986,43.81616845,-111.7846068,0,1502.177
0.070914,-0.0894,0.2118,0.9406,-0.0134,0.036,0.0336,6.42,1.86,-48.72,348.4123,-13.1079,-5.8986,43.81616845,-111.7846068,0,1502.177
0.078795,-0.0894,0.2118,0.9406,0.0324,0.0654,0.0354,6.42,1.86,-48.72,348.4123,-13.1079,-5.8986,43.81616845,-111.7846068,0,1502.177
0.082201,-0.0936,0.206,0.9577,0.0324,0.0654,0.0354,6.42,1.86,-48.72,348.4123,-13.1079,-5.8986,43.81616845,-111.7846068,0,1502.177
0.083609,-0.0936,0.206,0.9577,0.0324,0.0654,0.0354,6.42,1.86,-48.72,353.8228,-12.8219,-5.8095,43.81616845,-111.7846068,0,1502.177
0.085017,-0.0936,0.206,0.9577,0.0324,0.0654,0.0354,6.42,1.86,-48.72,353.8228,-12.8219,-5.8095,43.81616845,-111.7846068,0,1502.177
0.098195,-0.0936,0.206,0.9577,0.0232,0.0476,0.0574,6.42,1.86,-48.72,353.8228,-12.8219,-5.8095,43.81616845,-111.7846068,0,1502.177
0.102868,-0.1141,0.1827,0.9811,0.0232,0.0476,0.0574,6.42,1.86,-48.72,353.8228,-12.8219,-5.8095,43.81616845,-111.7846068,0,1502.177
0.103628,-0.1141,0.1827,0.9811,0.0232,0.0476,0.0574,6.42,1.86,-48.72,353.8028,-12.1675,-6.0418,43.81616845,-111.7846068,0,1502.177
0.104413,-0.1141,0.1827,0.9811,0.0232,0.0476,0.0574,6.42,1.86,-48.72,353.8028,-12.1675,-6.0418,43.81616845,-111.7846068,0,1502.177
0.110857,-0.1141,0.1827,0.9811,0.0232,0.0476,0.0574,6.24,3.36,-48.9,353.8028,-12.1675,-6.0418,43.81616845,-111.7846068,0,1502.177
0.118199,-0.1141,0.1827,0.9811,0.0788,0.0825,0.121,6.24,3.36,-48.9,353.8028,-12.1675,-6.0418,43.81616845,-111.7846068,0,1502.177
0.122088,-0.1075,0.2147,1.0007,0.0788,0.0825,0.121,6.24,3.36,-48.9,353.8028,-12.1675,-6.0418,43.81616845,-111.7846068,0,1502.177
0.122977,-0.1075,0.2147,1.0007,0.0788,0.0825,0.121,6.24,3.36,-48.9,354.2739,-12.1314,-6.0667,43.81616845,-111.7846068,0,1502.177
0.123698,-0.1075,0.2147,1.0007,0.0788,0.0825,0.121,6.24,3.36,-48.9,354.2739,-12.1314,-6.0667,43.81616845,-111.7846068,0,1502.177
0.138032,-0.1075,0.2147,1.0007,0.16,0.0739,0.1729,6.24,3.36,-48.9,354.2739,-12.1314,-6.0667,43.81616845,-111.7846068,0,1502.177
0.143499,-0.0977,0.1989,0.9987,0.16,0.0739,0.1729,6.24,3.36,-48.9,354.2739,-12.1314,-6.0667,43.81616845,-111.7846068,0,1502.177
0.144987,-0.0977,0.1989,0.9987,0.16,0.0739,0.1729,6.24,3.36,-48.9,354.0559,-11.8748,-5.933,43.81616845,-111.7846068,0,1502.177
0.14625,-0.0977,0.1989,0.9987,0.16,0.0739,0.1729,6.24,3.36,-48.9,354.0559,-11.8748,-5.933,43.81616845,-111.7846068,0,1502.177
0.151379,-0.0977,0.1989,0.9987,0.16,0.0739,0.1729,5.52,4.5,-48.6,354.0559,-11.8748,-5.933,43.81616845,-111.7846068,0,1502.177
0.158414,-0.0977,0.1989,0.9987,0.1686,0.0825,0.168,5.52,4.5,-48.6,354.0559,-11.8748,-5.933,43.81616845,-111.7846068,0,1502.177
0.16288,-0.0923,0.2387,0.9438,0.1686,0.0825,0.168,5.52,4.5,-48.6,354.0559,-11.8748,-5.933,43.81616845,-111.7846068,0,1502.177
0.164074,-0.0923,0.2387,0.9438,0.1686,0.0825,0.168,5.52,4.5,-48.6,357.1664,-12.4815,-5.8406,43.81616845,-111.7846068,0,1502.177
0.165033,-0.0923,0.2387,0.9438,0.1686,0.0825,0.168,5.52,4.5,-48.6,357.1664,-12.4815,-5.8406,43.81616845,-111.7846068,0,1502.177
0.178343,-0.0923,0.2387,0.9438,0.1057,0.1613,0.1222,5.52,4.5,-48.6,357.1664,-12.4815,-5.8406,43.81616845,-111.7846068,0,1502.177
0.182617,-0.1043,0.2333,0.9247,0.1057,0.1613,0.1222,5.52,4.5,-48.6,357.1664,-12.4815,-5.8406,43.81616845,-111.7846068,0,1502.177
0.183822,-0.1043,0.2333,0.9247,0.1057,0.1613,0.1222,5.52,4.5,-48.6,357.0335,-12.9086,-5.999,43.81616845,-111.7846068,0,1502.177
0.184926,-0.1043,0.2333,0.9247,0.1057,0.1613,0.1222,5.52,4.5,-48.6,357.0335,-12.9086,-5.999,43.81616845,-111.7846068,0,1502.177
0.191796,-0.1043,0.2333,0.9247,0.1057,0.1613,0.1222,5.82,4.38,-48.36,357.0335,-12.9086,-5.999,43.81616845,-111.7846068,0,1502.177
0.198535,-0.1043,0.2333,0.9247,0.1839,0.295,0.102,5.82,4.38,-48.36,357.0335,-12.9086,-5.999,43.81616845,-111.7846068,0,1502.177
0.203094,-0.1466,0.2924,0.9179,0.1839,0.295,0.102,5.82,4.38,-48.36,357.0335,-12.9086,-5.999,43.81616845,-111.7846068,0,1502.177
0.204484,-0.1466,0.2924,0.9179,0.1839,0.295,0.102,5.82,4.38,-48.36,357.0482,-14.1499,-6.8224,43.81616845,-111.7846068,0,1502.177
0.205685,-0.1466,0.2924,0.9179,0.1839,0.295,0.102,5.82,4.38,-48.36,357.0482,-14.1499,-6.8224,43.81616845,-111.7846068,0,1502.177
0.219274,-0.1466,0.2924,0.9179,0.2737,0.6774,0.2908,5.82,4.38,-48.36,357.0482,-14.1499,-6.8224,43.81616845,-111.7846068,0,1502.177
0.22282,-0.2116,0.3591,0.8187,0.2737,0.6774,0.2908,5.82,4.38,-48.36,357.0482,-14.1499,-6.8224,43.81616845,-111.7846068,0,1502.177
0.224038,-0.2116,0.3591,0.8187,0.2737,0.6774,0.2908,5.82,4.38,-48.36,357.0298,-16.4883,-8.7472,43.81616845,-111.7846068,0,1502.177
0.225122,-0.2116,0.3591,0.8187,0.2737,0.6774,0.2908,5.82,4.38,-48.36,357.0298,-16.4883,-8.7472,43.81616845,-111.7846068,0,1502.177
0.231421,-0.2116,0.3591,0.8187,0.2737,0.6774,0.2908,6.42,4.44,-48.36,357.0298,-16.4883,-8.7472,43.81616845,-111.7846068,0,1502.177
0.238621,-0.2116,0.3591,0.8187,0.2095,0.7581,0.416,6.42,4.44,-48.36,357.0298,-16.4883,-8.7472,43.81616845,-111.7846068,0,1502.177
0.243443,-0.1837,0.32,0.8543,0.2095,0.7581,0.416,6.42,4.44,-48.36,357.0298,-16.4883,-8.7472,43.81616845,-111.7846068,0,1502.177
0.244991,-0.1837,0.32,0.8543,0.2095,0.7581,0.416,6.42,4.44,-48.36,2.6721,-17.4652,-9.6412,43.81616845,-111.7846068,0,1502.177
0.246262,-0.1837,0.32,0.8543,0.2095,0.7581,0.416,6.42,4.44,-48.36,2.6721,-17.4652,-9.6412,43.81616845,-111.7846068,0,1502.177
0.258601,-0.1837,0.32,0.8543,0.0122,0.5198,0.3635,6.42,4.44,-48.36,2.6721,-17.4652,-9.6412,43.81616845,-111.7846068,0,1502.177
0.262976,-0.194,0.2873,0.8795,0.0122,0.5198,0.3635,6.42,4.44,-48.36,2.6721,-17.4652,-9.6412,43.81616845,-111.7846068,0,1502.177
0.264282,-0.194,0.2873,0.8795,0.0122,0.5198,0.3635,6.42,4.44,-48.36,2.3222,-17.5314,-10.4021,43.81616845,-111.7846068,0,1502.177
0.265339,-0.194,0.2873,0.8795,0.0122,0.5198,0.3635,6.42,4.44,-48.36,2.3222,-17.5314,-10.4021,43.81616845,-111.7846068,0,1502.177
0.271473,-0.194,0.2873,0.8795,0.0122,0.5198,0.3635,7.02,4.14,-48.72,2.3222,-17.5314,-10.4021,43.81616845,-111.7846068,0,1502.177
0.279476,-0.194,0.2873,0.8795,-0.0855,0.4038,0.2902,7.02,4.14,-48.72,2.3222,-17.5314,-10.4021,43.81616845,-111.7846068,0,1502.177
0.282779,-0.2111,0.2529,0.8766,-0.0855,0.4038,0.2902,7.02,4.14,-48.72,2.3222,-17.5314,-10.4021,43.81616845,-111.7846068,0,1502.177
0.283921,-0.2111,0.2529,0.8766,-0.0855,0.4038,0.2902,7.02,4.14,-48.72,4.3093,-17.0297,-11.2612,43.81616845,-111.7846068,0,1502.177
0.285061,-0.2111,0.2529,0.8766,-0.0855,0.4038,0.2902,7.02,4.14,-48.72,4.3093,-17.0297,-11.2612,43.81616845,-111.7846068,0,1502.177
0.29851,-0.2111,0.2529,0.8766,-0.2187,0.3543,0.2657,7.02,4.14,-48.72,4.3093,-17.0297,-11.2612,43.81616845,-111.7846068,0,1502.177
0.303552,-0.1781,0.2511,0.8861,-0.2187,0.3543,0.2657,7.02,4.14,-48.72,4.3093,-17.0297,-11.2612,43.81616845,-111.7846068,0,1502.177
0.305032,-0.1781,0.2511,0.8861,-0.2187,0.3543,0.2657,7.02,4.14,-48.72,3.8744,-16.6215,-11.2905,43.81616845,-111.7846068,0,1502.177
0.306455,-0.1781,0.2511,0.8861,-0.2187,0.3543,0.2657,7.02,4.14,-48.72,3.8744,-16.6215,-11.2905,43.81616845,-111.7846068,0,1502.177
0.311759,-0.1781,0.2511,0.8861,-0.2187,0.3543,0.2657,7.8,4.08,-48.84,3.8744,-16.6215,-11.2905,43.81616845,-111.7846068,0,1502.177
0.319012,-0.1781,0.2511,0.8861,-0.3329,0.3018,0.3421,7.8,4.08,-48.84,3.8744,-16.6215,-11.2905,43.81616845,-111.7846068,0,1502.177
0.323515,-0.1534,0.2472,0.9157,-0.3329,0.3018,0.3421,7.8,4.08,-48.84,3.8744,-16.6215,-11.2905,43.81616845,-111.7846068,0,1502.177
0.3247,-0.1534,0.2472,0.9157,-0.3329,0.3018,0.3421,7.8,4.08,-48.84,4.2495,-16.3227,-11.4992,43.81616845,-111.7846068,0,1502.177
0.325816,-0.1534,0.2472,0.9157,-0.3329,0.3018,0.3421,7.8,4.08,-48.84,4.2495,-16.3227,-11.4992,43.81616845,-111.7846068,0,1502.177
0.338678,-0.1534,0.2472,0.9157,-0.3543,0.157,0.4374,7.8,4.08,-48.84,4.2495,-16.3227,-11.4992,43.81616845,-111.7846068,0,1502.177
0.343325,-0.15,0.2113,0.9376,-0.3543,0.157,0.4374,7.8,4.08,-48.84,4.2495,-16.3227,-11.4992,43.81616845,-111.7846068,0,1502.177
0.344686,-0.15,0.2113,0.9376,-0.3543,0.157,0.4374,7.8,4.08,-48.84,3.6565,-16.0177,-11.5037,43.81616845,-111.7846068,0,1502.177
0.345868,-0.15,0.2113,0.9376,-0.3543,0.157,0.4374,7.8,4.08,-48.84,3.6565,-16.0177,-11.5037,43.81616845,-111.7846068,0,1502.177
0.351703,-0.15,0.2113,0.9376,-0.3543,0.157,0.4374,7.98,3.78,-48.84,3.6565,-16.0177,-11.5037,43.81616845,-111.7846068,0,1502.177
0.359494,-0.15,0.2113,0.9376,-0.3097,0.1277,0.4569,7.98,3.78,-48.84,3.6565,-16.0177,-11.5037,43.81616845,-111.7846068,0,1502.177
0.363198,-0.1327,0.1796,0.9464,-0.3097,0.1277,0.4569,7.98,3.78,-48.84,3.6565,-16.0177,-11.5037,43.81616845,-111.7846068,0,1502.177
0.364597,-0.1327,0.1796,0.9464,-0.3097,0.1277,0.4569,7.98,3.78,-48.84,4.1351,-14.6823,-10.416,43.81616845,-111.7846068,0,1502.177
0.365672,-0.1327,0.1796,0.9464,-0.3097,0.1277,0.4569,7.98,3.78,-48.84,4.1351,-14.6823,-10.416,43.81616845,-111.7846068,0,1502.177
0.379977,-0.1327,0.1796,0.9464,-0.234,0.1881,0.3726,7.98,3.78,-48.84,4.1351,-14.6823,-10.416,43.81616845,-111.7846068,0,1502.177
0.383335,-0.1124,0.1573,0.9562,-0.234,0.1881,0.3726,7.98,3.78,-48.84,4.1351,-14.6823,-10.416,43.81616845,-111.7846068,0,1502.177
0.384281,-0.1124,0.1573,0.9562,-0.234,0.1881,0.3726,7.98,3.78,-48.84,3.4203,-13.3305,-9.4611,43.81616845,-111.7846068,0,1502.177
0.38541,-0.1124,0.1573,0.9562,-0.234,0.1881,0.3726,7.98,3.78,-48.84,3.4203,-13.3305,-9.4611,43.81616845,-111.7846068,0,1502.177
0.391728,-0.1124,0.1573,0.9562,-0.234,0.1881,0.3726,8.52,3.84,-48.84,3.4203,-13.3305,-9.4611,43.81616845,-111.7846068,0,1502.177
0.399222,-0.1124,0.1573,0.9562,-0.16,0.2431,0.2627,8.52,3.84,-48.84,3.4203,-13.3305,-9.4611,43.81616845,-111.7846068,0,1502.177
0.404153,-0.1068,0.1581,0.9667,-0.16,0.2431,0.2627,8.52,3.84,-48.84,3.4203,-13.3305,-9.4611,43.81616845,-111.7846068,0,1502.177
0.405515,-0.1068,0.1581,0.9667,-0.16,0.2431,0.2627,8.52,3.84,-48.84,358.0872,-12.1668,-8.6128,43.81616845,-111.7846068,0,1502.177
0.406824,-0.1068,0.1581,0.9667,-0.16,0.2431,0.2627,8.52,3.84,-48.84,358.0872,-12.1668,-8.6128,43.81616845,-111.7846068,0,1502.177
0.419777,-0.1068,0.1581,0.9667,-0.0965,0.2755,0.2132,8.52,3.84,-48.84,358.0872,-12.1668,-8.6128,43.81616845,-111.7846068,0,1502.177
0.423714,-0.1153,0.1678,0.9723,-0.0965,0.2755,0.2132,8.52,3.84,-48.84,358.0872,-12.1668,-8.6128,43.81616845,-111.7846068,0,1502.177
0.42481,-0.1153,0.1678,0.9723,-0.0965,0.2755,0.2132,8.52,3.84,-48.84,357.6989,-11.5625,-8.2447,43.81616845,-111.7846068,0,1502.177
0.425965,-0.1153,0.1678,0.9723,-0.0965,0.2755,0.2132,8.52,3.84,-48.84,357.6989,-11.5625,-8.2447,43.81616845,-111.7846068,0,1502.177
0.431893,-0.1153,0.1678,0.9723,-0.0965,0.2755,0.2132,8.82,3.84,-48.48,357.6989,-11.5625,-8.2447,43.81616845,-111.7846068,0,1502.177
0.439882,-0.1153,0.1678,0.9723,-0.0519,0.2462,0.1936,8.82,3.84,-48.48,357.6989,-11.5625,-8.2447,43.81616845,-111.7846068,0,1502.177
0.443762,-0.1165,0.1727,0.9792,-0.0519,0.2462,0.1936,8.82,3.84,-48.48,357.6989,-11.5625,-8.2447,43.81616845,-111.7846068,0,1502.177
0.445034,-0.1165,0.1727,0.9792,-0.0519,0.2462,0.1936,8.82,3.84,-48.48,352.3031,-11.4985,-8.4296,43.81616845,-111.7846068,0,1502.177
0.44653,-0.1165,0.1727,0.9792,-0.0519,0.2462,0.1936,8.82,3.84,-48.48,352.3031,-11.4985,-8.4296,43.81616845,-111.7846068,0,1502.177
0.459132,-0.1165,0.1727,0.9792,-0.0342,0.1393,0.1717,8.82,3.84,-48.48,352.3031,-11.4985,-8.4296,43.81616845,-111.7846068,0,1502.177
0.464923,-0.1263,0.1732,0.976,-0.0342,0.1393,0.1717,8.82,3.84,-48.48,352.3031,-11.4985,-8.4296,43.81616845,-111.7846068,0,1502.177
0.466103,-0.1263,0.1732,0.976,-0.0342,0.1393,0.1717,8.82,3.84,-48.48,352.0849,-11.4323,-8.4805,43.81616845,-111.7846068,0,1502.177
0.467575,-0.1263,0.1732,0.976,-0.0342,0.1393,0.1717,8.82,3.84,-48.48,352.0849,-11.4323,-8.4805,43.81616845,-111.7846068,0,1502.177
0.472094,-0.1263,0.1732,0.976,-0.0342,0.1393,0.1717,9.84,4.26,-48.6,352.0849,-11.4323,-8.4805,43.81616845,-111.7846068,0,1502.177
0.479469,-0.1263,0.1732,0.976,-0.014,0.0134,0.1545,9.84,4.26,-48.6,352.0849,-11.4323,-8.4805,43.81616845,-111.7846068,0,1502.177
0.483566,-0.1353,0.1793,0.9799,-0.014,0.0134,0.1545,9.84,4.26,-48.6,352.0849,-11.4323,-8.4805,43.81616845,-111.7846068,0,1502.177
0.48479,-0.1353,0.1793,0.9799,-0.014,0.0134,0.1545,9.84,4.26,-48.6,350.6468,-11.4312,-8.449,43.81616845,-111.7846068,0,1502.177
0.4859,-0.1353,0.1793,0.9799,-0.014,0.0134,0.1545,9.84,4.26,-48.6,350.6468,-11.4312,-8.449,43.81616845,-111.7846068,0,1502.177
0.499509,-0.1353,0.1793,0.9799,0.0183,-0.099,0.1185,9.84,4.26,-48.6,350.6468,-11.4312,-8.449,43.81616845,-111.7846068,0,1502.177
0.503932,-0.1287,0.1546,0.9892,0.0183,-0.099,0.1185,9.84,4.26,-48.6,350.6468,-11.4312,-8.449,43.81616845,-111.7846068,0,1502.177
0.505224,-0.1287,0.1546,0.9892,0.0183,-0.099,0.1185,9.84,4.26,-48.6,350.5106,-11.4488,-8.2963,43.81616845,-111.7846068,0,1502.177
0.506286,-0.1287,0.1546,0.9892,0.0183,-0.099,0.1185,9.84,4.26,-48.6,350.5106,-11.4488,-8.2963,43.81616845,-111.7846068,0,1502.177
0.512237,-0.1287,0.1546,0.9892,0.0183,-0.099,0.1185,10.56,4.5,-48.24,350.5106,-11.4488,-8.2963,43.81616845,-111.7846068,0,1502.177
0.519584,-0.1287,0.1546,0.9892,-0.2169,-0.8503,-0.281,10.56,4.5,-48.24,350.5106,-11.4488,-8.2963,43.81616845,-111.7846068,0,1502.177
0.523784,-0.1393,0.1336,1.0569,-0.2169,-0.8503,-0.281,10.56,4.5,-48.24,350.5106,-11.4488,-8.2963,43.81616845,-111.7846068,0,1502.177
0.524933,-0.1393,0.1336,1.0569,-0.2169,-0.8503,-0.281,10.56,4.5,-48.24,347.0178,-11.1257,-7.3789,43.81616845,-111.7846068,0,1502.177
0.526009,-0.1393,0.1336,1.0569,-0.2169,-0.8503,-0.281,10.56,4.5,-48.24,347.0178,-11.1257,-7.3789,43.81616845,-111.7846068,0,1502.177
0.53997,-0.1393,0.1336,1.0569,-0.2407,-1.1173,-0.3537,10.56,4.5,-48.24,347.0178,-11.1257,-7.3789,43.81616845,-111.7846068,0,1502.177
0.545358,-0.1004,0.2033,0.966,-0.2407,-1.1173,-0.3537,10.56,4.5,-48.24,347.0178,-11.1257,-7.3789,43.81616845,-111.7846068,0,1502.177
0.546832,-0.1004,0.2033,0.966,-0.2407,-1.1173,-0.3537,10.56,4.5,-48.24,347.4034,-10.7923,-6.1763,43.81616845,-111.7846068,0,1502.177
0.547989,-0.1004,0.2033,0.966,-0.2407,-1.1173,-0.3537,10.56,4.5,-48.24,347.4034,-10.7923,-6.1763,43.81616845,-111.7846068,0,1502.177
0.552466,-0.1004,0.2033,0.966,-0.2407,-1.1173,-0.3537,10.44,4.38,-47.82,347.4034,-10.7923,-6.1763,43.81616845,-111.7846068,0,1502.177
0.560765,-0.1004,0.2033,0.966,-0.0293,-0.9383,-0.1509,10.44,4.38,-47.82,347.4034,-10.7923,-6.1763,43.81616845,-111.7846068,0,1502.177
0.564095,-0.1148,0.2367,0.9183,-0.0293,-0.9383,-0.1509,10.44,4.38,-47.82,347.4034,-10.7923,-6.1763,43.81616845,-111.7846068,0,1502.177
0.565473,-0.1148,0.2367,0.9183,-0.0293,-0.9383,-0.1509,10.44,4.38,-47.82,338.8502,-10.7478,-5.164,43.81616845,-111.7846068,0,1502.177
0.566996,-0.1148,0.2367,0.9183,-0.0293,-0.9383,-0.1509,10.44,4.38,-47.82,338.8502,-10.7478,-5.164,43.81616845,-111.7846068,0,1502.177
0.579793,-0.1148,0.2367,0.9183,-0.0305,-0.73,0.0195,10.44,4.38,-47.82,338.8502,-10.7478,-5.164,43.81616845,-111.7846068,0,1502.177
0.584117,-0.1141,0.2023,0.9306,-0.0305,-0.73,0.0195,10.44,4.38,-47.82,338.8502,-10.7478,-5.164,43.81616845,-111.7846068,0,1502.177
0.585607,-0.1141,0.2023,0.9306,-0.0305,-0.73,0.0195,10.44,4.38,-47.82,338.8354,-10.7259,-4.3683,43.81616845,-111.7846068,0,1502.177
0.587269,-0.1141,0.2023,0.9306,-0.0305,-0.73,0.0195,10.44,4.38,-47.82,338.8354,-10.7259,-4.3683,43.81616845,-111.7846068,0,1502.177
0.592835,-0.1141,0.2023,0.9306,-0.0305,-0.73,0.0195,10.08,4.08,-47.58,338.8354,-10.7259,-4.3683,43.81616845,-111.7846068,0,1502.177
0.599998,-0.1141,0.2023,0.9306,-0.2028,-0.5095,0.0159,10.08,4.08,-47.58,338.8354,-10.7259,-4.3683,43.81616845,-111.7846068,0,1502.177
0.60427,-0.0811,0.1815,0.9628,-0.2028,-0.5095,0.0159,10.08,4.08,-47.58,338.8354,-10.7259,-4.3683,43.81616845,-111.7846068,0,1502.177
0.606328,-0.0811,0.1815,0.9628,-0.2028,-0.5095,0.0159,10.08,4.08,-47.58,333.6241,-10.5063,-3.8213,43.81616845,-111.7846068,0,1502.177
0.608198,-0.0811,0.1815,0.9628,-0.2028,-0.5095,0.0159,10.08,4.08,-47.58,333.6241,-10.5063,-3.8213,43.81616845,-111.7846068,0,1502.177
0.619882,-0.0811,0.1815,0.9628,-0.3757,-0.441,-0.0935,10.08,4.08,-47.58,333.6241,-10.5063,-3.8213,43.81616845,-111.7846068,0,1502.177
0.624203,-0.0985,0.1788,0.9941,-0.3757,-0.441,-0.0935,10.08,4.08,-47.58,333.6241,-10.5063,-3.8213,43.81616845,-111.7846068,0,1502.177
0.625565,-0.0985,0.1788,0.9941,-0.3757,-0.441,-0.0935,10.08,4.08,-47.58,333.7171,-10.0841,-3.3826,43.81616845,-111.7846068,0,1502.177
0.627275,-0.0985,0.1788,0.9941,-0.3757,-0.441,-0.0935,10.08,4.08,-47.58,333.7171,-10.0841,-3.3826,43.81616845,-111.7846068,0,1502.177
0.633245,-0.0985,0.1788,0.9941,-0.3757,-0.441,-0.0935,9.06,3.9,-47.34,333.7171,-10.0841,-3.3826,43.81616845,-111.7846068,0,1502.177
0.640771,-0.0985,0.1788,0.9941,-0.4227,-0.4856,-0.124,9.06,3.9,-47.34,333.7171,-10.0841,-3.3826,43.81616845,-111.7846068,0,1502.177
0.644579,-0.1082,0.1805,1.0195,-0.4227,-0.4856,-0.124,9.06,3.9,-47.34,333.7171,-10.0841,-3.3826,43.81616845,-111.7846068,0,1502.177
0.646521,-0.1082,0.1805,1.0195,-0.4227,-0.4856,-0.124,9.06,3.9,-47.34,333.7065,-9.6101,-2.9064,43.81616845,-111.7846068,0,1502.177
0.648089,-0.1082,0.1805,1.0195,-0.4227,-0.4856,-0.124,9.06,3.9,-47.34,333.7065,-9.6101,-2.9064,43.81616845,-111.7846068,0,1502.177
0.660062,-0.1082,0.1805,1.0195,-0.3567,-0.628,-0.0764,9.06,3.9,-47.34,333.7065,-9.6101,-2.9064,43.81616845,-111.7846068,0,1502.177
0.66482,-0.1043,0.1854,1.0166,-0.3567,-0.628,-0.0764,9.06,3.9,-47.34,333.7065,-9.6101,-2.9064,43.81616845,-111.7846068,0,1502.177
0.666241,-0.1043,0.1854,1.0166,-0.3567,-0.628,-0.0764,9.06,3.9,-47.34,334.3377,-10.3491,-5.5466,43.81616845,-111.7846068,0,1502.177
0.667874,-0.1043,0.1854,1.0166,-0.3567,-0.628,-0.0764,9.06,3.9,-47.34,334.3377,-10.3491,-5.5466,43.81616845,-111.7846068,0,1502.177
0.67326,-0.1043,0.1854,1.0166,-0.3567,-0.628,-0.0764,8.4,4.2,-47.7,334.3377,-10.3491,-5.5466,43.81616845,-111.7846068,0,1502.177
0.68071,-0.1043,0.1854,1.0166,-0.3763,-0.7367,-0.055,8.4,4.2,-47.7,334.3377,-10.3491,-5.5466,43.81616845,-111.7846068,0,1502.177
0.684913,-0.0796,0.1771,0.9826,-0.3763,-0.7367,-0.055,8.4,4.2,-47.7,334.3377,-10.3491,-5.5466,43.81616845,-111.7846068,0,1502.177
0.686099,-0.0796,0.1771,0.9826,-0.3763,-0.7367,-0.055,8.4,4.2,-47.7,343.6946,-9.9175,-4.7132,43.81616845,-111.7846068,0,1502.177
0.687664,-0.0796,0.1771,0.9826,-0.3763,-0.7367,-0.055,8.4,4.2,-47.7,343.6946,-9.9175,-4.7132,43.81616845,-111.7846068,0,1502.177
0.700119,-0.0796,0.1771,0.9826,-0.4074,-0.6842,-0.0635,8.4,4.2,-47.7,343.6946,-9.9175,-4.7132,43.81616845,-111.7846068,0,1502.177
0.704668,-0.0564,0.1612,0.9677,-0.4074,-0.6842,-0.0635,8.4,4.2,-47.7,343.6946,-9.9175,-4.7132,43.81616845,-111.7846068,0,1502.177
0.706328,-0.0564,0.1612,0.9677,-0.4074,-0.6842,-0.0635,8.4,4.2,-47.7,343.8554,-9.9179,-4.6635,43.81616845,-111.7846068,0,1502.177
0.708026,-0.0564,0.1612,0.9677,-0.4074,-0.6842,-0.0635,8.4,4.2,-47.7,343.8554,-9.9179,-4.6635,43.81616845,-111.7846068,0,1502.177
0.712933,-0.0564,0.1612,0.9677,-0.4074,-0.6842,-0.0635,7.14,4.68,-48,343.8554,-9.9179,-4.6635,43.81616845,-111.7846068,0,1502.177
0.72081,-0.0564,0.1612,0.9677,-0.3213,-0.5101,-0.0593,7.14,4.68,-48,343.8554,-9.9179,-4.6635,43.81616845,-111.7846068,0,1502.177
0.725281,-0.0359,0.1524,0.9892,-0.3213,-0.5101,-0.0593,7.14,4.68,-48,343.8554,-9.9179,-4.6635,43.81616845,-111.7846068,0,1502.177
0.727141,-0.0359,0.1524,0.9892,-0.3213,-0.5101,-0.0593,7.14,4.68,-48,344.8684,-9.5784,-4.1051,43.81616845,-111.7846068,0,1502.177
0.728924,-0.0359,0.1524,0.9892,-0.3213,-0.5101,-0.0593,7.14,4.68,-48,344.8684,-9.5784,-4.1051,43.81616845,-111.7846068,0,1502.177
0.740369,-0.0359,0.1524,0.9892,-0.2126,-0.4038,-0.0458,7.14,4.68,-48,344.8684,-9.5784,-4.1051,43.81616845,-111.7846068,0,1502.177
0.744687,-0.0188,0.1549,0.9841,-0.2126,-0.4038,-0.0458,7.14,4.68,-48,344.8684,-9.5784,-4.1051,43.81616845,-111.7846068,0,1502.177
0.746101,-0.0188,0.1549,0.9841,-0.2126,-0.4038,-0.0458,7.14,4.68,-48,344.9061,-9.3324,-3.6471,43.81616845,-111.7846068,0,1502.177
0.747538,-0.0188,0.1549,0.9841,-0.2126,-0.4038,-0.0458,7.14,4.68,-48,344.9061,-9.3324,-3.6471,43.81616845,-111.7846068,0,1502.177
0.753535,-0.0188,0.1549,0.9841,-0.2126,-0.4038,-0.0458,5.94,5.58,-48.24,344.9061,-9.3324,-3.6471,43.81616845,-111.7846068,0,1502.177
0.760992,-0.0188,0.1549,0.9841,-0.1662,-0.2615,-0.0684,5.94,5.58,-48.24,344.9061,-9.3324,-3.6471,43.81616845,-111.7846068,0,1502.177
