Time_s,xAccel_m_s2,yAccel_m_s2,zAccel_m_s2,xRate_rad_s,yRate_rad_s,zRate_rad_s,xMag_uT,yMag_uT,zMag_uT,e0,e1,e2,e3,u_m_s,v_m_s,w_m_s,gx_m_s2,gy_m_s2,gz_m_s2,xI_m,yI_m,zI_m,GPS_lat_deg,GPS_long_deg,Alt_m,delta_t,delta_e,delta_a,delta_r
21.098550797,-1.003642559,0.108725309,8.159580231,-0.101639517,-0.079312339,-0.109090038,-8.515274048,6.029973984,51.962776184,-0.508945525,0.072686650,-0.096618794,0.852265239,18.476215363,1.385433674,-0.806244493,0.249569535,-2.338275194,9.513685226,176.473342896,-106.869529724,-105.699485779,43.817787319,-111.785328550,1774.699462891,0.976309240,0.063882060,-0.060301509,-0.010050251
21.165567398,-0.815403342,0.106536150,8.207149506,-0.090306275,-0.080613151,-0.114477143,-8.279536247,5.636539936,52.044971466,-0.505775869,0.076954231,-0.097686671,0.853654623,18.544494629,1.363444686,-0.809447765,0.318214864,-2.396559477,9.497118950,175.951568604,-107.999389648,-105.738166809,43.817782627,-111.785342632,1774.738159180,0.968827903,0.049140047,-0.075376883,-0.010050251
21.233171463,-0.722508490,0.109003305,8.350794792,-0.114941902,-0.067603864,-0.122330867,-8.062994003,5.203809261,52.123973846,-0.502315521,0.081258312,-0.099122733,0.855132103,18.605516434,1.347041607,-0.809459388,0.385243714,-2.460496426,9.478268623,175.414276123,-109.138992310,-105.768615723,43.817777795,-111.785356835,1774.768554688,0.968827903,0.063882060,-0.055276383,0.005025126
21.301668167,-0.631629705,0.106405020,8.366461754,-0.087966375,-0.069771886,-0.119515426,-7.858386993,4.779578209,52.195789337,-0.498727947,0.085407697,-0.100539647,0.856660724,18.665704727,1.328715563,-0.813183844,0.450336337,-2.522228718,9.459153175,174.858657837,-110.292984009,-105.791046143,43.817772798,-111.785371218,1774.791015625,0.968827903,0.063882060,-0.025125628,-0.010050251
21.366434097,-0.533897221,0.106508970,8.246677399,-0.017709365,-0.070569009,-0.120178834,-7.656366348,4.554071426,52.245967865,-0.495500565,0.088539287,-0.100427844,0.858227432,18.721179962,1.304901481,-0.820200980,0.513093531,-2.549097300,9.448748589,174.322677612,-111.383140564,-105.804573059,43.817767978,-111.785384805,1774.804565430,0.967581034,0.049140047,-0.025125628,0.005025126
21.433147430,-0.550500095,0.102107525,8.329089165,0.023665784,-0.057283375,-0.117137223,-7.470180511,4.512433529,52.276508331,-0.492335796,0.090671808,-0.098876484,0.860004306,18.776771545,1.275743246,-0.821527064,0.573456109,-2.541900635,9.447217941,173.759918213,-112.504844666,-105.810256958,43.817762917,-111.785398786,1774.810302734,0.976309240,0.063882060,-0.012562814,-0.010050251
21.500505447,-0.372207642,0.098893881,8.329275131,0.070886530,-0.059300233,-0.120213993,-7.300665379,4.630950928,52.290103912,-0.489247143,0.091924064,-0.096084148,0.861948431,18.837982178,1.246037483,-0.825566947,0.630871415,-2.505384445,9.453310013,173.180755615,-113.636047363,-105.807655334,43.817757708,-111.785412884,1774.807617188,0.968827903,0.049140047,-0.032663316,-0.010050251
21.567022324,-0.291181564,0.101320267,8.467806816,0.056372553,-0.047052089,-0.126907825,-7.155523777,4.789056301,52.295921326,-0.486050606,0.092816561,-0.093049981,0.863991678,18.890844345,1.226184607,-0.825185716,0.684616268,-2.460537434,9.461345673,172.598144531,-114.751739502,-105.797080994,43.817752469,-111.785426790,1774.797119141,0.968827903,0.063882060,-0.017587939,0.007537689
21.633951187,-0.213936031,0.096326113,8.493457794,0.077997938,-0.050134718,-0.122135118,-7.025322437,4.970918655,52.296607971,-0.482816577,0.093494058,-0.089879572,0.866065085,18.942462921,1.209840775,-0.827922821,0.735786080,-2.411219597,9.470196724,172.001342773,-115.872566223,-105.778907776,43.817747102,-111.785440759,1774.778930664,0.968827903,0.049140047,-0.035175879,-0.010050251
21.703027725,-0.135780036,0.098635435,8.645762444,0.052946825,-0.038077943,-0.128623158,-6.910542965,5.142014980,52.295360565,-0.479393542,0.094127961,-0.086822249,0.868207216,18.994184494,1.199258685,-0.827039301,0.785380423,-2.362414598,9.478511810,171.374588013,-117.027320862,-105.752578735,43.817741465,-111.785455152,1774.752563477,0.968827903,0.046683047,-0.035175879,0.005025126
21.766372681,-0.064333737,0.096845150,8.883996964,0.040803358,-0.026701657,-0.126464412,-6.846193314,5.238928795,52.294200897,-0.476106673,0.094661154,-0.084688060,0.870166481,19.040252686,1.195704937,-0.823638022,0.823670387,-2.328188658,9.483729362,170.790222168,-118.084327698,-105.722267151,43.817736210,-111.785468326,1774.722290039,0.968827903,0.063882060,-0.020100502,-0.010050251
21.832267761,0.004884958,0.095989466,8.879176140,0.061862569,-0.032445818,-0.127931312,-6.787788868,5.363983631,52.289138794,-0.472704887,0.095041052,-0.082306944,0.872205794,19.086091995,1.193908095,-0.826939881,0.861516654,-2.288377523,9.490054131,170.172576904,-119.181724548,-105.685379028,43.817730655,-111.785482003,1774.685424805,0.968827903,0.049140047,-0.035175879,-0.010050251
21.901933670,0.077807188,0.100394011,8.987822533,0.042965364,-0.022740275,-0.131784990,-6.737421989,5.488759041,52.282695770,-0.468992680,0.095402233,-0.079872936,0.874393821,19.132286072,1.199458361,-0.827138722,0.900313437,-2.246335268,9.496494293,169.509017944,-120.339401245,-105.640693665,43.817724688,-111.785496431,1774.640747070,0.968827903,0.063882060,-0.020100502,0.005025126
21.963485718,0.151493251,0.097355843,8.966241837,0.061892617,-0.028172385,-0.125706658,-6.698584557,5.608633995,52.274974823,-0.465750992,0.095633030,-0.077676907,0.876297176,19.171220779,1.204909444,-0.830439448,0.932842255,-2.207925081,9.502362251,168.913848877,-121.359977722,-105.596633911,43.817719335,-111.785509152,1774.596679688,0.967581034,0.049140047,-0.035175879,-0.010050251
22.032659531,0.202309787,0.101345062,9.073855400,0.041278046,-0.018570423,-0.129229486,-6.665144920,5.731999874,52.265861511,-0.462103367,0.095862672,-0.075352408,0.878403604,19.212348938,1.213430405,-0.830331147,0.967509925,-2.166077852,9.508524895,168.235183716,-122.504188538,-105.542175293,43.817713232,-111.785523412,1774.542236328,0.968827903,0.063882060,-0.035175879,0.005025126
22.097513199,0.261283755,0.100623846,9.074409485,0.031547226,-0.024679495,-0.124677218,-6.638898849,5.797969818,52.261928558,-0.458647400,0.096257560,-0.073616758,0.880316794,19.249879837,1.223732591,-0.833063185,0.998615444,-2.135889292,9.512137413,167.589752197,-123.574234009,-105.486686707,43.817707427,-111.785536749,1774.486694336,0.968827903,0.063882060,-0.017587939,-0.010050251
22.163751602,0.317269087,0.101906061,8.953426361,0.060246453,-0.029261220,-0.123881370,-6.592707634,5.909033775,52.255329132,-0.455241472,0.096627712,-0.071412466,0.882223666,19.286357880,1.232529283,-0.838843048,1.033113956,-2.097718954,9.516945839,166.921432495,-124.664299011,-105.425697327,43.817701417,-111.785550335,1774.425659180,0.968827903,0.046683047,-0.032663316,-0.002512563
22.231143951,0.331708670,0.105267048,9.100068092,0.045929354,-0.016173089,-0.122730754,-6.563586235,6.037448883,52.244319916,-0.451790124,0.096791320,-0.069120288,0.884160340,19.322338104,1.243311286,-0.837332070,1.064912200,-2.055434942,9.522664070,166.232406616,-125.770408630,-105.358856201,43.817695220,-111.785564121,1774.358886719,0.972568572,0.063882060,-0.015075377,0.005025126
22.296121597,0.443662107,0.102026224,9.091583252,0.073318474,-0.021520050,-0.115199827,-6.545701027,6.195852280,52.228015900,-0.448614120,0.096703760,-0.066697001,0.885971427,19.358322144,1.250088215,-0.840062618,1.092206717,-2.009633064,9.529347420,165.559417725,-126.834014893,-105.290252686,43.817689168,-111.785577377,1774.290283203,0.967581034,0.046683047,-0.030150754,-0.010050251
22.359518051,0.478311539,0.106568575,9.217641830,0.057366043,-0.010003572,-0.117878407,-6.541065216,6.361130238,52.208724976,-0.445561528,0.096465312,-0.064305946,0.887712896,19.388666153,1.257593393,-0.838726282,1.116494060,-1.962007523,9.536456108,164.894943237,-127.868949890,-105.219596863,43.817683192,-111.785590276,1774.219604492,0.968827903,0.063882060,-0.030150754,0.007537689
22.426723480,0.527830660,0.105052114,9.227663994,0.048853405,-0.016588500,-0.111557946,-6.543428421,6.494434834,52.192012787,-0.442336261,0.096329175,-0.062170338,0.889491022,19.420223236,1.266532779,-0.840785861,1.140040636,-1.919605613,9.542297363,164.182205200,-128.962905884,-105.141128540,43.817676782,-111.785603911,1774.141113281,0.968827903,0.061425060,-0.015075377,-0.010050251
22.495468140,0.574744582,0.107640982,9.132300377,0.074488595,-0.019118141,-0.110882729,-6.528840065,6.672296524,52.171394348,-0.439181954,0.096153334,-0.059584927,0.891248226,19.450796127,1.273752809,-0.845408916,1.166297197,-1.869509220,9.549068451,163.444458008,-130.078659058,-105.057205200,43.817670148,-111.785617817,1774.057250977,0.968827903,0.046683047,-0.030150754,0.005025126
22.559640884,0.547969103,0.109175205,9.282750130,0.058300857,-0.007057168,-0.106536828,-6.533235073,6.845251083,52.148441315,-0.436293483,0.095805988,-0.057201587,0.892859042,19.478551865,1.280772209,-0.843245625,1.187207103,-1.820953250,9.555871010,162.748138428,-131.117019653,-104.975357056,43.817663885,-111.785630758,1773.975341797,0.975062370,0.061425060,-0.015075377,0.005025126
22.622907639,0.665598035,0.105861425,9.305672646,0.079251647,-0.010700618,-0.099740736,-6.548497200,7.034244061,52.121360779,-0.433612436,0.095278703,-0.054781005,0.894371986,19.509172440,1.283348322,-0.844731510,1.204414606,-1.770737171,9.563152313,162.054428101,-132.137985229,-104.891754150,43.817657647,-111.785643483,1773.891723633,0.968827903,0.044226043,-0.032663316,-0.010050251
22.689483643,0.707532048,0.110056281,9.486021042,0.053429965,0.003105486,-0.103416830,-6.584993362,7.213994503,52.092197418,-0.430786759,0.094632044,-0.052483268,0.895942628,19.535348892,1.288748980,-0.841645002,1.218499780,-1.721275449,9.570396423,161.316909790,-133.209274292,-104.801071167,43.817651014,-111.785656835,1773.801025391,0.968827903,0.061425060,-0.020100502,0.005025126
22.757179260,0.760242939,0.107210279,9.506737709,0.065923333,-0.002493151,-0.096597254,-6.634768486,7.382908821,52.062194824,-0.427952856,0.093920916,-0.050328638,0.897497773,19.560277939,1.294823170,-0.843022406,1.229543328,-1.675009727,9.577190399,160.559432983,-134.295196533,-104.706596375,43.817644202,-111.785670370,1773.706542969,0.967581034,0.058968060,-0.022613065,-0.010050251
22.822626114,0.779349089,0.110183001,9.443107605,0.065837577,-0.004198018,-0.097827576,-6.670371056,7.566324711,52.031311035,-0.425301224,0.093255728,-0.048033141,0.898952246,19.581821442,1.300698161,-0.846050322,1.242516160,-1.624444604,9.584223747,159.819961548,-135.341781616,-104.613342285,43.817637552,-111.785683414,1773.613281250,0.968827903,0.044226043,-0.040201005,0.005025126
22.887071609,0.728429556,0.109148026,9.636189461,0.030246375,0.008628307,-0.094706744,-6.726294994,7.678901196,52.007614136,-0.422641397,0.092699938,-0.046446182,0.900346518,19.603076935,1.309278727,-0.842318714,1.251042366,-1.587923050,9.589234352,159.085189819,-136.369293213,-104.519599915,43.817630944,-111.785696220,1773.519653320,0.976309240,0.058968060,-0.030150754,-0.010050251
22.954706192,0.867629647,0.109338164,9.691843033,0.029815441,0.005107368,-0.095630437,-6.799434662,7.742403030,51.988677979,-0.419825792,0.092210419,-0.045316335,0.901770473,19.629085541,1.319883585,-0.842682302,1.256789565,-1.560171962,9.593036652,158.306961060,-137.444396973,-104.419837952,43.817623945,-111.785709620,1773.419799805,0.967581034,0.046683047,-0.045226131,-0.010050251
23.020393372,0.895970464,0.114469171,9.825690269,-0.002914256,0.014420490,-0.098474257,-6.883119583,7.737867355,51.978347778,-0.416960955,0.091899864,-0.044819444,0.903155208,19.646015167,1.335604548,-0.840347826,1.260503411,-1.544498682,9.595087051,157.544387817,-138.485336304,-104.322036743,43.817617087,-111.785722594,1773.322021484,0.967581034,0.061425060,-0.030150754,0.005025126
23.086227417,0.906871915,0.112827778,9.798040390,0.011075764,0.007502676,-0.090552472,-6.968105793,7.711784363,51.970901489,-0.414155364,0.091648854,-0.044535853,0.904484689,19.661586761,1.348400712,-0.842346072,1.263158202,-1.533701658,9.596468925,156.773513794,-139.525115967,-104.223548889,43.817610154,-111.785735553,1773.223510742,0.968827903,0.061425060,-0.032663316,-0.010050251
23.154485703,0.930769801,0.115779281,9.670556068,0.012198534,0.002065523,-0.091359459,-7.032043934,7.711129665,51.962371826,-0.411374658,0.091476522,-0.043942045,0.905799091,19.677108765,1.357972145,-0.846785128,1.269614339,-1.517951846,9.598119736,155.967407227,-140.599472046,-104.120895386,43.817602905,-111.785748943,1773.120849609,0.968827903,0.046683047,-0.047738694,0.005025126
23.219192505,0.882835388,0.115003943,9.796032906,-0.016849443,0.011898175,-0.087825418,-7.101591110,7.654760361,51.961257935,-0.408722967,0.091446571,-0.043909851,0.907003343,19.691177368,1.366866231,-0.844345331,1.273868442,-1.513049006,9.598330498,155.197189331,-141.614410400,-104.022781372,43.817595978,-111.785761593,1773.022827148,0.975062370,0.061425060,-0.032663316,-0.010050251
23.285341263,0.980731785,0.114447236,9.777692795,-0.003534177,0.006100599,-0.088076904,-7.175997734,7.582261086,51.961662292,-0.406045556,0.091432750,-0.044033080,0.908200502,19.708665848,1.374167323,-0.846161723,1.277064443,-1.511561990,9.598140717,154.403442383,-142.648406982,-103.921897888,43.817588840,-111.785774480,1772.921875000,0.968827903,0.046683047,-0.052763820,-0.010050251
23.351873398,1.014667988,0.119575620,9.903509140,-0.039390083,0.016116673,-0.091882750,-7.260615826,7.456733227,51.968074799,-0.403226674,0.091540888,-0.044630349,0.909415603,19.720230103,1.385540962,-0.843630254,1.278965473,-1.518728733,9.596755981,153.598663330,-143.684738159,-103.820053101,43.817581602,-111.785787396,1772.820068359,0.967581034,0.061425060,-0.035175879,0.005025126
23.416454315,1.015849829,0.116317391,9.878601074,-0.022314221,0.009708920,-0.084619984,-7.345511913,7.315963268,51.976158142,-0.400536120,0.091676705,-0.045405407,0.910551846,19.729652405,1.393067956,-0.845101893,1.279646993,-1.529949784,9.594882011,152.811477661,-144.686904907,-103.721115112,43.817574523,-111.785799887,1772.721069336,0.968827903,0.061425060,-0.050251257,-0.010050251
23.482557297,1.029538751,0.119933963,9.779723167,-0.045570880,0.004714818,-0.088257894,-7.410896301,7.152724266,51.989585876,-0.397809356,0.092062622,-0.046294451,0.911662817,19.739103317,1.398782492,-0.848308980,1.283983231,-1.544735551,9.591934204,151.999679565,-145.708663940,-103.619796753,43.817567222,-111.785812622,1772.619750977,0.968827903,0.044226043,-0.050251257,0.005025126
23.547981262,1.045113087,0.118358135,9.938130379,-0.057442285,0.017686535,-0.083999023,-7.489899635,6.932410717,52.008102417,-0.395065188,0.092529766,-0.047749083,0.912733138,19.748151779,1.403207064,-0.844716489,1.285619974,-1.570266366,9.587566376,151.190139771,-146.715911865,-103.519165039,43.817559942,-111.785825175,1772.519165039,0.968827903,0.061425060,-0.035175879,-0.010050251
23.613416672,1.056466579,0.117253184,9.911674500,-0.033484954,0.011545264,-0.084663726,-7.576414585,6.741965294,52.020614624,-0.392394632,0.092797846,-0.048986431,0.913791776,19.756515503,1.403240561,-0.845999122,1.285263777,-1.590865612,9.584218025,150.374374390,-147.719100952,-103.418540955,43.817552606,-111.785837678,1772.418579102,0.968827903,0.044226043,-0.052763820,-0.010050251
23.680297852,1.069862843,0.121400714,10.053018570,-0.057555582,0.023769114,-0.088997148,-7.677761555,6.533372879,52.032363892,-0.389555484,0.093008541,-0.050394066,0.914907873,19.764247894,1.406051397,-0.842757404,1.283154726,-1.613405347,9.580733299,149.534164429,-148.739929199,-103.315902710,43.817545049,-111.785850401,1772.315917969,0.968827903,0.061425060,-0.037688442,0.005025126
23.747354507,1.079277515,0.117294312,10.013996124,-0.038257305,0.016514627,-0.082805395,-7.784044743,6.326987267,52.042072296,-0.386749566,0.093149148,-0.051810861,0.916004121,19.771127701,1.405098557,-0.844290197,1.279649973,-1.636048317,9.577362061,148.685165405,-149.758758545,-103.213500977,43.817537414,-111.785863100,1772.213500977,0.968827903,0.046683047,-0.055276383,-0.010050251
23.811979294,1.087953448,0.120340705,10.100325584,-0.065928198,0.025454635,-0.088109016,-7.889559746,6.103485107,52.052886963,-0.384014398,0.093335673,-0.053401601,0.917044044,19.777074814,1.403441310,-0.842261434,1.275775671,-1.661863327,9.573433876,147.860733032,-150.735992432,-103.115417480,43.817530000,-111.785875279,1772.115478516,0.968827903,0.046683047,-0.055276383,0.005025126
23.879804611,1.097159386,0.118097782,10.285292625,-0.081246197,0.032997057,-0.085191488,-8.028638840,5.792902470,52.067111969,-0.381028533,0.093547538,-0.055834945,0.918122351,19.782735825,1.401764989,-0.837786376,1.266603827,-1.702677011,9.567477226,146.988906860,-151.756530762,-103.013328552,43.817522159,-111.785887999,1772.013305664,0.968827903,0.058968060,-0.042713568,-0.010050251
23.946237564,1.102411509,0.116620064,10.229847908,-0.063956246,0.026886191,-0.087613791,-8.163680077,5.499841690,52.077892303,-0.378117561,0.093704157,-0.058116458,0.919167697,19.787084579,1.396924257,-0.839533210,1.257550240,-1.740917563,9.561787605,146.128189087,-152.750854492,-102.914817810,43.817514419,-111.785900392,1771.914794922,0.968827903,0.044226043,-0.057788946,-0.010050251
24.010414124,1.108701468,0.120382786,10.330564499,-0.085713603,0.036339846,-0.092742458,-8.301368713,5.197255611,52.087200165,-0.375159591,0.093855843,-0.060479946,0.920211196,19.790252686,1.395404935,-0.837071061,1.248254657,-1.780287027,9.555755615,145.290359497,-153.706237793,-102.821014404,43.817506884,-111.785912299,1771.821044922,0.968827903,0.061425060,-0.045226131,0.005025126
24.076036453,1.110811114,0.116127968,10.255077362,-0.071414933,0.027348878,-0.088146739,-8.439064980,4.882992268,52.095478058,-0.372133017,0.094034478,-0.062928542,0.921257079,19.792472839,1.390794396,-0.839236557,1.239052057,-1.821611762,9.549162865,144.426971436,-154.677764893,-102.726692200,43.817499119,-111.785924408,1771.726684570,0.968827903,0.046683047,-0.060301509,-0.010050251
24.142555237,1.114309430,0.118721485,10.312023163,-0.096964478,0.034654532,-0.094429143,-8.576189995,4.534818649,52.104553223,-0.368991852,0.094324790,-0.065649234,0.922300398,19.793975830,1.385743499,-0.837776661,1.230533481,-1.867851257,9.541327477,143.544921875,-155.656677246,-102.632507324,43.817491187,-111.785936609,1771.632568359,0.968827903,0.061425060,-0.062814072,0.005025126
24.207824707,1.114932537,0.116466522,10.261269569,-0.115083575,0.026024690,-0.092996359,-8.705265045,4.116775036,52.117855072,-0.365773052,0.094909228,-0.068955354,0.923280835,19.794469833,1.381218195,-0.839259267,1.223221898,-1.927298784,9.530437469,142.672683716,-156.611282349,-102.541542053,43.817483343,-111.785948506,1771.541503906,0.968827903,0.058968060,-0.045226131,-0.010050251
24.274679184,1.113641500,0.117350578,10.111556053,-0.088714883,0.021650082,-0.095763825,-8.812167168,3.713011742,52.130218506,-0.362488091,0.095620215,-0.072031118,0.924267709,19.794248581,1.373121500,-0.843113363,1.220474362,-1.983472109,9.519260406,141.772232056,-157.582611084,-102.449645996,43.817475245,-111.785960612,1771.449707031,0.968827903,0.046683047,-0.062814072,0.005025126
24.341827393,1.029067755,0.118970156,10.201925278,-0.109752901,0.030325094,-0.095367007,-8.927120209,3.301114798,52.138359070,-0.359125555,0.096265092,-0.075190432,0.925261140,19.794271469,1.363237739,-0.840585589,1.216758251,-2.038875341,9.508024216,140.860595703,-158.551544189,-102.358108521,43.817467046,-111.785972689,1771.358154297,0.976309240,0.058968060,-0.045226131,0.005025126
24.406101227,1.119683266,0.112177372,10.163178444,-0.085086472,0.025678365,-0.092361778,-9.038929939,2.926181793,52.141490936,-0.355976880,0.096769482,-0.078068279,0.926186562,19.799198151,1.347215533,-0.841932118,1.212036371,-2.091686249,9.497148514,139.980972290,-159.472549438,-102.271278381,43.817459135,-111.785984167,1771.271240234,0.968827903,0.044226043,-0.060301509,-0.010050251
24.470573425,1.118752003,0.114730835,10.269451141,-0.103790782,0.036321588,-0.100197516,-9.161149025,2.547649145,52.140029907,-0.352714062,0.097176008,-0.080984458,0.927141368,19.798427582,1.331986427,-0.838961065,1.206133485,-2.142678022,9.486526489,139.091690063,-160.389892578,-102.184898376,43.817451138,-111.785995601,1771.184936523,0.968827903,0.058968060,-0.045226131,0.005025126
24.538131714,1.116415381,0.110107660,10.233869553,-0.080824256,0.030314300,-0.097563870,-9.293778419,2.165639877,52.133823395,-0.349232703,0.097489290,-0.083905473,0.928166091,19.797243118,1.314957738,-0.839869678,1.199274063,-2.193077326,9.475872040,138.152297974,-161.343719482,-102.095397949,43.817442690,-111.786007489,1771.095458984,0.968827903,0.058968060,-0.045226131,-0.010050251
24.602535248,1.112041831,0.111087084,10.104798317,-0.069820911,0.025974195,-0.103326000,-9.400507927,1.855281711,52.126667023,-0.345917404,0.097762592,-0.086127631,0.929174781,19.795616150,1.297595382,-0.843010485,1.196505427,-2.230853319,9.467400551,137.249618530,-162.245666504,-102.010978699,43.817434572,-111.786018730,1771.010986328,0.968827903,0.044226043,-0.060301509,0.007537689
24.669651031,1.025223851,0.107616186,10.237470627,-0.095139109,0.037359513,-0.103608504,-9.523967743,1.495294213,52.115806580,-0.342317492,0.098040432,-0.088780910,0.930228293,19.794183731,1.281396508,-0.839293003,1.191925526,-2.276001692,9.457227707,136.301437378,-163.177825928,-101.923477173,43.817426045,-111.786030348,1770.923461914,0.976309240,0.058968060,-0.045226131,-0.010050251
24.735298157,1.112999678,0.106172562,10.217920303,-0.076284640,0.031888060,-0.108939767,-9.650759697,1.138569951,52.101509094,-0.338697553,0.098251343,-0.091411695,0.931275845,19.797729492,1.266253114,-0.839979708,1.186589956,-2.320259333,9.447138786,135.366317749,-164.081878662,-101.838577271,43.817417635,-111.786041616,1770.838623047,0.968827903,0.041769043,-0.042713568,-0.010050251
24.803218842,1.123716593,0.114937782,10.331548691,-0.054708920,0.044967886,-0.113666147,-9.795385361,0.826245368,52.080394745,-0.334819615,0.098146223,-0.093617514,0.932469249,19.795335770,1.254177451,-0.836795628,1.179550290,-2.354672194,9.439500809,134.390899658,-165.008911133,-101.751518250,43.817408863,-111.786053170,1770.751464844,0.967581034,0.056511056,0.095477387,0.005025126
24.868677139,1.104844689,0.138988018,10.106038094,0.281447113,0.040199745,-0.086847574,-9.946334839,1.158992410,52.045436859,-0.332019508,0.095879421,-0.090204701,0.934041440,19.793033600,1.217177749,-0.843170464,1.168435097,-2.277735233,9.459741592,133.443161011,-165.894012451,-101.668540955,43.817400339,-111.786064201,1770.668579102,0.968827903,0.058968060,0.793969870,-0.010050251
24.937347412,1.114541292,0.113720417,8.566757202,2.037364483,0.027713284,0.038207509,-10.068247795,5.623641491,51.730121613,-0.335252017,0.080468580,-0.050208226,0.937342048,19.797178268,1.020177603,-0.883488774,1.148747802,-1.469912887,9.620797157,132.441802979,-166.814300537,-101.581085205,43.817391334,-111.786075672,1770.581054688,0.967581034,-0.058968060,0.907035172,0.005025126
25.001287460,1.020827532,0.070983410,9.079719543,3.190270901,0.113693111,0.111764014,-10.256752014,14.385296822,49.968616486,-0.343203187,0.049231835,0.028951216,0.937523186,19.806543350,0.716173232,-0.868291497,1.100455165,0.170903444,9.736519814,131.505889893,-167.666351318,-101.495338440,43.817382917,-111.786086291,1770.495361328,0.976309240,-0.039312039,0.907035172,-0.010050251
25.066116333,1.131492615,0.041141033,10.337103844,3.868700743,0.145806909,0.141563281,-10.498727798,25.524583817,45.246795654,-0.350607485,0.005450133,0.135185897,0.926698148,19.821050644,0.428882688,-0.835265458,1.028937101,2.384329081,9.449670792,130.557495117,-168.530471802,-101.405700684,43.817374388,-111.786097061,1770.405761719,0.967581034,-0.019656019,0.907035172,-0.010050251
25.129438400,1.121940613,0.026516914,10.541767120,4.252915382,0.142080113,0.163313568,-10.577800751,36.328052521,37.113117218,-0.353437454,-0.043342032,0.251839429,0.899878025,19.823690414,0.240619257,-0.830474198,0.980467558,4.715036869,8.535053253,129.637542725,-169.381912231,-101.318634033,43.817366115,-111.786107673,1770.318603516,0.968827903,0.014742015,0.907035172,0.005025126
25.186571121,1.129978657,0.016467571,9.441798210,4.461183071,0.111056820,0.194822401,-10.395083427,44.463813782,26.905614853,-0.350738466,-0.088908374,0.360817969,0.859586120,19.823263168,0.146545932,-0.860463142,0.982190549,6.670158863,7.112264633,128.818969727,-170.162048340,-101.238113403,43.817358753,-111.786117396,1770.238159180,0.968827903,0.034398034,0.907035172,-0.010050251
25.251115799,1.143307209,0.014878273,7.083086014,4.603205681,0.076184407,0.232892662,-9.857037544,50.468795776,12.835094452,-0.340886503,-0.139184147,0.482042104,0.795021772,19.821681976,0.089571163,-0.924389780,1.050909877,8.427815437,4.889531612,127.911811829,-171.060195923,-101.135795593,43.817350595,-111.786128590,1770.135742188,0.968827903,0.034398034,0.907035172,0.005025126
25.319723129,1.085610628,0.009333611,4.341594696,4.688241005,0.074363753,0.286600143,-8.957150459,52.105266571,-3.716349363,-0.322641015,-0.189192235,0.602619767,0.704952896,19.824331284,0.038995437,-0.999684572,1.194770336,9.515950203,2.014756680,126.968261719,-172.032302856,-100.999641418,43.817342109,-111.786140706,1769.999633789,0.976309240,0.056511056,0.907035172,-0.010050251
25.382787704,1.211971641,0.000350952,1.988238573,4.732871532,0.084603988,0.324533194,-7.919720650,48.887275696,-18.876258850,-0.299270362,-0.230726197,0.701379478,0.604375422,19.839685440,-0.044236962,-1.065249920,1.378812551,9.664789200,-0.854833841,126.115913391,-172.935623169,-100.839027405,43.817334444,-111.786151965,1769.838989258,0.968827903,0.044226043,0.907035172,-0.010050251
25.450544357,1.262188435,-0.013737679,0.425090313,4.763241291,0.141185448,0.349938244,-6.681680202,40.564533234,-33.449565887,-0.267962784,-0.269840837,0.790636182,0.479871213,19.861301422,-0.213692337,-1.109672546,1.611694336,8.868109703,-3.846957684,125.209884644,-173.908599854,-100.623306274,43.817326296,-111.786164091,1769.623291016,0.968827903,0.061425060,0.907035172,0.007537689
25.514114380,1.316251040,-0.042473793,-0.007058144,4.785137177,0.197591975,0.357912093,-5.469879627,28.838619232,-44.129524231,-0.233697817,-0.300808191,0.855669856,0.350326985,19.892503738,-0.475150436,-1.123208046,1.850956440,7.276886940,-6.297690392,124.364692688,-174.818634033,-100.379943848,43.817318695,-111.786175433,1769.379882812,0.968827903,0.044226043,0.907035172,-0.007537689
25.580160141,1.384317398,-0.074864388,1.073198318,4.805424213,0.285090685,0.327379674,-4.208866596,13.757949829,-51.009849548,-0.194143638,-0.326855034,0.901704729,0.205919370,19.935592651,-0.855950534,-1.096446514,2.110783339,4.895327091,-8.223161697,123.490066528,-175.759429932,-100.085556030,43.817310829,-111.786187159,1769.085571289,0.968827903,0.044226043,0.907035172,0.005025126
25.645793915,1.468287945,-0.124582767,3.526372910,4.829421520,0.366059184,0.269146413,-2.969009876,-2.725896835,-52.846523285,-0.151975244,-0.346565753,0.923939586,0.055959389,19.989320755,-1.329035759,-1.033074379,2.369482994,2.075101376,-9.280061722,122.626098633,-176.689849854,-99.747642517,43.817303059,-111.786198755,1768.747680664,0.968827903,0.061425060,0.907035172,-0.010050251
25.711618423,1.574394464,-0.173717976,6.817078590,4.858834743,0.410628498,0.173339933,-1.798438668,-19.127820969,-49.395263672,-0.107336983,-0.360168248,0.921603024,-0.096981950,20.054649353,-1.869118333,-0.950744808,2.621312141,-0.966763973,-9.393300056,121.767127991,-177.616577148,-99.353874207,43.817295334,-111.786210306,1768.353881836,0.968827903,0.044226043,0.907035172,-0.010050251
