Time_s,delta_e,yRate_rad_s
18.52419663,-1,3.610829115
18.52970505,-1,3.681878567
18.53313637,-1,3.725268364
18.53664398,-1,3.769071579
18.5401783,-1,3.812641144
18.54559326,-1,3.878520489
18.54904366,-1,3.91964674
18.55246925,-1,3.95993948
18.55596352,-1,4.000495911
18.56140518,-1,4.062791824
18.56490898,-1,4.10203886
18.56830978,-1,4.139593124
18.57162666,-1,4.175710201
18.5773201,-1,4.236852169
18.58072662,-1,4.272559643
18.58417893,-1,4.308216572
18.58753395,-1,4.342347145
18.59362602,-1,4.403401375
18.59705925,-1,4.436868191
18.60046959,-1,4.469585896
18.60402679,-1,4.503168106
18.60988998,-1,4.557584286
18.61327744,-1,4.588133335
18.61671829,-1,4.618641853
18.62019348,-1,4.648920059
18.62365913,-1,4.678576469
18.62905502,-1,4.723915577
18.63249207,-1,4.751968384
18.63602448,0,4.704432487
18.63944435,0,4.658712387
18.6448555,0,4.586874008
18.64838028,0,4.540631771
18.65186119,0,4.49534893
18.65522957,0,4.451910019
18.66072464,0,4.381661892
18.66417122,0,4.338244915
18.66769409,0,4.294289589
18.67103577,0,4.253009319
18.677145,0,4.178263187
18.68057442,0,4.137049198
18.68421745,0,4.09371376
18.68805313,0,4.048584461
18.69401741,0,3.979223013
18.69749832,0,3.939476013
18.70219421,0,3.886428833
18.70576286,0,3.846699238
18.71148491,0,3.783699989
18.71488762,0,3.746902466
18.71941567,0,3.698454857
18.72314262,0,3.659142494
18.72945213,0,3.593365431
18.73277473,0,3.559411764
18.73742867,0,3.51234889
18.74084473,0,3.478308439
18.74689484,0,3.418667078
18.75038338,0,3.384930611
18.75396919,0,3.350633383
18.75742531,0,3.317948818
18.76288605,0,3.266866922
18.76639175,0,3.234635115
18.76977348,0,3.203885078
18.77321434,0,3.172929049
18.77865601,0,3.124500751
18.7821331,0,3.094083548
18.7856102,0,3.063997507
18.7891922,0,3.033340693
18.79466629,0,2.987015009
18.79811668,0,2.958314657
18.80152893,0,2.930237532
18.80519104,0,2.900425196
18.81091118,0,2.854390621
18.8143692,0,2.827057123
18.81784821,0,2.799853802
18.82140923,0,2.772310495
18.82741165,0,2.726397514
18.83077622,0,2.701141596
18.83418274,0,2.675837755
18.83771515,0,2.649876118
18.84397888,0,2.604344368
18.84737396,0,2.580143929
18.85090256,0,2.555256128
18.85430527,0,2.531517982
18.86053658,0,2.488503933
18.86400223,0,2.465041399
18.86752892,0,2.441420794
18.87100601,0,2.418385506
18.87713242,0,2.37823391
18.88059616,0,2.355961323
18.8841629,0,2.333270788
18.8875351,0,2.312053204
18.89385605,0,2.272694349
18.89731979,0,2.251545429
18.90117836,0,2.228236198
18.90452004,0,2.208288193
18.91036034,0,2.173781872
18.91377258,0,2.153981924
18.9183979,0,2.127423286
18.92179108,0,2.10821557
18.92831421,0,2.071672916
18.93186379,0,2.052184582
18.9353466,0,2.033270121
18.93946648,0,2.011133909
18.94510269,0,1.981230855
18.94859886,0,1.963000774
18.95316124,0,1.939464688
18.95667076,0,1.921611667
18.96225357,0,1.893515348
18.965662,0,1.876653433
18.96900559,0,1.860283971
18.97265053,0,1.842620611
18.97817421,0,1.816149592
18.98165131,0,1.799766302
18.98512268,0,1.783582807
18.98856163,0,1.767719626
18.99424744,0,1.741766214
18.99776268,0,1.725997686
19.00120926,0,1.7107023
19.00463295,0,1.695667505
19.01074982,0,1.669085145
19.0141716,0,1.654491186
19.01762009,0,1.639936209
19.02113724,0,1.625246763
19.02714157,0,1.600437522
19.03058434,0,1.586471796
19.03404045,0,1.572598457
19.03751755,0,1.558787465
19.04374504,0,1.534313202
19.04714012,0,1.521222949
19.05057526,0,1.508114934
19.05427551,0,1.494142652
19.06040764,0,1.471248269
19.06386375,0,1.45858562
19.06731415,0,1.44607687
19.07085228,0,1.433384895
19.07720566,0,1.410839677
19.08062744,1,1.346817732
19.08414269,1,1.281769037
19.08752823,1,1.219841242
19.09380913,1,1.106248498
19.09724999,1,1.045341253
19.10055542,1,0.98752892
19.10396957,1,0.928506136
19.11008835,1,0.824001908
19.11356354,1,0.765940189
19.11718559,1,0.706182241
19.12093735,1,0.64509654
19.12449074,1,0.588030815
19.13089752,1,0.486478359
19.13428688,1,0.434018075
19.13786697,1,0.379299879
19.14422417,1,0.283426046
19.14764977,1,0.232984602
19.15180779,1,0.172541782
19.15531921,1,0.122292563
19.1617794,1,0.031064361
19.16519737,1,-0.016030565
19.16864586,1,-0.062932849
19.17222214,1,-0.110938787
19.17766953,1,-0.18307054
19.18118095,1,-0.228605866
19.1845932,1,-0.272263378
19.18805885,1,-0.316026956
19.19397926,1,-0.389798462
19.1973896,1,-0.431330025
19.20069695,1,-0.471079528
19.20420075,1,-0.512654006
19.21024704,1,-0.583427012
19.21366882,1,-0.622543991
19.21710587,1,-0.661313772
19.2205677,1,-0.699841499
19.22607422,1,-0.760298491
19.22948837,1,-0.796977341
19.23291969,1,-0.83334738
19.23633003,1,-0.869007826
19.23985863,1,-0.905409336
19.24522591,1,-0.960007906
19.24869156,1,-0.99451375
19.2520752,1,-1.027739167
19.255579,1,-1.061680913
19.26100731,1,-1.113529921
19.26446724,1,-1.145859718
19.26794624,1,-1.177915454
19.27139473,1,-1.209244251
19.27729034,1,-1.2620579
19.28074837,1,-1.292294979
19.28422546,1,-1.322270393
19.28756332,1,-1.350636482
19.29347229,1,-1.400165319
19.29693794,1,-1.428508759
19.30038452,1,-1.456292391
19.3038311,1,-1.483678937
19.30982781,1,-1.530645728
19.31324768,1,-1.55676043
19.31676674,1,-1.583246827
19.32021141,1,-1.608789325
19.32620621,1,-1.652594328
19.32963753,1,-1.677030683
19.33314705,1,-1.701658368
19.33683395,1,-1.727142453
19.34041214,1,-1.751483679
19.34649658,1,-1.792236209
19.34990501,1,-1.814464927
19.35342407,1,-1.837074876
19.35960579,1,-1.876182318
19.36299324,1,-1.897032261
19.366642,1,-1.919155121
19.37061501,1,-1.942855239
19.37676048,1,-1.978868008
19.38025475,1,-1.998783588
19.38466644,1,-2.023533821
19.38807678,1,-2.042286158
19.39404488,1,-2.074596643
19.39750671,1,-2.092830896
19.40113449,1,-2.111636877
19.40492821,1,-2.130975962
19.41053009,1,-2.159034014
19.41397286,1,-2.175831556
19.41743088,1,-2.192433596
19.42077828,1,-2.208245277
19.42692375,1,-2.236819029
19.43038368,1,-2.252441883
19.43384171,1,-2.267800808
19.43716431,1,-2.282316208
19.44331932,1,-2.308780193
19.44679642,1,-2.323290825
19.45023346,1,-2.337394714
19.45377731,1,-2.351695776
19.45926666,1,-2.373467922
19.46271896,1,-2.386795759
19.46620369,1,-2.400021791
19.46962738,1,-2.412794352
19.47312927,1,-2.425638914
19.47862053,1,-2.445432425
19.48207283,1,-2.457538366
19.48560906,1,-2.469725609
19.48896408,1,-2.481084347
19.49441528,1,-2.499229908
19.49785996,1,-2.510382652
19.50135994,1,-2.521517515
19.50464821,1,-2.531793594
19.51026154,1,-2.549042702
19.51370621,1,-2.559325457
19.51715851,1,-2.569449425
19.52046776,1,-2.578982115
19.52414703,1,-2.589400291
19.52953529,1,-2.60436821
19.53299904,1,-2.613722086
19.53638077,1,-2.622690201
19.5398674,1,-2.63177371
19.54528618,1,-2.645634174
19.54897881,1,-2.654811621
19.55270195,1,-2.663885593
19.55619431,1,-2.672230482
19.56241798,1,-2.686827898
19.56586456,1,-2.694645882
19.5693779,1,-2.702469587
19.57586861,1,-2.716653585
19.57932282,1,-2.723941326
19.58277702,1,-2.731094599
19.58673096,1,-2.739131451
19.59026337,1,-2.746159554
19.59669876,1,-2.758720875
19.60016823,1,-2.765259027
19.60374641,1,-2.771876097
19.60715866,1,-2.778064728
19.61264992,1,-2.787841082
19.61609459,1,-2.793792248
19.6196003,1,-2.799736261
19.62304115,1,-2.805459976
19.62845039,1,-2.814290762
19.63188362,1,-2.819731951
19.63533211,1,-2.82509613
19.63889694,1,-2.830538273
19.64432526,1,-2.838665962
19.64779091,1,-2.84370327
19.65125656,1,-2.848646641
19.65491295,1,-2.853765011
19.6604557,0,-2.804376364
19.66391182,0,-2.773999214
19.66734886,0,-2.744055033
19.67076302,0,-2.714575291
19.67637634,0,-2.666543484
19.67975426,0,-2.638074636
19.68317795,0,-2.60948801
19.68678665,0,-2.579643965
19.69219971,0,-2.535333395
19.69563103,0,-2.507678747
19.69906235,0,-2.480299234
19.70252609,0,-2.452938557
19.70597458,0,-2.425976753
19.71141434,0,-2.383882284
19.71482468,0,-2.357921839
19.7182827,0,-2.331869841
19.72167969,0,-2.306546688
19.72721291,0,-2.265726805
19.73065186,0,-2.240787506
19.7341404,0,-2.215757132
19.73748779,0,-2.191998959
19.74336433,0,-2.150723934
19.74682045,0,-2.126893282
19.7502861,0,-2.103254795
19.75367355,0,-2.080400229
19.75978088,0,-2.039632082
19.76316834,0,-2.017452478
19.76691628,0,-1.993173242
19.770607,0,-1.969545603
19.7763958,0,-1.932914734
19.77986336,0,-1.911370158
19.7845993,0,-1.882263899
19.78799629,0,-1.861695409
19.79479027,0,-1.820993781
19.79827499,0,-1.800558448
19.80269623,0,-1.774911165
19.80621338,0,-1.754787207
19.81278801,0,-1.7175771
19.81627846,0,-1.698221564
19.819767,0,-1.67908299
19.82401848,0,-1.656006813
19.82949448,0,-1.626667976
19.83296204,0,-1.608397722
19.83646011,0,-1.590159059
19.83995438,0,-1.572131395
19.8453846,0,-1.544408321
19.84887886,0,-1.526857495
19.85237312,0,-1.509488344
19.85599709,0,-1.491660237
19.86161232,0,-1.464330196
19.86501503,0,-1.448041081
19.86846542,0,-1.431687236
19.87196732,0,-1.415255308
19.87755013,0,-1.389324069
19.88100433,0,-1.373537421
19.88445664,0,-1.357915282
19.88795471,0,-1.342241645
19.89361191,0,-1.317145109
19.89710426,0,-1.30189991
19.90056992,0,-1.286919594
19.90413094,0,-1.271676183
19.9102211,0,-1.245864868
19.91367912,0,-1.231456637
19.91714287,0,-1.217162132
19.92061615,0,-1.202964425
19.92689323,0,-1.177549362
19.93030548,0,-1.163969874
19.9338131,0,-1.15013957
19.93723106,0,-1.136790156
19.94346809,0,-1.112653971
19.94691277,0,-1.099546075
19.95051956,0,-1.085946918
19.9538784,0,-1.073403478
19.96015167,0,-1.050183773
19.96359444,0,-1.037650943
19.96727181,0,-1.024384379
19.97095871,0,-1.01121068
19.97685242,0,-0.990353167
19.98028374,0,-0.978394747
19.98477173,0,-0.962891579
19.98821068,0,-0.95114857
19.99364662,0,-0.932749093
19.99705696,0,-0.921365142
20.00187683,0,-0.905414701
20.00531006,0,-0.894190967
20.01142311,0,-0.874378443
20.01495361,0,-0.863110781
20.0193634,0,-0.849160314
20.02288628,0,-0.838137329
20.02931595,0,-0.818193853
20.03278732,0,-0.807596624
20.036232,0,-0.797170103
20.04271698,0,-0.777705848
20.04626656,0,-0.767219901
20.04976082,0,-0.756985903
20.05314827,0,-0.747148216
20.05675125,0,-0.736769736
20.0622921,0,-0.720946908
20.0657959,0,-0.711073577
20.06929016,0,-0.701309144
20.07281303,0,-0.691546261
20.07833672,0,-0.676366031
20.08181191,0,-0.666939795
20.08525848,0,-0.657667398
20.08865929,0,-0.648591936
20.09404564,0,-0.634331822
20.09745026,0,-0.62543124
20.10087776,0,-0.616541505
20.10443878,0,-0.607405663
20.10980606,0,-0.593791366
20.11320496,0,-0.585318804
20.11664009,0,-0.576849341
20.12012672,0,-0.568348587
20.12613297,0,-0.553872108
20.1295433,0,-0.545817971
20.13299942,0,-0.537750125
20.13641357,0,-0.52987504
20.14247894,0,-0.51605159
20.14588928,0,-0.508448005
20.14941025,0,-0.500695407
20.15278053,0,-0.493371487
20.15628433,0,-0.485854179
20.161726,0,-0.474335968
20.16519737,0,-0.467144668
20.16863632,0,-0.460119277
20.17207909,0,-0.453184217
20.17746353,0,-0.44249168
20.18101692,0,-0.435594738
20.1846695,0,-0.428613126
20.18820572,0,-0.421961188
20.19427109,0,-0.410729647
20.19776917,0,-0.404428363
20.20145798,0,-0.397889882
20.20563316,0,-0.39061591
20.21118355,0,-0.381135911
20.21469498,0,-0.375297397
20.21931076,0,-0.367753536
20.22279167,0,-0.362193495
20.22917366,0,-0.352176279
20.23264694,0,-0.346899867
20.2367115,0,-0.340835005
20.24017716,0,-0.335772395
20.24636269,0,-0.326899976
20.25005531,0,-0.321775705
20.2535305,0,-0.317048073
20.25965118,0,-0.308876842
20.26309967,0,-0.30442521
20.26666069,0,-0.299914777
20.27017784,0,-0.29554686
20.27360535,0,-0.291372687
20.27900696,0,-0.284918934
20.28243637,0,-0.280944139
20.2859745,0,-0.27692157
20.28942108,0,-0.273080349
20.29490662,0,-0.267084241
20.29833603,0,-0.263450235
20.30182266,0,-0.259648234
20.30526352,0,-0.25579983
20.31077194,0,-0.249503374
20.31421471,0,-0.245448396
20.31776619,0,-0.241201207
20.32109451,0,-0.237166047
20.32669449,0,-0.230300784
20.33011437,0,-0.226040348
20.33373451,0,-0.221494973
20.33696747,0,-0.217406824
20.34309959,0,-0.209610835
20.3465538,0,-0.205182344
20.35014534,0,-0.200561926
20.35351753,0,-0.196211293
20.3590622,0,-0.189043134
20.36247063,0,-0.184626356
20.36588478,0,-0.180199012
20.3693676,0,-0.175681397
20.37291908,0,-0.171075359
20.37832451,0,-0.164068684
20.38177872,0,-0.159597874
20.38527107,0,-0.155083999
20.38869858,0,-0.150661483
20.39418221,0,-0.143599689
20.39770317,0,-0.139081642
20.40173721,0,-0.133918837
20.40561104,0,-0.128977314
20.41128922,0,-0.121758722
20.41469574,0,-0.117451333
20.41927147,0,-0.111685529
20.4227047,0,-0.10738045
20.42915344,0,-0.099325031
20.43254852,0,-0.095116019
20.43696785,0,-0.089659952
20.44323731,0,-0.081962816
20.4466877,0,-0.077761412
20.45118904,0,-0.072305843
20.45468903,0,-0.068090267
20.46020126,0,-0.061483808
20.46365166,0,-0.057381339
20.46716118,0,-0.053229753
20.47071838,0,-0.049043804
20.47451592,0,-0.044599108
20.47987366,0,-0.038364843
20.48339653,0,-0.034299836
20.48688698,0,-0.030294657
20.4924984,0,-0.023891598
20.4959259,0,-0.020016011
20.49945831,0,-0.016044185
20.50296402,0,-0.012125328
20.50649452,0,-0.008201731
20.51190186,0,-0.002227831
20.51529884,0,0.00149083
20.5187912,0,0.005291794
20.52224731,0,0.009030832
20.52763748,0,0.01482756
20.53111267,0,0.018529961
20.53448677,0,0.022102887
20.53793907,0,0.025737023
20.54345703,0,0.031510357
20.546875,0,0.035051621
20.55034638,0,0.038626388
20.55379486,0,0.042155616
20.55976677,0,0.048229661
20.56322289,0,0.05170719
20.56666565,0,0.055149708
20.57004356,0,0.058506373
20.57612801,0,0.064515553
20.57954407,0,0.067852065
20.58301163,0,0.071217798
20.58646965,0,0.074553043
20.59244156,0,0.080276504
20.59589958,0,0.083554395
20.59938049,0,0.086833037
20.60278893,0,0.090022869
20.60624123,0,0.093233496
20.61167145,0,0.098251469
20.61522102,0,0.101498701
20.61908531,0,0.105010666
20.62295914,0,0.108506151
20.62891388,0,0.113840811
20.63232231,0,0.116860636
20.63583183,0,0.119950384
20.6400528,0,0.123642296
20.64549637,0,0.128366292
20.64894295,0,0.131327033
20.65321159,0,0.134970501
20.65671539,0,0.137937427
20.66279984,0,0.143056035
20.66632271,0,0.14598617
20.66994286,0,0.148977488
20.6733036,0,0.151735783
20.67879677,0,0.156216055
20.68218041,0,0.158947572
20.68575478,0,0.161814913
20.68932152,0,0.164657116
20.69473839,0,0.168944985
20.69816971,0,0.171633765
20.7016201,0,0.174320236
20.70508385,0,0.176999792
20.71052361,0,0.181180894
20.71400261,0,0.183827862
20.71744537,0,0.186430305
20.72086334,0,0.188997462
20.72687721,0,0.193485647
20.73028374,0,0.195999503
20.73393822,0,0.198679268
20.73731041,0,0.201135218
20.74359131,0,0.205680877
20.74700737,0,0.208124295
20.75047112,0,0.210586071
20.75398636,0,0.213068351
20.75974846,0,0.217110634
20.76321411,0,0.219515815
20.76677895,0,0.221973881
20.77007484,0,0.224231422
20.78269959,0,0.232825756
20.7861023,0,0.235087693
20.78952408,0,0.237347886
20.79500198,0,0.240943134
20.79849434,0,0.243211836
20.8019619,0,0.245449752
20.80544853,0,0.247685418
20.81093597,0,0.251181126
20.81446266,0,0.253404737
20.81789589,0,0.255555153
20.82136345,0,0.257713109
20.82683373,0,0.261095345
20.83049965,0,0.263338745
20.83445168,0,0.265740603
20.83799934,0,0.267880738
20.84478378,0,0.271946222
20.84825516,0,0.2739999
20.85173798,0,0.276046902
20.8564682,0,0.278808832
20.8619175,0,0.281962276
20.86538315,0,0.2839472
20.86990356,0,0.286519259
20.87349701,0,0.288546413
20.87985992,0,0.292111486
20.8832531,0,0.293989718
20.8870182,0,0.296060413
20.89288902,0,0.29926607
20.89633179,0,0.30112493
20.89977837,0,0.302973628
20.90354157,0,0.304978877
20.90657806,0,0.306585252
20.91200829,0,0.309441268
20.91540909,0,0.311211288
20.91891289,0,0.313023001
20.92247391,0,0.31485191
20.92794609,0,0.317643076
20.93136025,0,0.319366127
20.93486023,0,0.321120828
20.9384079,0,0.322887391
20.94387627,0,0.325591594
20.94730377,0,0.327268541
20.95072556,0,0.328931481
20.95413208,0,0.330575943
20.95965385,0,0.33322376
20.96304131,0,0.334830552
20.96648789,0,0.336454511
20.969944,0,0.338071913
20.97615433,0,0.340958387
20.97941399,0,0.342454821
20.98295784,0,0.344071209
20.98640633,0,0.345633
20.99229813,-1,0.467539579
20.99572563,-1,0.537504911
20.99913406,-1,0.606495619
21.00259018,-1,0.675848067
21.00604439,-1,0.744540095
21.01146698,-1,0.851387441
21.01492691,-1,0.918562353
21.01848984,-1,0.987073123
21.02198219,-1,1.053555131
21.02740669,-1,1.155794501
21.0307827,-1,1.218435645
21.03445053,-1,1.285824776
21.03845024,-1,1.358524442
21.04384041,-1,1.455345988
21.04725647,-1,1.515729547
21.05198097,-1,1.598391533
21.05550385,-1,1.659157872
21.06195068,-1,1.769180655
21.06539345,-1,1.826790571
21.06888962,-1,1.88468051
21.07586479,-1,1.998940825
21.07930565,-1,2.054097891
21.08270073,-1,2.107940674
21.08626747,-1,2.163907528
21.08971405,-1,2.217385292
21.09527969,-1,2.302806377
21.09873962,-1,2.354974747
21.10222054,-1,2.406879902
21.10570526,-1,2.45826149
21.11116028,-1,2.537789583
21.11460304,-1,2.587091684
21.11806679,-1,2.636133432
21.12161827,-1,2.68584156
21.12715721,-1,2.762450218
21.1305027,-1,2.807861328
21.1339798,-1,2.854522467
21.13766289,-1,2.903359413
21.14330483,-1,2.977219105
21.14679146,-1,3.021965981
21.15023041,-1,3.065557003
21.15361786,-1,3.10796833
21.15957642,-1,3.181660414
21.16300964,-1,3.223201036
21.16640282,-1,3.263735771
21.16984558,-1,3.304341555
21.17606735,-1,3.376770735
21.17954636,-1,3.416309834
21.18294907,-1,3.454458237
21.18642426,-1,3.492897511
21.19000626,-1,3.531970263
21.1954174,-1,3.590144157
21.1988678,-1,3.626420259
21.20226479,-1,3.661622763
21.20582008,-1,3.697939157
21.21122932,-1,3.752356052
21.21466255,-1,3.78608799
21.21816254,-1,3.819955587
21.2217865,0,3.7815063
21.227314,0,3.723218679
21.23071098,0,3.687771797
21.23410034,0,3.652663946
21.23785591,0,3.614064693
21.24405289,0,3.550946951
21.24786568,0,3.512716055
21.25249863,0,3.466732025
21.25588226,0,3.433572531
21.26231766,0,3.371103525
21.26577187,0,3.338186741
21.2702446,0,3.295993328
21.27579689,0,3.244305849
21.27931213,0,3.21212244
21.28279305,0,3.180590391
21.28646278,0,3.147697926
21.28989983,0,3.117234707
21.29541206,0,3.068890572
21.29877472,0,3.03989625
21.30228233,0,3.009964228
21.3057766,0,2.980468035
21.31123161,0,2.934916258
21.31470871,0,2.906369448
21.31811523,0,2.878702402
21.32158089,0,2.850851536
21.32705879,0,2.807301521
21.330513,0,2.780305147
21.33395195,0,2.753715277
21.33729935,0,2.728108406
21.34291267,0,2.685612202
21.34638023,0,2.659816027
21.34982681,0,2.634450674
21.35320091,0,2.609882832
21.35935402,0,2.565546513
21.36269569,0,2.541924715
21.36610222,0,2.518092394
21.3695755,0,2.49404788
21.3730011,0,2.470586538
21.3783226,0,2.434524298
21.38173103,0,2.411803722
21.38521576,0,2.38881731
21.38868713,0,2.366163254
21.39414406,0,2.330930233
21.3975811,0,2.309108973
21.40097237,0,2.287804365
21.40445709,0,2.26613903
21.40990639,0,2.232619286
21.4133091,0,2.212035656
21.41680527,0,2.191105604
21.42013359,0,2.171391964
21.4260807,0,2.13652277
21.42950821,0,2.116788864
21.43297577,0,2.097031355
21.4364109,0,2.07766366
21.44182015,0,2.047482014
21.44525719,0,2.028617382
21.44870758,0,2.009875536
21.45259666,0,1.988970041
21.45631218,0,1.969231009
21.46252632,0,1.936585903
21.4659195,0,1.919092298
21.46943283,0,1.901163101
21.4729023,0,1.883643627
21.47854996,0,1.855420589
21.48195648,0,1.838683844
21.48656845,0,1.816254258
21.49017525,0,1.798953652
21.49631691,0,1.769809484
21.49978066,0,1.753672123
21.50337029,0,1.737119675
21.50940323,0,1.70959568
21.51279259,0,1.694407821
21.5163784,0,1.678499937
21.51995277,0,1.662810206
21.52334213,0,1.648088813
21.52869034,0,1.625090361
21.53223038,0,1.610105991
21.53570175,0,1.595564485
21.5391922,0,1.581091285
21.54463387,0,1.558757186
21.54808998,0,1.544797301
21.55153465,0,1.531023502
21.55503845,0,1.517153502
21.56053352,0,1.495622039
21.56395149,0,1.482442498
21.56742668,0,1.469174743
21.57092285,0,1.45596087
21.57649803,0,1.435101867
21.5799427,0,1.422420859
21.58342171,0,1.40974021
21.58691216,0,1.397144914
21.59295845,0,1.375545263
21.59637451,0,1.363552928
21.59983444,0,1.351525187
21.60321045,0,1.339905024
21.60938072,0,1.31887114
21.61283684,0,1.307296395
21.61631775,0,1.295752883
21.61971664,0,1.284592509
21.62599373,0,1.264179826
21.62942505,0,1.253219366
21.6328907,0,1.242256284
21.63632584,0,1.231495738
21.64186668,0,1.214306712
21.64525795,0,1.203949809
21.64880371,0,1.193223953
21.65215111,0,1.183198571
21.65563583,0,1.17285943
21.66108322,0,1.156854153
21.66481972,0,1.146042228
21.66872978,0,1.134845495
21.67244148,0,1.12433207
21.67946434,0,1.104644299
21.68299484,0,1.094939113
21.6863842,0,1.085712552
21.69202995,0,1.070487022
21.69550133,0,1.061270714
21.70015907,0,1.049022317
21.70366478,0,1.039920926
21.70725822,0,1.030681133
21.71306229,0,1.015903473
21.71654701,1,0.956619978
21.72025299,1,0.894256175
21.72376061,1,0.835925996
21.72951508,1,0.741320193
21.73302841,1,0.684655011
21.73660088,1,0.627719104
21.74215889,1,0.540218294
21.74552727,1,0.488204926
21.74905777,1,0.434329927
21.75256729,1,0.38144052
21.75617981,1,0.32767579
21.76168823,1,0.246749908
21.76517487,1,0.196537584
21.76862145,1,0.147527009
21.77213669,1,0.098164782
21.77769852,1,0.021063164
21.78114319,1,-0.025718883
21.78465462,1,-0.072803944
21.78829193,1,-0.120945752
21.79385567,1,-0.193594515
21.79732323,1,-0.237938374
21.80070496,1,-0.28062588
21.80410576,1,-0.323011816
21.80976105,1,-0.392598718
21.81320572,1,-0.434084624
21.81673813,1,-0.476074487
21.82015801,1,-0.516183615
21.8264122,1,-0.588583291
21.82985115,1,-0.627447128
21.83333588,1,-0.666311026
21.8367691,1,-0.704089582
21.84302712,1,-0.772043765
21.84640503,1,-0.807840347
21.84996986,1,-0.845124066
21.85328865,1,-0.879354477
21.85954666,1,-0.943067014
21.86290169,1,-0.976390958
21.86648369,1,-1.011501312
21.86990547,1,-1.044568896
21.87612724,1,-1.103883862
21.8795948,1,-1.136128664
21.8833313,1,-1.170395255
21.88697243,1,-1.203289747
21.89274788,1,-1.254705906
21.89616394,1,-1.284412861
21.90049934,1,-1.321595073
21.90399551,1,-1.351053715
21.9094429,1,-1.39630127
21.91287422,1,-1.424170256
21.91757393,1,-1.461804628
21.92109489,1,-1.489455462
21.92749977,1,-1.539023399
21.93093109,1,-1.564874887
21.93448257,1,-1.591249228
21.93805122,1,-1.617357612
21.94350052,1,-1.65662837
21.94693375,1,-1.68080318
21.95060158,1,-1.70625484
21.95405197,1,-1.72982502
21.95998955,1,-1.769789696
21.9634552,1,-1.792524815
21.96701431,1,-1.815525413
21.9705658,1,-1.838124514
21.97653961,1,-1.875553608
21.97992325,1,-1.896204352
21.98339462,1,-1.917077661
21.98688889,1,-1.937769055
21.99291992,1,-1.972933769
21.9963913,1,-1.992635965
21.99994087,1,-2.012471914
22.00327873,1,-2.030830145
22.00948525,1,-2.064457417
22.01294136,1,-2.082662582
22.01646996,1,-2.100960016
22.01977539,1,-2.117826939
22.02599716,1,-2.149099588
22.02933502,1,-2.165402174
22.03269386,1,-2.18155694
22.03623962,1,-2.198347807
22.04170418,1,-2.223803043
22.04511643,1,-2.23929739
22.04858017,1,-2.254776478
22.05199623,1,-2.26979661
22.05542946,1,-2.284651518
22.06093025,1,-2.308070183
22.06434441,1,-2.322230339
22.06774521,1,-2.336107969
22.07121468,1,-2.35003829
22.0766449,1,-2.371482611
22.08011246,1,-2.384822845
22.08353615,1,-2.397776365
22.08690453,1,-2.410311937
22.0927887,1,-2.431856155
22.09655953,1,-2.445271969
22.10037613,1,-2.458603382
22.10422325,1,-2.471793175
22.11071777,1,-2.493643761
22.11408806,1,-2.504624844
22.11764717,1,-2.516030073
22.12169457,1,-2.528774023
22.12817001,1,-2.548758268
22.13158035,1,-2.558948278
22.13545036,1,-2.570317268
22.13904381,1,-2.580671787
22.14541245,1,-2.598696709
22.14879417,1,-2.607965946
22.15228081,1,-2.617362022
22.15576935,1,-2.626600266
22.16119957,1,-2.640730381
22.16466332,1,-2.649499655
22.16822624,1,-2.658364058
22.1715641,1,-2.666520596
22.17701912,1,-2.679628372
22.18058205,1,-2.687956095
22.18403816,1,-2.695890188
22.18746948,1,-2.703631163
22.19295692,1,-2.71579814
22.1964016,1,-2.72322607
22.19983864,1,-2.730509996
22.20330811,1,-2.737736225
22.20944595,1,-2.750298738
22.2129364,1,-2.757224083
22.21636391,1,-2.76390624
22.21970177,1,-2.770302534
22.22589684,1,-2.781977415
22.22930908,1,-2.788210392
22.23271751,1,-2.794331551
22.23615265,1,-2.800396919
22.24232292,1,-2.811107635
22.24586105,1,-2.817063332
22.24930573,1,-2.822761774
22.2528553,1,-2.828535318
22.25629044,1,-2.834026575
22.2617588,1,-2.842622995
22.26520157,1,-2.847892761
22.26871872,1,-2.853188038
22.27219009,1,-2.858326912
22.27770042,1,-2.866350412
22.2812252,1,-2.871349812
22.28463554,1,-2.876107454
22.28812599,1,-2.880899906
22.29361916,1,-2.888320923
22.29730034,1,-2.893169165
22.30138588,1,-2.898460388
22.30498505,1,-2.903036356
22.31093407,1,-2.910479069
22.31455994,1,-2.914896488
22.31907463,1,-2.920310497
22.32266045,1,-2.924527168
22.32907867,1,-2.931960106
22.33258247,1,-2.935908794
22.33611679,1,-2.939834595
22.34170532,1,-2.945953131
22.34514427,1,-2.949634075
22.34929085,1,-2.954012394
22.35293579,1,-2.957799435
22.35641289,1,-2.961361885
22.36249542,1,-2.967512846
22.36595917,1,-2.970937014
22.36960411,1,-2.974495411
22.37316513,1,-2.977927208
22.37864494,1,-2.983143091
22.38204765,1,-2.986321688
22.38561058,1,-2.989612579
22.38908005,1,-2.992780209
22.39449692,1,-2.997671366
22.39851379,1,-3.001237392
22.40166473,1,-3.004000902
22.40509415,1,-3.006980896
22.4106369,1,-3.011750221
22.41411972,1,-3.014700651
22.41756058,1,-3.017588139
22.42106819,1,-3.02050519
22.42664337,1,-3.025100231
22.43019676,1,-3.027988434
22.43369103,1,-3.030804873
22.43728066,1,-3.033674717
22.44270897,1,-3.03798008
22.44620323,1,-3.040719032
22.44966507,1,-3.043412924
